"","month","id","gender","symbol","count","DEG.18","DEG.24","DEG.both"
"1010","24","60","M","Tmc5",34,"None","None",FALSE
"1011","24","59","M","Tmc5",21,"None","None",FALSE
"1012","24","58","M","Tmc5",74,"None","None",FALSE
"1013","24","61","M","Tmc5",16,"None","None",FALSE
"1014","3","8","M","Tmc5",38,"None","None",FALSE
"1015","3","9","M","Tmc5",94,"None","None",FALSE
"1016","3","10","M","Tmc5",132,"None","None",FALSE
"1017","3","11","M","Tmc5",92,"None","None",FALSE
"1018","3","56","F","Tmc5",57,"None","None",FALSE
"1019","3","38","F","Tmc5",32,"None","None",FALSE
"1020","3","39","F","Tmc5",173,"None","None",FALSE
"1021","18","53","M","Noxo1",249,"None","Up",FALSE
"1022","18","45","M","Noxo1",470,"None","Up",FALSE
"1023","18","46","F","Noxo1",386,"None","Up",FALSE
"1024","18","47","F","Noxo1",396,"None","Up",FALSE
"1025","24","60","M","Noxo1",177,"None","Up",FALSE
"1026","24","59","M","Noxo1",180,"None","Up",FALSE
"1027","24","58","M","Noxo1",276,"None","Up",FALSE
"1028","24","61","M","Noxo1",106,"None","Up",FALSE
"1029","3","8","M","Noxo1",203,"None","Up",FALSE
"1030","3","9","M","Noxo1",224,"None","Up",FALSE
"1031","3","10","M","Noxo1",472,"None","Up",FALSE
"1032","3","11","M","Noxo1",400,"None","Up",FALSE
"1033","3","56","F","Noxo1",199,"None","Up",FALSE
"1034","3","38","F","Noxo1",147,"None","Up",FALSE
"1035","3","39","F","Noxo1",546,"None","Up",FALSE
"1036","18","53","M","Baiap2l2",299,"None","None",FALSE
"1037","18","45","M","Baiap2l2",776,"None","None",FALSE
"1038","18","46","F","Baiap2l2",408,"None","None",FALSE
"1039","18","47","F","Baiap2l2",556,"None","None",FALSE
"1040","24","60","M","Baiap2l2",188,"None","None",FALSE
"1041","24","59","M","Baiap2l2",199,"None","None",FALSE
"1042","24","58","M","Baiap2l2",281,"None","None",FALSE
"1043","24","61","M","Baiap2l2",127,"None","None",FALSE
"1044","3","8","M","Baiap2l2",373,"None","None",FALSE
"1045","3","9","M","Baiap2l2",325,"None","None",FALSE
"1046","3","10","M","Baiap2l2",696,"None","None",FALSE
"1047","3","11","M","Baiap2l2",593,"None","None",FALSE
"1048","3","56","F","Baiap2l2",206,"None","None",FALSE
"1049","3","38","F","Baiap2l2",293,"None","None",FALSE
"1050","3","39","F","Baiap2l2",810,"None","None",FALSE
"1051","18","53","M","Gucy2c",167,"None","None",FALSE
"1052","18","45","M","Gucy2c",389,"None","None",FALSE
"1053","18","46","F","Gucy2c",321,"None","None",FALSE
"1054","18","47","F","Gucy2c",323,"None","None",FALSE
"1055","24","60","M","Gucy2c",100,"None","None",FALSE
"1056","24","59","M","Gucy2c",162,"None","None",FALSE
"1057","24","58","M","Gucy2c",200,"None","None",FALSE
"1058","24","61","M","Gucy2c",65,"None","None",FALSE
"1059","3","8","M","Gucy2c",224,"None","None",FALSE
"1060","3","9","M","Gucy2c",340,"None","None",FALSE
"1061","3","10","M","Gucy2c",596,"None","None",FALSE
"1062","3","11","M","Gucy2c",394,"None","None",FALSE
"1063","3","56","F","Gucy2c",183,"None","None",FALSE
"1064","3","38","F","Gucy2c",139,"None","None",FALSE
"1065","3","39","F","Gucy2c",576,"None","None",FALSE
"1066","18","53","M","Marveld3",97,"None","None",FALSE
"1067","18","45","M","Marveld3",370,"None","None",FALSE
"1068","18","46","F","Marveld3",225,"None","None",FALSE
"1069","18","47","F","Marveld3",289,"None","None",FALSE
"1070","24","60","M","Marveld3",44,"None","None",FALSE
"1071","24","59","M","Marveld3",83,"None","None",FALSE
"1072","24","58","M","Marveld3",101,"None","None",FALSE
"1073","24","61","M","Marveld3",35,"None","None",FALSE
"1074","3","8","M","Marveld3",119,"None","None",FALSE
"1075","3","9","M","Marveld3",129,"None","None",FALSE
"1076","3","10","M","Marveld3",332,"None","None",FALSE
"1077","3","11","M","Marveld3",235,"None","None",FALSE
"1078","3","56","F","Marveld3",107,"None","None",FALSE
"1079","3","38","F","Marveld3",115,"None","None",FALSE
"1080","3","39","F","Marveld3",470,"None","None",FALSE
"1081","18","53","M","Myo1a",190,"None","None",FALSE
"1082","18","45","M","Myo1a",354,"None","None",FALSE
"1083","18","46","F","Myo1a",264,"None","None",FALSE
"1084","18","47","F","Myo1a",304,"None","None",FALSE
"1085","24","60","M","Myo1a",96,"None","None",FALSE
"1086","24","59","M","Myo1a",105,"None","None",FALSE
"1087","24","58","M","Myo1a",157,"None","None",FALSE
"1088","24","61","M","Myo1a",69,"None","None",FALSE
"1089","3","8","M","Myo1a",155,"None","None",FALSE
"1090","3","9","M","Myo1a",229,"None","None",FALSE
"1091","3","10","M","Myo1a",316,"None","None",FALSE
"1092","3","11","M","Myo1a",262,"None","None",FALSE
"1093","3","56","F","Myo1a",151,"None","None",FALSE
"1094","3","38","F","Myo1a",173,"None","None",FALSE
"1095","3","39","F","Myo1a",442,"None","None",FALSE
"1096","18","53","M","Mettl7b",174,"None","None",FALSE
"1097","18","45","M","Mettl7b",450,"None","None",FALSE
"1098","18","46","F","Mettl7b",284,"None","None",FALSE
"1099","18","47","F","Mettl7b",387,"None","None",FALSE
"1100","24","60","M","Mettl7b",101,"None","None",FALSE
"1101","24","59","M","Mettl7b",89,"None","None",FALSE
"1102","24","58","M","Mettl7b",201,"None","None",FALSE
"1103","24","61","M","Mettl7b",65,"None","None",FALSE
"1104","3","8","M","Mettl7b",214,"None","None",FALSE
"1105","3","9","M","Mettl7b",255,"None","None",FALSE
"1106","3","10","M","Mettl7b",414,"None","None",FALSE
"1107","3","11","M","Mettl7b",408,"None","None",FALSE
"1108","3","56","F","Mettl7b",177,"None","None",FALSE
"1109","3","38","F","Mettl7b",189,"None","None",FALSE
"1110","3","39","F","Mettl7b",429,"None","None",FALSE
"1111","18","53","M","BC016579",87,"None","Down",FALSE
"1112","18","45","M","BC016579",236,"None","Down",FALSE
"1113","18","46","F","BC016579",181,"None","Down",FALSE
"1114","18","47","F","BC016579",157,"None","Down",FALSE
"1115","24","60","M","BC016579",14,"None","Down",FALSE
"1116","24","59","M","BC016579",38,"None","Down",FALSE
"1117","24","58","M","BC016579",35,"None","Down",FALSE
"1118","24","61","M","BC016579",27,"None","Down",FALSE
"1119","3","8","M","BC016579",88,"None","Down",FALSE
"1120","3","9","M","BC016579",150,"None","Down",FALSE
"1121","3","10","M","BC016579",311,"None","Down",FALSE
"1122","3","11","M","BC016579",205,"None","Down",FALSE
"1123","3","56","F","BC016579",60,"None","Down",FALSE
"1124","3","38","F","BC016579",35,"None","Down",FALSE
"1125","3","39","F","BC016579",331,"None","Down",FALSE
"1126","18","53","M","Dnajc22",101,"None","None",FALSE
"1127","18","45","M","Dnajc22",359,"None","None",FALSE
"1128","18","46","F","Dnajc22",176,"None","None",FALSE
"1129","18","47","F","Dnajc22",170,"None","None",FALSE
"1130","24","60","M","Dnajc22",26,"None","None",FALSE
"1131","24","59","M","Dnajc22",40,"None","None",FALSE
"1132","24","58","M","Dnajc22",114,"None","None",FALSE
"1133","24","61","M","Dnajc22",42,"None","None",FALSE
"1134","3","8","M","Dnajc22",54,"None","None",FALSE
"1135","3","9","M","Dnajc22",64,"None","None",FALSE
"1136","3","10","M","Dnajc22",162,"None","None",FALSE
"1137","3","11","M","Dnajc22",98,"None","None",FALSE
"1138","3","56","F","Dnajc22",86,"None","None",FALSE
"1139","3","38","F","Dnajc22",105,"None","None",FALSE
"1140","3","39","F","Dnajc22",225,"None","None",FALSE
"1141","18","53","M","Glod5",18,"None","None",FALSE
"1142","18","45","M","Glod5",205,"None","None",FALSE
"1143","18","46","F","Glod5",135,"None","None",FALSE
"1144","18","47","F","Glod5",68,"None","None",FALSE
"1145","24","60","M","Glod5",18,"None","None",FALSE
"1146","24","59","M","Glod5",26,"None","None",FALSE
"1147","24","58","M","Glod5",49,"None","None",FALSE
"1148","24","61","M","Glod5",9,"None","None",FALSE
"1149","3","8","M","Glod5",25,"None","None",FALSE
"1150","3","9","M","Glod5",60,"None","None",FALSE
"1151","3","10","M","Glod5",133,"None","None",FALSE
"1152","3","11","M","Glod5",113,"None","None",FALSE
"1153","3","56","F","Glod5",44,"None","None",FALSE
"1154","3","38","F","Glod5",46,"None","None",FALSE
"1155","3","39","F","Glod5",133,"None","None",FALSE
"1156","18","53","M","Adck5",225,"None","None",FALSE
"1157","18","45","M","Adck5",458,"None","None",FALSE
"1158","18","46","F","Adck5",448,"None","None",FALSE
"1159","18","47","F","Adck5",341,"None","None",FALSE
"1160","24","60","M","Adck5",122,"None","None",FALSE
"1161","24","59","M","Adck5",93,"None","None",FALSE
"1162","24","58","M","Adck5",182,"None","None",FALSE
"1163","24","61","M","Adck5",81,"None","None",FALSE
"1164","3","8","M","Adck5",213,"None","None",FALSE
"1165","3","9","M","Adck5",196,"None","None",FALSE
"1166","3","10","M","Adck5",355,"None","None",FALSE
"1167","3","11","M","Adck5",330,"None","None",FALSE
"1168","3","56","F","Adck5",156,"None","None",FALSE
"1169","3","38","F","Adck5",205,"None","None",FALSE
"1170","3","39","F","Adck5",652,"None","None",FALSE
"1171","18","53","M","Mep1a",13,"None","None",FALSE
"1172","18","45","M","Mep1a",105,"None","None",FALSE
"1173","18","46","F","Mep1a",97,"None","None",FALSE
"1174","18","47","F","Mep1a",106,"None","None",FALSE
"1175","24","60","M","Mep1a",57,"None","None",FALSE
"1176","24","59","M","Mep1a",7,"None","None",FALSE
"1177","24","58","M","Mep1a",43,"None","None",FALSE
"1178","24","61","M","Mep1a",5,"None","None",FALSE
"1179","3","8","M","Mep1a",75,"None","None",FALSE
"1180","3","9","M","Mep1a",90,"None","None",FALSE
"1181","3","10","M","Mep1a",97,"None","None",FALSE
"1182","3","11","M","Mep1a",104,"None","None",FALSE
"1183","3","56","F","Mep1a",45,"None","None",FALSE
"1184","3","38","F","Mep1a",41,"None","None",FALSE
"1185","3","39","F","Mep1a",181,"None","None",FALSE
"1186","18","53","M","Car9",89,"None","None",FALSE
"1187","18","45","M","Car9",240,"None","None",FALSE
"1188","18","46","F","Car9",237,"None","None",FALSE
"1189","18","47","F","Car9",182,"None","None",FALSE
"1190","24","60","M","Car9",45,"None","None",FALSE
"1191","24","59","M","Car9",22,"None","None",FALSE
"1192","24","58","M","Car9",109,"None","None",FALSE
"1193","24","61","M","Car9",41,"None","None",FALSE
"1194","3","8","M","Car9",62,"None","None",FALSE
"1195","3","9","M","Car9",98,"None","None",FALSE
"1196","3","10","M","Car9",281,"None","None",FALSE
"1197","3","11","M","Car9",160,"None","None",FALSE
"1198","3","56","F","Car9",82,"None","None",FALSE
"1199","3","38","F","Car9",74,"None","None",FALSE
"1200","3","39","F","Car9",244,"None","None",FALSE
"1201","18","53","M","Cblc",148,"None","None",FALSE
"1202","18","45","M","Cblc",260,"None","None",FALSE
"1203","18","46","F","Cblc",235,"None","None",FALSE
"1204","18","47","F","Cblc",286,"None","None",FALSE
"1205","24","60","M","Cblc",72,"None","None",FALSE
"1206","24","59","M","Cblc",98,"None","None",FALSE
"1207","24","58","M","Cblc",111,"None","None",FALSE
"1208","24","61","M","Cblc",47,"None","None",FALSE
"1209","3","8","M","Cblc",126,"None","None",FALSE
"1210","3","9","M","Cblc",100,"None","None",FALSE
"1211","3","10","M","Cblc",286,"None","None",FALSE
"1212","3","11","M","Cblc",260,"None","None",FALSE
"1213","3","56","F","Cblc",84,"None","None",FALSE
"1214","3","38","F","Cblc",102,"None","None",FALSE
"1215","3","39","F","Cblc",304,"None","None",FALSE
"1216","18","53","M","Styk1",65,"None","None",FALSE
"1217","18","45","M","Styk1",242,"None","None",FALSE
"1218","18","46","F","Styk1",179,"None","None",FALSE
"1219","18","47","F","Styk1",170,"None","None",FALSE
"1220","24","60","M","Styk1",53,"None","None",FALSE
"1221","24","59","M","Styk1",70,"None","None",FALSE
"1222","24","58","M","Styk1",65,"None","None",FALSE
"1223","24","61","M","Styk1",23,"None","None",FALSE
"1224","3","8","M","Styk1",136,"None","None",FALSE
"1225","3","9","M","Styk1",145,"None","None",FALSE
"1226","3","10","M","Styk1",187,"None","None",FALSE
"1227","3","11","M","Styk1",203,"None","None",FALSE
"1228","3","56","F","Styk1",59,"None","None",FALSE
"1229","3","38","F","Styk1",82,"None","None",FALSE
"1230","3","39","F","Styk1",408,"None","None",FALSE
"1231","18","53","M","Myo5b",141,"None","Down",FALSE
"1232","18","45","M","Myo5b",302,"None","Down",FALSE
"1233","18","46","F","Myo5b",260,"None","Down",FALSE
"1234","18","47","F","Myo5b",381,"None","Down",FALSE
"1235","24","60","M","Myo5b",38,"None","Down",FALSE
"1236","24","59","M","Myo5b",76,"None","Down",FALSE
"1237","24","58","M","Myo5b",57,"None","Down",FALSE
"1238","24","61","M","Myo5b",48,"None","Down",FALSE
"1239","3","8","M","Myo5b",213,"None","Down",FALSE
"1240","3","9","M","Myo5b",221,"None","Down",FALSE
"1241","3","10","M","Myo5b",407,"None","Down",FALSE
"1242","3","11","M","Myo5b",334,"None","Down",FALSE
"1243","3","56","F","Myo5b",76,"None","Down",FALSE
"1244","3","38","F","Myo5b",77,"None","Down",FALSE
"1245","3","39","F","Myo5b",499,"None","Down",FALSE
"1246","18","53","M","Ifi27l2b",292,"None","None",FALSE
"1247","18","45","M","Ifi27l2b",602,"None","None",FALSE
"1248","18","46","F","Ifi27l2b",475,"None","None",FALSE
"1249","18","47","F","Ifi27l2b",498,"None","None",FALSE
"1250","24","60","M","Ifi27l2b",124,"None","None",FALSE
"1251","24","59","M","Ifi27l2b",176,"None","None",FALSE
"1252","24","58","M","Ifi27l2b",253,"None","None",FALSE
"1253","24","61","M","Ifi27l2b",103,"None","None",FALSE
"1254","3","8","M","Ifi27l2b",245,"None","None",FALSE
"1255","3","9","M","Ifi27l2b",244,"None","None",FALSE
"1256","3","10","M","Ifi27l2b",555,"None","None",FALSE
"1257","3","11","M","Ifi27l2b",300,"None","None",FALSE
"1258","3","56","F","Ifi27l2b",156,"None","None",FALSE
"1259","3","38","F","Ifi27l2b",247,"None","None",FALSE
"1260","3","39","F","Ifi27l2b",619,"None","None",FALSE
"1261","18","53","M","Hao2",80,"None","None",FALSE
"1262","18","45","M","Hao2",370,"None","None",FALSE
"1263","18","46","F","Hao2",277,"None","None",FALSE
"1264","18","47","F","Hao2",169,"None","None",FALSE
"1265","24","60","M","Hao2",32,"None","None",FALSE
"1266","24","59","M","Hao2",60,"None","None",FALSE
"1267","24","58","M","Hao2",76,"None","None",FALSE
"1268","24","61","M","Hao2",75,"None","None",FALSE
"1269","3","8","M","Hao2",127,"None","None",FALSE
"1270","3","9","M","Hao2",188,"None","None",FALSE
"1271","3","10","M","Hao2",270,"None","None",FALSE
"1272","3","11","M","Hao2",281,"None","None",FALSE
"1273","3","56","F","Hao2",87,"None","None",FALSE
"1274","3","38","F","Hao2",91,"None","None",FALSE
"1275","3","39","F","Hao2",284,"None","None",FALSE
"1276","18","53","M","X9130206I24Rik",292,"None","None",FALSE
"1277","18","45","M","X9130206I24Rik",780,"None","None",FALSE
"1278","18","46","F","X9130206I24Rik",490,"None","None",FALSE
"1279","18","47","F","X9130206I24Rik",512,"None","None",FALSE
"1280","24","60","M","X9130206I24Rik",186,"None","None",FALSE
"1281","24","59","M","X9130206I24Rik",189,"None","None",FALSE
"1282","24","58","M","X9130206I24Rik",280,"None","None",FALSE
"1283","24","61","M","X9130206I24Rik",147,"None","None",FALSE
"1284","3","8","M","X9130206I24Rik",304,"None","None",FALSE
"1285","3","9","M","X9130206I24Rik",345,"None","None",FALSE
"1286","3","10","M","X9130206I24Rik",655,"None","None",FALSE
"1287","3","11","M","X9130206I24Rik",483,"None","None",FALSE
"1288","3","56","F","X9130206I24Rik",262,"None","None",FALSE
"1289","3","38","F","X9130206I24Rik",254,"None","None",FALSE
"1290","3","39","F","X9130206I24Rik",816,"None","None",FALSE
"1291","18","53","M","Prss30",5,NA,"None",FALSE
"1292","18","45","M","Prss30",28,NA,"None",FALSE
"1293","18","46","F","Prss30",12,NA,"None",FALSE
"1294","18","47","F","Prss30",31,NA,"None",FALSE
"1295","24","60","M","Prss30",8,NA,"None",FALSE
"1296","24","59","M","Prss30",0,NA,"None",FALSE
"1297","24","58","M","Prss30",0,NA,"None",FALSE
"1298","24","61","M","Prss30",0,NA,"None",FALSE
"1299","3","8","M","Prss30",9,NA,"None",FALSE
"1300","3","9","M","Prss30",11,NA,"None",FALSE
"1301","3","10","M","Prss30",36,NA,"None",FALSE
"1302","3","11","M","Prss30",24,NA,"None",FALSE
"1303","3","56","F","Prss30",17,NA,"None",FALSE
"1304","3","38","F","Prss30",5,NA,"None",FALSE
"1305","3","39","F","Prss30",4,NA,"None",FALSE
"1306","18","53","M","Cideb",60,"None","None",FALSE
"1307","18","45","M","Cideb",87,"None","None",FALSE
"1308","18","46","F","Cideb",39,"None","None",FALSE
"1309","18","47","F","Cideb",86,"None","None",FALSE
"1310","24","60","M","Cideb",7,"None","None",FALSE
"1311","24","59","M","Cideb",8,"None","None",FALSE
"1312","24","58","M","Cideb",33,"None","None",FALSE
"1313","24","61","M","Cideb",0,"None","None",FALSE
"1314","3","8","M","Cideb",28,"None","None",FALSE
"1315","3","9","M","Cideb",0,"None","None",FALSE
"1316","3","10","M","Cideb",53,"None","None",FALSE
"1317","3","11","M","Cideb",45,"None","None",FALSE
"1318","3","56","F","Cideb",7,"None","None",FALSE
"1319","3","38","F","Cideb",8,"None","None",FALSE
"1320","3","39","F","Cideb",78,"None","None",FALSE
"1321","18","53","M","Sycn",184,"Up","Up",TRUE
"1322","18","45","M","Sycn",652,"Up","Up",TRUE
"1323","18","46","F","Sycn",755,"Up","Up",TRUE
"1324","18","47","F","Sycn",510,"Up","Up",TRUE
"1325","24","60","M","Sycn",139,"Up","Up",TRUE
"1326","24","59","M","Sycn",269,"Up","Up",TRUE
"1327","24","58","M","Sycn",184,"Up","Up",TRUE
"1328","24","61","M","Sycn",106,"Up","Up",TRUE
"1329","3","8","M","Sycn",176,"Up","Up",TRUE
"1330","3","9","M","Sycn",194,"Up","Up",TRUE
"1331","3","10","M","Sycn",303,"Up","Up",TRUE
"1332","3","11","M","Sycn",284,"Up","Up",TRUE
"1333","3","56","F","Sycn",95,"Up","Up",TRUE
"1334","3","38","F","Sycn",161,"Up","Up",TRUE
"1335","3","39","F","Sycn",482,"Up","Up",TRUE
"1336","18","53","M","X2010001M06Rik",184,"None","None",FALSE
"1337","18","45","M","X2010001M06Rik",410,"None","None",FALSE
"1338","18","46","F","X2010001M06Rik",394,"None","None",FALSE
"1339","18","47","F","X2010001M06Rik",280,"None","None",FALSE
"1340","24","60","M","X2010001M06Rik",135,"None","None",FALSE
"1341","24","59","M","X2010001M06Rik",64,"None","None",FALSE
"1342","24","58","M","X2010001M06Rik",159,"None","None",FALSE
"1343","24","61","M","X2010001M06Rik",78,"None","None",FALSE
"1344","3","8","M","X2010001M06Rik",247,"None","None",FALSE
"1345","3","9","M","X2010001M06Rik",206,"None","None",FALSE
"1346","3","10","M","X2010001M06Rik",430,"None","None",FALSE
"1347","3","11","M","X2010001M06Rik",395,"None","None",FALSE
"1348","3","56","F","X2010001M06Rik",98,"None","None",FALSE
"1349","3","38","F","X2010001M06Rik",144,"None","None",FALSE
"1350","3","39","F","X2010001M06Rik",499,"None","None",FALSE
"1351","18","53","M","Slc39a4",113,"None","None",FALSE
"1352","18","45","M","Slc39a4",289,"None","None",FALSE
"1353","18","46","F","Slc39a4",261,"None","None",FALSE
"1354","18","47","F","Slc39a4",275,"None","None",FALSE
"1355","24","60","M","Slc39a4",104,"None","None",FALSE
"1356","24","59","M","Slc39a4",111,"None","None",FALSE
"1357","24","58","M","Slc39a4",113,"None","None",FALSE
"1358","24","61","M","Slc39a4",53,"None","None",FALSE
"1359","3","8","M","Slc39a4",140,"None","None",FALSE
"1360","3","9","M","Slc39a4",118,"None","None",FALSE
"1361","3","10","M","Slc39a4",350,"None","None",FALSE
"1362","3","11","M","Slc39a4",220,"None","None",FALSE
"1363","3","56","F","Slc39a4",96,"None","None",FALSE
"1364","3","38","F","Slc39a4",72,"None","None",FALSE
"1365","3","39","F","Slc39a4",238,"None","None",FALSE
"1366","18","53","M","Satb2",202,"None","Down",FALSE
"1367","18","45","M","Satb2",367,"None","Down",FALSE
"1368","18","46","F","Satb2",310,"None","Down",FALSE
"1369","18","47","F","Satb2",289,"None","Down",FALSE
"1370","24","60","M","Satb2",58,"None","Down",FALSE
"1371","24","59","M","Satb2",70,"None","Down",FALSE
"1372","24","58","M","Satb2",126,"None","Down",FALSE
"1373","24","61","M","Satb2",60,"None","Down",FALSE
"1374","3","8","M","Satb2",158,"None","Down",FALSE
"1375","3","9","M","Satb2",217,"None","Down",FALSE
"1376","3","10","M","Satb2",494,"None","Down",FALSE
"1377","3","11","M","Satb2",288,"None","Down",FALSE
"1378","3","56","F","Satb2",139,"None","Down",FALSE
"1379","3","38","F","Satb2",177,"None","Down",FALSE
"1380","3","39","F","Satb2",501,"None","Down",FALSE
"1381","18","53","M","Fut2",55,"None","None",FALSE
"1382","18","45","M","Fut2",142,"None","None",FALSE
"1383","18","46","F","Fut2",135,"None","None",FALSE
"1384","18","47","F","Fut2",170,"None","None",FALSE
"1385","24","60","M","Fut2",17,"None","None",FALSE
"1386","24","59","M","Fut2",66,"None","None",FALSE
"1387","24","58","M","Fut2",42,"None","None",FALSE
"1388","24","61","M","Fut2",22,"None","None",FALSE
"1389","3","8","M","Fut2",45,"None","None",FALSE
"1390","3","9","M","Fut2",30,"None","None",FALSE
"1391","3","10","M","Fut2",137,"None","None",FALSE
"1392","3","11","M","Fut2",56,"None","None",FALSE
"1393","3","56","F","Fut2",43,"None","None",FALSE
"1394","3","38","F","Fut2",52,"None","None",FALSE
"1395","3","39","F","Fut2",112,"None","None",FALSE
"1396","18","53","M","Tmem54",165,"None","None",FALSE
"1397","18","45","M","Tmem54",395,"None","None",FALSE
"1398","18","46","F","Tmem54",275,"None","None",FALSE
"1399","18","47","F","Tmem54",241,"None","None",FALSE
"1400","24","60","M","Tmem54",81,"None","None",FALSE
"1401","24","59","M","Tmem54",120,"None","None",FALSE
"1402","24","58","M","Tmem54",145,"None","None",FALSE
"1403","24","61","M","Tmem54",65,"None","None",FALSE
"1404","3","8","M","Tmem54",148,"None","None",FALSE
"1405","3","9","M","Tmem54",133,"None","None",FALSE
"1406","3","10","M","Tmem54",263,"None","None",FALSE
"1407","3","11","M","Tmem54",246,"None","None",FALSE
"1408","3","56","F","Tmem54",99,"None","None",FALSE
"1409","3","38","F","Tmem54",108,"None","None",FALSE
"1410","3","39","F","Tmem54",312,"None","None",FALSE
"1411","18","53","M","Atp10b",147,"None","Down",FALSE
"1412","18","45","M","Atp10b",299,"None","Down",FALSE
"1413","18","46","F","Atp10b",245,"None","Down",FALSE
"1414","18","47","F","Atp10b",209,"None","Down",FALSE
"1415","24","60","M","Atp10b",21,"None","Down",FALSE
"1416","24","59","M","Atp10b",40,"None","Down",FALSE
"1417","24","58","M","Atp10b",117,"None","Down",FALSE
"1418","24","61","M","Atp10b",10,"None","Down",FALSE
"1419","3","8","M","Atp10b",108,"None","Down",FALSE
"1420","3","9","M","Atp10b",147,"None","Down",FALSE
"1421","3","10","M","Atp10b",378,"None","Down",FALSE
"1422","3","11","M","Atp10b",265,"None","Down",FALSE
"1423","3","56","F","Atp10b",118,"None","Down",FALSE
"1424","3","38","F","Atp10b",89,"None","Down",FALSE
"1425","3","39","F","Atp10b",349,"None","Down",FALSE
"1426","18","53","M","Kcnq1",256,"None","None",FALSE
"1427","18","45","M","Kcnq1",587,"None","None",FALSE
"1428","18","46","F","Kcnq1",454,"None","None",FALSE
"1429","18","47","F","Kcnq1",427,"None","None",FALSE
"1430","24","60","M","Kcnq1",175,"None","None",FALSE
"1431","24","59","M","Kcnq1",156,"None","None",FALSE
"1432","24","58","M","Kcnq1",272,"None","None",FALSE
"1433","24","61","M","Kcnq1",99,"None","None",FALSE
"1434","3","8","M","Kcnq1",247,"None","None",FALSE
"1435","3","9","M","Kcnq1",286,"None","None",FALSE
"1436","3","10","M","Kcnq1",556,"None","None",FALSE
"1437","3","11","M","Kcnq1",431,"None","None",FALSE
"1438","3","56","F","Kcnq1",208,"None","None",FALSE
"1439","3","38","F","Kcnq1",254,"None","None",FALSE
"1440","3","39","F","Kcnq1",665,"None","None",FALSE
"1441","18","53","M","Ttc39a",52,"None","None",FALSE
"1442","18","45","M","Ttc39a",160,"None","None",FALSE
"1443","18","46","F","Ttc39a",124,"None","None",FALSE
"1444","18","47","F","Ttc39a",131,"None","None",FALSE
"1445","24","60","M","Ttc39a",8,"None","None",FALSE
"1446","24","59","M","Ttc39a",11,"None","None",FALSE
"1447","24","58","M","Ttc39a",60,"None","None",FALSE
"1448","24","61","M","Ttc39a",36,"None","None",FALSE
"1449","3","8","M","Ttc39a",33,"None","None",FALSE
"1450","3","9","M","Ttc39a",103,"None","None",FALSE
"1451","3","10","M","Ttc39a",214,"None","None",FALSE
"1452","3","11","M","Ttc39a",130,"None","None",FALSE
"1453","3","56","F","Ttc39a",36,"None","None",FALSE
"1454","3","38","F","Ttc39a",24,"None","None",FALSE
"1455","3","39","F","Ttc39a",95,"None","None",FALSE
"1456","18","53","M","Vsig2",126,"None","Up",FALSE
"1457","18","45","M","Vsig2",341,"None","Up",FALSE
"1458","18","46","F","Vsig2",254,"None","Up",FALSE
"1459","18","47","F","Vsig2",190,"None","Up",FALSE
"1460","24","60","M","Vsig2",88,"None","Up",FALSE
"1461","24","59","M","Vsig2",102,"None","Up",FALSE
"1462","24","58","M","Vsig2",128,"None","Up",FALSE
"1463","24","61","M","Vsig2",62,"None","Up",FALSE
"1464","3","8","M","Vsig2",89,"None","Up",FALSE
"1465","3","9","M","Vsig2",109,"None","Up",FALSE
"1466","3","10","M","Vsig2",143,"None","Up",FALSE
"1467","3","11","M","Vsig2",212,"None","Up",FALSE
"1468","3","56","F","Vsig2",66,"None","Up",FALSE
"1469","3","38","F","Vsig2",63,"None","Up",FALSE
"1470","3","39","F","Vsig2",212,"None","Up",FALSE
"1471","18","53","M","Sult1a1",353,"None","None",FALSE
"1472","18","45","M","Sult1a1",848,"None","None",FALSE
"1473","18","46","F","Sult1a1",846,"None","None",FALSE
"1474","18","47","F","Sult1a1",485,"None","None",FALSE
"1475","24","60","M","Sult1a1",271,"None","None",FALSE
"1476","24","59","M","Sult1a1",214,"None","None",FALSE
"1477","24","58","M","Sult1a1",344,"None","None",FALSE
"1478","24","61","M","Sult1a1",194,"None","None",FALSE
"1479","3","8","M","Sult1a1",524,"None","None",FALSE
"1480","3","9","M","Sult1a1",436,"None","None",FALSE
"1481","3","10","M","Sult1a1",751,"None","None",FALSE
"1482","3","11","M","Sult1a1",733,"None","None",FALSE
"1483","3","56","F","Sult1a1",282,"None","None",FALSE
"1484","3","38","F","Sult1a1",371,"None","None",FALSE
"1485","3","39","F","Sult1a1",909,"None","None",FALSE
"1486","18","53","M","Slc44a3",133,"None","None",FALSE
"1487","18","45","M","Slc44a3",296,"None","None",FALSE
"1488","18","46","F","Slc44a3",323,"None","None",FALSE
"1489","18","47","F","Slc44a3",228,"None","None",FALSE
"1490","24","60","M","Slc44a3",54,"None","None",FALSE
"1491","24","59","M","Slc44a3",65,"None","None",FALSE
"1492","24","58","M","Slc44a3",132,"None","None",FALSE
"1493","24","61","M","Slc44a3",55,"None","None",FALSE
"1494","3","8","M","Slc44a3",120,"None","None",FALSE
"1495","3","9","M","Slc44a3",204,"None","None",FALSE
"1496","3","10","M","Slc44a3",336,"None","None",FALSE
"1497","3","11","M","Slc44a3",257,"None","None",FALSE
"1498","3","56","F","Slc44a3",124,"None","None",FALSE
