"","month","id","gender","symbol","count","DEG.18","DEG.24","DEG.both"
"506","3","10","M","Lrrc26",26,"None","None",FALSE
"507","3","11","M","Lrrc26",27,"None","None",FALSE
"508","3","56","F","Lrrc26",3,"None","None",FALSE
"509","3","38","F","Lrrc26",7,"None","None",FALSE
"510","3","39","F","Lrrc26",44,"None","None",FALSE
"511","18","53","M","Cgref1",13,"None","None",FALSE
"512","18","45","M","Cgref1",174,"None","None",FALSE
"513","18","46","F","Cgref1",121,"None","None",FALSE
"514","18","47","F","Cgref1",78,"None","None",FALSE
"515","24","60","M","Cgref1",28,"None","None",FALSE
"516","24","59","M","Cgref1",30,"None","None",FALSE
"517","24","58","M","Cgref1",76,"None","None",FALSE
"518","24","61","M","Cgref1",20,"None","None",FALSE
"519","3","8","M","Cgref1",20,"None","None",FALSE
"520","3","9","M","Cgref1",54,"None","None",FALSE
"521","3","10","M","Cgref1",128,"None","None",FALSE
"522","3","11","M","Cgref1",61,"None","None",FALSE
"523","3","56","F","Cgref1",12,"None","None",FALSE
"524","3","38","F","Cgref1",32,"None","None",FALSE
"525","3","39","F","Cgref1",128,"None","None",FALSE
"526","18","53","M","Tm4sf20",250,"None","None",FALSE
"527","18","45","M","Tm4sf20",568,"None","None",FALSE
"528","18","46","F","Tm4sf20",543,"None","None",FALSE
"529","18","47","F","Tm4sf20",455,"None","None",FALSE
"530","24","60","M","Tm4sf20",172,"None","None",FALSE
"531","24","59","M","Tm4sf20",158,"None","None",FALSE
"532","24","58","M","Tm4sf20",260,"None","None",FALSE
"533","24","61","M","Tm4sf20",83,"None","None",FALSE
"534","3","8","M","Tm4sf20",280,"None","None",FALSE
"535","3","9","M","Tm4sf20",295,"None","None",FALSE
"536","3","10","M","Tm4sf20",560,"None","None",FALSE
"537","3","11","M","Tm4sf20",492,"None","None",FALSE
"538","3","56","F","Tm4sf20",227,"None","None",FALSE
"539","3","38","F","Tm4sf20",176,"None","None",FALSE
"540","3","39","F","Tm4sf20",699,"None","None",FALSE
"541","18","53","M","Akr1c19",87,"None","None",FALSE
"542","18","45","M","Akr1c19",276,"None","None",FALSE
"543","18","46","F","Akr1c19",222,"None","None",FALSE
"544","18","47","F","Akr1c19",197,"None","None",FALSE
"545","24","60","M","Akr1c19",59,"None","None",FALSE
"546","24","59","M","Akr1c19",41,"None","None",FALSE
"547","24","58","M","Akr1c19",67,"None","None",FALSE
"548","24","61","M","Akr1c19",28,"None","None",FALSE
"549","3","8","M","Akr1c19",186,"None","None",FALSE
"550","3","9","M","Akr1c19",161,"None","None",FALSE
"551","3","10","M","Akr1c19",346,"None","None",FALSE
"552","3","11","M","Akr1c19",242,"None","None",FALSE
"553","3","56","F","Akr1c19",64,"None","None",FALSE
"554","3","38","F","Akr1c19",44,"None","None",FALSE
"555","3","39","F","Akr1c19",248,"None","None",FALSE
"556","18","53","M","Dmbt1",424,"None","None",FALSE
"557","18","45","M","Dmbt1",1047,"None","None",FALSE
"558","18","46","F","Dmbt1",861,"None","None",FALSE
"559","18","47","F","Dmbt1",621,"None","None",FALSE
"560","24","60","M","Dmbt1",360,"None","None",FALSE
"561","24","59","M","Dmbt1",270,"None","None",FALSE
"562","24","58","M","Dmbt1",432,"None","None",FALSE
"563","24","61","M","Dmbt1",237,"None","None",FALSE
"564","3","8","M","Dmbt1",639,"None","None",FALSE
"565","3","9","M","Dmbt1",540,"None","None",FALSE
"566","3","10","M","Dmbt1",1042,"None","None",FALSE
"567","3","11","M","Dmbt1",986,"None","None",FALSE
"568","3","56","F","Dmbt1",323,"None","None",FALSE
"569","3","38","F","Dmbt1",521,"None","None",FALSE
"570","3","39","F","Dmbt1",1240,"None","None",FALSE
"571","18","53","M","Bcl2l14",133,"None","None",FALSE
"572","18","45","M","Bcl2l14",321,"None","None",FALSE
"573","18","46","F","Bcl2l14",166,"None","None",FALSE
"574","18","47","F","Bcl2l14",233,"None","None",FALSE
"575","24","60","M","Bcl2l14",63,"None","None",FALSE
"576","24","59","M","Bcl2l14",83,"None","None",FALSE
"577","24","58","M","Bcl2l14",132,"None","None",FALSE
"578","24","61","M","Bcl2l14",55,"None","None",FALSE
"579","3","8","M","Bcl2l14",127,"None","None",FALSE
"580","3","9","M","Bcl2l14",145,"None","None",FALSE
"581","3","10","M","Bcl2l14",321,"None","None",FALSE
"582","3","11","M","Bcl2l14",126,"None","None",FALSE
"583","3","56","F","Bcl2l14",114,"None","None",FALSE
"584","3","38","F","Bcl2l14",106,"None","None",FALSE
"585","3","39","F","Bcl2l14",224,"None","None",FALSE
"586","18","53","M","Slc39a5",133,"None","None",FALSE
"587","18","45","M","Slc39a5",401,"None","None",FALSE
"588","18","46","F","Slc39a5",314,"None","None",FALSE
"589","18","47","F","Slc39a5",178,"None","None",FALSE
"590","24","60","M","Slc39a5",76,"None","None",FALSE
"591","24","59","M","Slc39a5",89,"None","None",FALSE
"592","24","58","M","Slc39a5",178,"None","None",FALSE
"593","24","61","M","Slc39a5",71,"None","None",FALSE
"594","3","8","M","Slc39a5",147,"None","None",FALSE
"595","3","9","M","Slc39a5",145,"None","None",FALSE
"596","3","10","M","Slc39a5",301,"None","None",FALSE
"597","3","11","M","Slc39a5",290,"None","None",FALSE
"598","3","56","F","Slc39a5",113,"None","None",FALSE
"599","3","38","F","Slc39a5",143,"None","None",FALSE
"600","3","39","F","Slc39a5",405,"None","None",FALSE
"601","18","53","M","Cftr",304,"None","None",FALSE
"602","18","45","M","Cftr",725,"None","None",FALSE
"603","18","46","F","Cftr",708,"None","None",FALSE
"604","18","47","F","Cftr",521,"None","None",FALSE
"605","24","60","M","Cftr",174,"None","None",FALSE
"606","24","59","M","Cftr",153,"None","None",FALSE
"607","24","58","M","Cftr",261,"None","None",FALSE
"608","24","61","M","Cftr",134,"None","None",FALSE
"609","3","8","M","Cftr",367,"None","None",FALSE
"610","3","9","M","Cftr",380,"None","None",FALSE
"611","3","10","M","Cftr",761,"None","None",FALSE
"612","3","11","M","Cftr",605,"None","None",FALSE
"613","3","56","F","Cftr",318,"None","None",FALSE
"614","3","38","F","Cftr",317,"None","None",FALSE
"615","3","39","F","Cftr",992,"None","None",FALSE
"616","18","53","M","Gpr128",129,"None","None",FALSE
"617","18","45","M","Gpr128",165,"None","None",FALSE
"618","18","46","F","Gpr128",86,"None","None",FALSE
"619","18","47","F","Gpr128",210,"None","None",FALSE
"620","24","60","M","Gpr128",31,"None","None",FALSE
"621","24","59","M","Gpr128",46,"None","None",FALSE
"622","24","58","M","Gpr128",46,"None","None",FALSE
"623","24","61","M","Gpr128",29,"None","None",FALSE
"624","3","8","M","Gpr128",73,"None","None",FALSE
"625","3","9","M","Gpr128",150,"None","None",FALSE
"626","3","10","M","Gpr128",298,"None","None",FALSE
"627","3","11","M","Gpr128",159,"None","None",FALSE
"628","3","56","F","Gpr128",107,"None","None",FALSE
"629","3","38","F","Gpr128",84,"None","None",FALSE
"630","3","39","F","Gpr128",279,"None","None",FALSE
"631","18","53","M","Muc4",277,"None","None",FALSE
"632","18","45","M","Muc4",576,"None","None",FALSE
"633","18","46","F","Muc4",507,"None","None",FALSE
"634","18","47","F","Muc4",545,"None","None",FALSE
"635","24","60","M","Muc4",123,"None","None",FALSE
"636","24","59","M","Muc4",260,"None","None",FALSE
"637","24","58","M","Muc4",256,"None","None",FALSE
"638","24","61","M","Muc4",96,"None","None",FALSE
"639","3","8","M","Muc4",391,"None","None",FALSE
"640","3","9","M","Muc4",490,"None","None",FALSE
"641","3","10","M","Muc4",861,"None","None",FALSE
"642","3","11","M","Muc4",615,"None","None",FALSE
"643","3","56","F","Muc4",236,"None","None",FALSE
"644","3","38","F","Muc4",251,"None","None",FALSE
"645","3","39","F","Muc4",1026,"None","None",FALSE
"646","18","53","M","Hsd11b2",51,"None","None",FALSE
"647","18","45","M","Hsd11b2",121,"None","None",FALSE
"648","18","46","F","Hsd11b2",129,"None","None",FALSE
"649","18","47","F","Hsd11b2",103,"None","None",FALSE
"650","24","60","M","Hsd11b2",58,"None","None",FALSE
"651","24","59","M","Hsd11b2",47,"None","None",FALSE
"652","24","58","M","Hsd11b2",50,"None","None",FALSE
"653","24","61","M","Hsd11b2",34,"None","None",FALSE
"654","3","8","M","Hsd11b2",57,"None","None",FALSE
"655","3","9","M","Hsd11b2",68,"None","None",FALSE
"656","3","10","M","Hsd11b2",180,"None","None",FALSE
"657","3","11","M","Hsd11b2",97,"None","None",FALSE
"658","3","56","F","Hsd11b2",40,"None","None",FALSE
"659","3","38","F","Hsd11b2",36,"None","None",FALSE
"660","3","39","F","Hsd11b2",165,"None","None",FALSE
"661","18","53","M","Gcnt3",151,"None","None",FALSE
"662","18","45","M","Gcnt3",393,"None","None",FALSE
"663","18","46","F","Gcnt3",192,"None","None",FALSE
"664","18","47","F","Gcnt3",357,"None","None",FALSE
"665","24","60","M","Gcnt3",118,"None","None",FALSE
"666","24","59","M","Gcnt3",82,"None","None",FALSE
"667","24","58","M","Gcnt3",128,"None","None",FALSE
"668","24","61","M","Gcnt3",86,"None","None",FALSE
"669","3","8","M","Gcnt3",232,"None","None",FALSE
"670","3","9","M","Gcnt3",192,"None","None",FALSE
"671","3","10","M","Gcnt3",377,"None","None",FALSE
"672","3","11","M","Gcnt3",345,"None","None",FALSE
"673","3","56","F","Gcnt3",149,"None","None",FALSE
"674","3","38","F","Gcnt3",135,"None","None",FALSE
"675","3","39","F","Gcnt3",538,"None","None",FALSE
"676","18","53","M","Gm3336",93,"None","None",FALSE
"677","18","45","M","Gm3336",237,"None","None",FALSE
"678","18","46","F","Gm3336",82,"None","None",FALSE
"679","18","47","F","Gm3336",142,"None","None",FALSE
"680","24","60","M","Gm3336",37,"None","None",FALSE
"681","24","59","M","Gm3336",66,"None","None",FALSE
"682","24","58","M","Gm3336",46,"None","None",FALSE
"683","24","61","M","Gm3336",27,"None","None",FALSE
"684","3","8","M","Gm3336",71,"None","None",FALSE
"685","3","9","M","Gm3336",99,"None","None",FALSE
"686","3","10","M","Gm3336",209,"None","None",FALSE
"687","3","11","M","Gm3336",159,"None","None",FALSE
"688","3","56","F","Gm3336",33,"None","None",FALSE
"689","3","38","F","Gm3336",70,"None","None",FALSE
"690","3","39","F","Gm3336",148,"None","None",FALSE
"691","18","53","M","Dio1",25,"None","None",FALSE
"692","18","45","M","Dio1",90,"None","None",FALSE
"693","18","46","F","Dio1",90,"None","None",FALSE
"694","18","47","F","Dio1",90,"None","None",FALSE
"695","24","60","M","Dio1",4,"None","None",FALSE
"696","24","59","M","Dio1",21,"None","None",FALSE
"697","24","58","M","Dio1",56,"None","None",FALSE
"698","24","61","M","Dio1",5,"None","None",FALSE
"699","3","8","M","Dio1",16,"None","None",FALSE
"700","3","9","M","Dio1",35,"None","None",FALSE
"701","3","10","M","Dio1",50,"None","None",FALSE
"702","3","11","M","Dio1",42,"None","None",FALSE
"703","3","56","F","Dio1",50,"None","None",FALSE
"704","3","38","F","Dio1",76,"None","None",FALSE
"705","3","39","F","Dio1",96,"None","None",FALSE
"706","18","53","M","Foxa3",75,"None","None",FALSE
"707","18","45","M","Foxa3",359,"None","None",FALSE
"708","18","46","F","Foxa3",150,"None","None",FALSE
"709","18","47","F","Foxa3",208,"None","None",FALSE
"710","24","60","M","Foxa3",46,"None","None",FALSE
"711","24","59","M","Foxa3",136,"None","None",FALSE
"712","24","58","M","Foxa3",104,"None","None",FALSE
"713","24","61","M","Foxa3",22,"None","None",FALSE
"714","3","8","M","Foxa3",69,"None","None",FALSE
"715","3","9","M","Foxa3",112,"None","None",FALSE
"716","3","10","M","Foxa3",223,"None","None",FALSE
"717","3","11","M","Foxa3",158,"None","None",FALSE
"718","3","56","F","Foxa3",69,"None","None",FALSE
"719","3","38","F","Foxa3",105,"None","None",FALSE
"720","3","39","F","Foxa3",236,"None","None",FALSE
"721","18","53","M","Cdhr2",134,"None","None",FALSE
"722","18","45","M","Cdhr2",266,"None","None",FALSE
"723","18","46","F","Cdhr2",259,"None","None",FALSE
"724","18","47","F","Cdhr2",263,"None","None",FALSE
"725","24","60","M","Cdhr2",81,"None","None",FALSE
"726","24","59","M","Cdhr2",44,"None","None",FALSE
"727","24","58","M","Cdhr2",102,"None","None",FALSE
"728","24","61","M","Cdhr2",41,"None","None",FALSE
"729","3","8","M","Cdhr2",184,"None","None",FALSE
"730","3","9","M","Cdhr2",152,"None","None",FALSE
"731","3","10","M","Cdhr2",304,"None","None",FALSE
"732","3","11","M","Cdhr2",327,"None","None",FALSE
"733","3","56","F","Cdhr2",132,"None","None",FALSE
"734","3","38","F","Cdhr2",143,"None","None",FALSE
"735","3","39","F","Cdhr2",399,"None","None",FALSE
"736","18","53","M","Sectm1b",8,"None","None",FALSE
"737","18","45","M","Sectm1b",6,"None","None",FALSE
"738","18","46","F","Sectm1b",59,"None","None",FALSE
"739","18","47","F","Sectm1b",73,"None","None",FALSE
"740","24","60","M","Sectm1b",16,"None","None",FALSE
"741","24","59","M","Sectm1b",17,"None","None",FALSE
"742","24","58","M","Sectm1b",65,"None","None",FALSE
"743","24","61","M","Sectm1b",4,"None","None",FALSE
"744","3","8","M","Sectm1b",44,"None","None",FALSE
"745","3","9","M","Sectm1b",57,"None","None",FALSE
"746","3","10","M","Sectm1b",45,"None","None",FALSE
"747","3","11","M","Sectm1b",52,"None","None",FALSE
"748","3","56","F","Sectm1b",27,"None","None",FALSE
"749","3","38","F","Sectm1b",27,"None","None",FALSE
"750","3","39","F","Sectm1b",173,"None","None",FALSE
"751","18","53","M","Cyp2c65",76,"None","None",FALSE
"752","18","45","M","Cyp2c65",151,"None","None",FALSE
"753","18","46","F","Cyp2c65",82,"None","None",FALSE
"754","18","47","F","Cyp2c65",106,"None","None",FALSE
"755","24","60","M","Cyp2c65",41,"None","None",FALSE
"756","24","59","M","Cyp2c65",35,"None","None",FALSE
"757","24","58","M","Cyp2c65",70,"None","None",FALSE
"758","24","61","M","Cyp2c65",54,"None","None",FALSE
"759","3","8","M","Cyp2c65",111,"None","None",FALSE
"760","3","9","M","Cyp2c65",139,"None","None",FALSE
"761","3","10","M","Cyp2c65",227,"None","None",FALSE
"762","3","11","M","Cyp2c65",268,"None","None",FALSE
"763","3","56","F","Cyp2c65",52,"None","None",FALSE
"764","3","38","F","Cyp2c65",32,"None","None",FALSE
"765","3","39","F","Cyp2c65",154,"None","None",FALSE
"766","18","53","M","Abp1",129,"None","None",FALSE
"767","18","45","M","Abp1",245,"None","None",FALSE
"768","18","46","F","Abp1",212,"None","None",FALSE
"769","18","47","F","Abp1",190,"None","None",FALSE
"770","24","60","M","Abp1",58,"None","None",FALSE
"771","24","59","M","Abp1",53,"None","None",FALSE
"772","24","58","M","Abp1",155,"None","None",FALSE
"773","24","61","M","Abp1",17,"None","None",FALSE
"774","3","8","M","Abp1",119,"None","None",FALSE
"775","3","9","M","Abp1",181,"None","None",FALSE
"776","3","10","M","Abp1",378,"None","None",FALSE
"777","3","11","M","Abp1",226,"None","None",FALSE
"778","3","56","F","Abp1",122,"None","None",FALSE
"779","3","38","F","Abp1",112,"None","None",FALSE
"780","3","39","F","Abp1",373,"None","None",FALSE
"781","18","53","M","Eif4ebp3",139,"None","None",FALSE
"782","18","45","M","Eif4ebp3",326,"None","None",FALSE
"783","18","46","F","Eif4ebp3",395,"None","None",FALSE
"784","18","47","F","Eif4ebp3",261,"None","None",FALSE
"785","24","60","M","Eif4ebp3",60,"None","None",FALSE
"786","24","59","M","Eif4ebp3",59,"None","None",FALSE
"787","24","58","M","Eif4ebp3",115,"None","None",FALSE
"788","24","61","M","Eif4ebp3",81,"None","None",FALSE
"789","3","8","M","Eif4ebp3",185,"None","None",FALSE
"790","3","9","M","Eif4ebp3",199,"None","None",FALSE
"791","3","10","M","Eif4ebp3",356,"None","None",FALSE
"792","3","11","M","Eif4ebp3",362,"None","None",FALSE
"793","3","56","F","Eif4ebp3",116,"None","None",FALSE
"794","3","38","F","Eif4ebp3",126,"None","None",FALSE
"795","3","39","F","Eif4ebp3",355,"None","None",FALSE
"796","18","53","M","Sult1c2",111,"None","None",FALSE
"797","18","45","M","Sult1c2",320,"None","None",FALSE
"798","18","46","F","Sult1c2",189,"None","None",FALSE
"799","18","47","F","Sult1c2",229,"None","None",FALSE
"800","24","60","M","Sult1c2",48,"None","None",FALSE
"801","24","59","M","Sult1c2",63,"None","None",FALSE
"802","24","58","M","Sult1c2",189,"None","None",FALSE
"803","24","61","M","Sult1c2",50,"None","None",FALSE
"804","3","8","M","Sult1c2",74,"None","None",FALSE
"805","3","9","M","Sult1c2",144,"None","None",FALSE
"806","3","10","M","Sult1c2",197,"None","None",FALSE
"807","3","11","M","Sult1c2",178,"None","None",FALSE
"808","3","56","F","Sult1c2",59,"None","None",FALSE
"809","3","38","F","Sult1c2",88,"None","None",FALSE
"810","3","39","F","Sult1c2",210,"None","None",FALSE
"811","18","53","M","Golt1a",74,"None","None",FALSE
"812","18","45","M","Golt1a",196,"None","None",FALSE
"813","18","46","F","Golt1a",153,"None","None",FALSE
"814","18","47","F","Golt1a",110,"None","None",FALSE
"815","24","60","M","Golt1a",38,"None","None",FALSE
"816","24","59","M","Golt1a",12,"None","None",FALSE
"817","24","58","M","Golt1a",45,"None","None",FALSE
"818","24","61","M","Golt1a",15,"None","None",FALSE
"819","3","8","M","Golt1a",50,"None","None",FALSE
"820","3","9","M","Golt1a",64,"None","None",FALSE
"821","3","10","M","Golt1a",108,"None","None",FALSE
"822","3","11","M","Golt1a",127,"None","None",FALSE
"823","3","56","F","Golt1a",28,"None","None",FALSE
"824","3","38","F","Golt1a",41,"None","None",FALSE
"825","3","39","F","Golt1a",213,"None","None",FALSE
"826","18","53","M","Trim31",24,"None","None",FALSE
"827","18","45","M","Trim31",71,"None","None",FALSE
"828","18","46","F","Trim31",68,"None","None",FALSE
"829","18","47","F","Trim31",134,"None","None",FALSE
"830","24","60","M","Trim31",21,"None","None",FALSE
"831","24","59","M","Trim31",23,"None","None",FALSE
"832","24","58","M","Trim31",51,"None","None",FALSE
"833","24","61","M","Trim31",13,"None","None",FALSE
"834","3","8","M","Trim31",24,"None","None",FALSE
"835","3","9","M","Trim31",40,"None","None",FALSE
"836","3","10","M","Trim31",82,"None","None",FALSE
"837","3","11","M","Trim31",68,"None","None",FALSE
"838","3","56","F","Trim31",28,"None","None",FALSE
"839","3","38","F","Trim31",14,"None","None",FALSE
"840","3","39","F","Trim31",135,"None","None",FALSE
"841","18","53","M","Myo7b",170,"None","None",FALSE
"842","18","45","M","Myo7b",350,"None","None",FALSE
"843","18","46","F","Myo7b",398,"None","None",FALSE
"844","18","47","F","Myo7b",338,"None","None",FALSE
"845","24","60","M","Myo7b",105,"None","None",FALSE
"846","24","59","M","Myo7b",139,"None","None",FALSE
"847","24","58","M","Myo7b",165,"None","None",FALSE
"848","24","61","M","Myo7b",91,"None","None",FALSE
"849","3","8","M","Myo7b",186,"None","None",FALSE
"850","3","9","M","Myo7b",232,"None","None",FALSE
"851","3","10","M","Myo7b",404,"None","None",FALSE
"852","3","11","M","Myo7b",266,"None","None",FALSE
"853","3","56","F","Myo7b",107,"None","None",FALSE
"854","3","38","F","Myo7b",162,"None","None",FALSE
"855","3","39","F","Myo7b",607,"None","None",FALSE
"856","18","53","M","Gm53",178,"None","None",FALSE
"857","18","45","M","Gm53",330,"None","None",FALSE
"858","18","46","F","Gm53",245,"None","None",FALSE
"859","18","47","F","Gm53",324,"None","None",FALSE
"860","24","60","M","Gm53",94,"None","None",FALSE
"861","24","59","M","Gm53",75,"None","None",FALSE
"862","24","58","M","Gm53",167,"None","None",FALSE
"863","24","61","M","Gm53",50,"None","None",FALSE
"864","3","8","M","Gm53",110,"None","None",FALSE
"865","3","9","M","Gm53",192,"None","None",FALSE
"866","3","10","M","Gm53",380,"None","None",FALSE
"867","3","11","M","Gm53",276,"None","None",FALSE
"868","3","56","F","Gm53",154,"None","None",FALSE
"869","3","38","F","Gm53",66,"None","None",FALSE
"870","3","39","F","Gm53",484,"None","None",FALSE
"871","18","53","M","Ces2a",60,"None","None",FALSE
"872","18","45","M","Ces2a",61,"None","None",FALSE
"873","18","46","F","Ces2a",116,"None","None",FALSE
"874","18","47","F","Ces2a",74,"None","None",FALSE
"875","24","60","M","Ces2a",11,"None","None",FALSE
"876","24","59","M","Ces2a",20,"None","None",FALSE
"877","24","58","M","Ces2a",51,"None","None",FALSE
"878","24","61","M","Ces2a",7,"None","None",FALSE
"879","3","8","M","Ces2a",51,"None","None",FALSE
"880","3","9","M","Ces2a",57,"None","None",FALSE
"881","3","10","M","Ces2a",106,"None","None",FALSE
"882","3","11","M","Ces2a",64,"None","None",FALSE
"883","3","56","F","Ces2a",34,"None","None",FALSE
"884","3","38","F","Ces2a",29,"None","None",FALSE
"885","3","39","F","Ces2a",93,"None","None",FALSE
"886","18","53","M","Ces2e",54,"None","None",FALSE
"887","18","45","M","Ces2e",72,"None","None",FALSE
"888","18","46","F","Ces2e",71,"None","None",FALSE
"889","18","47","F","Ces2e",79,"None","None",FALSE
"890","24","60","M","Ces2e",21,"None","None",FALSE
"891","24","59","M","Ces2e",17,"None","None",FALSE
"892","24","58","M","Ces2e",44,"None","None",FALSE
"893","24","61","M","Ces2e",24,"None","None",FALSE
"894","3","8","M","Ces2e",44,"None","None",FALSE
"895","3","9","M","Ces2e",75,"None","None",FALSE
"896","3","10","M","Ces2e",130,"None","None",FALSE
"897","3","11","M","Ces2e",99,"None","None",FALSE
"898","3","56","F","Ces2e",45,"None","None",FALSE
"899","3","38","F","Ces2e",37,"None","None",FALSE
"900","3","39","F","Ces2e",75,"None","None",FALSE
"901","18","53","M","Sdcbp2",75,"None","None",FALSE
"902","18","45","M","Sdcbp2",131,"None","None",FALSE
"903","18","46","F","Sdcbp2",118,"None","None",FALSE
"904","18","47","F","Sdcbp2",90,"None","None",FALSE
"905","24","60","M","Sdcbp2",20,"None","None",FALSE
"906","24","59","M","Sdcbp2",28,"None","None",FALSE
"907","24","58","M","Sdcbp2",60,"None","None",FALSE
"908","24","61","M","Sdcbp2",10,"None","None",FALSE
"909","3","8","M","Sdcbp2",53,"None","None",FALSE
"910","3","9","M","Sdcbp2",77,"None","None",FALSE
"911","3","10","M","Sdcbp2",119,"None","None",FALSE
"912","3","11","M","Sdcbp2",106,"None","None",FALSE
"913","3","56","F","Sdcbp2",48,"None","None",FALSE
"914","3","38","F","Sdcbp2",13,"None","None",FALSE
"915","3","39","F","Sdcbp2",78,"None","None",FALSE
"916","18","53","M","Cldn15",247,"None","None",FALSE
"917","18","45","M","Cldn15",576,"None","None",FALSE
"918","18","46","F","Cldn15",533,"None","None",FALSE
"919","18","47","F","Cldn15",400,"None","None",FALSE
"920","24","60","M","Cldn15",141,"None","None",FALSE
"921","24","59","M","Cldn15",215,"None","None",FALSE
"922","24","58","M","Cldn15",243,"None","None",FALSE
"923","24","61","M","Cldn15",114,"None","None",FALSE
"924","3","8","M","Cldn15",241,"None","None",FALSE
"925","3","9","M","Cldn15",307,"None","None",FALSE
"926","3","10","M","Cldn15",512,"None","None",FALSE
"927","3","11","M","Cldn15",514,"None","None",FALSE
"928","3","56","F","Cldn15",201,"None","None",FALSE
"929","3","38","F","Cldn15",223,"None","None",FALSE
"930","3","39","F","Cldn15",549,"None","None",FALSE
"931","18","53","M","Slc17a4",93,"None","None",FALSE
"932","18","45","M","Slc17a4",224,"None","None",FALSE
"933","18","46","F","Slc17a4",197,"None","None",FALSE
"934","18","47","F","Slc17a4",222,"None","None",FALSE
"935","24","60","M","Slc17a4",31,"None","None",FALSE
"936","24","59","M","Slc17a4",36,"None","None",FALSE
"937","24","58","M","Slc17a4",93,"None","None",FALSE
"938","24","61","M","Slc17a4",41,"None","None",FALSE
"939","3","8","M","Slc17a4",99,"None","None",FALSE
"940","3","9","M","Slc17a4",158,"None","None",FALSE
"941","3","10","M","Slc17a4",241,"None","None",FALSE
"942","3","11","M","Slc17a4",223,"None","None",FALSE
"943","3","56","F","Slc17a4",76,"None","None",FALSE
"944","3","38","F","Slc17a4",150,"None","None",FALSE
"945","3","39","F","Slc17a4",302,"None","None",FALSE
"946","18","53","M","Ppp1r14d",148,"None","None",FALSE
"947","18","45","M","Ppp1r14d",473,"None","None",FALSE
"948","18","46","F","Ppp1r14d",355,"None","None",FALSE
"949","18","47","F","Ppp1r14d",300,"None","None",FALSE
"950","24","60","M","Ppp1r14d",100,"None","None",FALSE
"951","24","59","M","Ppp1r14d",92,"None","None",FALSE
"952","24","58","M","Ppp1r14d",148,"None","None",FALSE
"953","24","61","M","Ppp1r14d",67,"None","None",FALSE
"954","3","8","M","Ppp1r14d",135,"None","None",FALSE
"955","3","9","M","Ppp1r14d",187,"None","None",FALSE
"956","3","10","M","Ppp1r14d",307,"None","None",FALSE
"957","3","11","M","Ppp1r14d",274,"None","None",FALSE
"958","3","56","F","Ppp1r14d",100,"None","None",FALSE
"959","3","38","F","Ppp1r14d",106,"None","None",FALSE
"960","3","39","F","Ppp1r14d",376,"None","None",FALSE
"961","18","53","M","Nr1h4",80,"None","None",FALSE
"962","18","45","M","Nr1h4",237,"None","None",FALSE
"963","18","46","F","Nr1h4",113,"None","None",FALSE
"964","18","47","F","Nr1h4",275,"None","None",FALSE
"965","24","60","M","Nr1h4",39,"None","None",FALSE
"966","24","59","M","Nr1h4",50,"None","None",FALSE
"967","24","58","M","Nr1h4",84,"None","None",FALSE
"968","24","61","M","Nr1h4",35,"None","None",FALSE
"969","3","8","M","Nr1h4",115,"None","None",FALSE
"970","3","9","M","Nr1h4",169,"None","None",FALSE
"971","3","10","M","Nr1h4",248,"None","None",FALSE
"972","3","11","M","Nr1h4",233,"None","None",FALSE
"973","3","56","F","Nr1h4",82,"None","None",FALSE
"974","3","38","F","Nr1h4",105,"None","None",FALSE
"975","3","39","F","Nr1h4",365,"None","None",FALSE
"976","18","53","M","Atp2c2",27,"None","None",FALSE
"977","18","45","M","Atp2c2",69,"None","None",FALSE
"978","18","46","F","Atp2c2",71,"None","None",FALSE
"979","18","47","F","Atp2c2",59,"None","None",FALSE
"980","24","60","M","Atp2c2",11,"None","None",FALSE
"981","24","59","M","Atp2c2",0,"None","None",FALSE
"982","24","58","M","Atp2c2",30,"None","None",FALSE
"983","24","61","M","Atp2c2",6,"None","None",FALSE
"984","3","8","M","Atp2c2",28,"None","None",FALSE
"985","3","9","M","Atp2c2",42,"None","None",FALSE
"986","3","10","M","Atp2c2",76,"None","None",FALSE
"987","3","11","M","Atp2c2",22,"None","None",FALSE
"988","3","56","F","Atp2c2",38,"None","None",FALSE
"989","3","38","F","Atp2c2",26,"None","None",FALSE
"990","3","39","F","Atp2c2",90,"None","None",FALSE
"991","18","53","M","St6galnac6",78,"Up","None",FALSE
"992","18","45","M","St6galnac6",383,"Up","None",FALSE
"993","18","46","F","St6galnac6",306,"Up","None",FALSE
"994","18","47","F","St6galnac6",166,"Up","None",FALSE
"995","24","60","M","St6galnac6",29,"Up","None",FALSE
"996","24","59","M","St6galnac6",90,"Up","None",FALSE
"997","24","58","M","St6galnac6",75,"Up","None",FALSE
"998","24","61","M","St6galnac6",17,"Up","None",FALSE
"999","3","8","M","St6galnac6",35,"Up","None",FALSE
"1000","3","9","M","St6galnac6",71,"Up","None",FALSE
"1001","3","10","M","St6galnac6",238,"Up","None",FALSE
"1002","3","11","M","St6galnac6",75,"Up","None",FALSE
"1003","3","56","F","St6galnac6",29,"Up","None",FALSE
"1004","3","38","F","St6galnac6",63,"Up","None",FALSE
"1005","3","39","F","St6galnac6",151,"Up","None",FALSE
"1006","18","53","M","Tmc5",39,"None","None",FALSE
"1007","18","45","M","Tmc5",184,"None","None",FALSE
"1008","18","46","F","Tmc5",77,"None","None",FALSE
"1009","18","47","F","Tmc5",116,"None","None",FALSE
