"","symbol","18_53_M","18_45_M","18_46_F","18_47_F","24_60_M","24_59_M","24_58_M","24_61_M","3_8_M","3_9_M","3_10_M","3_11_M","3_56_F","3_38_F","3_39_F"
"Hmgcs2","Hmgcs2",125.52020965,208.8548467,58.43964203,194.3482354,215.3417375,230.9830635,500.5865406,152.5037557,106.829561,101.5116957,70.30394306,87.7428036,543.9420565,324.07617471,212.9976532
"Tmem30b","Tmem30b",394.1105372,207.2723325,311.2836619,303.046588,246.0138891,519.3386855,743.0652793,267.9145289,168.5614339,150.9427874,210.0541493,95.7334748,801.3262773,800.0205886,361.9296089
"Cth","Cth",217.5364735,174.4465087,210.8688727,181.0731631,106.62197365,146.4987358,382.0765406,105.1301146,78.7857402,77.2437645,68.2636346,31.79659,446.3348315,305.3544799,205.9934588
"B3gnt7","B3gnt7",461.4853729,272.1815461,615.3004202,304.583109,134.3324821,506.1762234,679.1921703,128.5235218,126.3254329,120.7355577,240.9151477,34.3899814,801.227051,1100.0324612,229.2102106
"Sh3bgrl2","Sh3bgrl2",438.4655862,258.3388749,357.9731363,357.3802177,198.6135904,410.0279527,675.8059205,238.6688764,181.1541824,168.1672303,249.8536204,136.7898852,755.8486738,698.7840924,402.5787531
"Crb3","Crb3",458.1120376,282.663945,489.125818,293.8551465,353.4872802,456.1411819,789.0135271,260.2902043,174.4204839,138.8661447,176.3788339,105.1655234,914.5350575,901.7207352,366.5885196
"Acer1","Acer1",241.3877713,95.6050102,196.0652396,169.8552421,96.0875546,313.1071268,392.8456504,118.1137945,62.2611488,51.7356353,109.8390081,28.1420963,493.3933586,366.6664416,113.2333975
"Creb3l4","Creb3l4",583.4094251,359.1777055,638.056046,367.6264007,446.8703437,701.3119195,1131.5715453,331.6207324,169.758767,156.1564559,239.587766,117.1146082,1176.4468647,1260.1654749,484.205096
"Hepacam2","Hepacam2",644.3061123,387.1815575,633.7217735,463.3557641,443.847363,815.7966048,1287.1476259,406.6734501,273.8921715,196.5304384,381.6812263,207.5012186,1344.4281782,1324.5696273,531.4863186
"Slc26a2","Slc26a2",292.9464769,204.1945448,234.3732835,302.0600621,160.2687048,282.4200544,318.31063686,180.9126857,153.6421256,159.9871765,239.1534421,117.7950842,428.6053883,445.5122131,340.9741874
"O3far1","O3far1",454.3763202,350.281645,570.2558915,300.5728761,324.83391,596.3376439,832.76859695,229.1619151,162.9481557,142.8101687,290.0291228,87.8887948,1130.4876577,1126.0520056,320.1668875
"Sh2d4a","Sh2d4a",317.5714216,211.6914959,290.4961715,264.7961382,118.2610027,312.9378402,428.6897678,174.2929498,133.3286813,123.6299793,171.7318715,98.7051456,670.7724002,661.160982,349.040403
"Creb3l1","Creb3l1",560.5292607,438.4127769,658.7952235,492.8949299,506.75280206,825.2273103,1111.9369704,375.8106328,239.0766678,192.7816694,342.0333181,207.2776416,993.1227481,1227.7569696,495.9595746
"Mal2","Mal2",312.17979733,222.2848728,236.4686795,259.9391228,153.2101847,326.2634578,429.3102475,155.3442043,125.6711509,105.9645029,213.0165625,60.4283934,547.0538697,654.0362134,290.6273293
"Spire2","Spire2",281.1743464,138.408296,202.184439,275.1954222,100.2110823,379.1795747,484.0326881,207.1690011,131.9438131,116.2587875,191.8654034,56.0362344,432.0993157,519.0240289,248.9868905
"Fahd1","Fahd1",354.62238414,152.3592607,405.2314671,262.9523864,211.1911845,310.9061294,536.7496865,98.975245,90.5808193,93.6113871,132.4152522,69.2264368,695.8316329,618.5745624,269.9359707
"X2210404O07Rik","X2210404O07Rik",547.4431018,223.5863874,383.7076348,245.3190305,329.39900119,550.079103,912.1187807,266.7244843,117.4553386,173.6039692,215.8632945,82.9932167,889.5992049,624.5899291,265.9545199
"Slc26a3","Slc26a3",23.407023,0,0,27.0738604,3.1812265,0,13.0543576,11.475604,20.5041505,8.143026,25.4247105,11.0030816,51.5830355,20.9081979,14.141444
"Nr1i2","Nr1i2",146.0648604,69.6270299,116.2848107,139.4260843,64.2817502,163.85225,276.740534,61.0907967,36.2192374,50.9619235,84.3880735,29.9251647,346.7152068,248.5579959,143.1097347
"Myo5c","Myo5c",502.2153102,234.7997192,525.5155855,360.8577211,275.4151179,485.3106941,803.1555501,271.0131238,169.4729094,150.6236809,341.2187433,125.201576,1039.9895951,857.3865076,387.5026883
"Ppfia3","Ppfia3",81.953515,44.8761472,35.2569402,30.915454,52.0712945,90.7637797,76.5780339,15.790473,26.4719956,21.6296822,61.8709121,10.7549114,98.9970342,23.1066711,47.8029427
"Ces1g","Ces1g",15.9627862,10.04262,3.7735133,6.669749,0,22.6853029,11.1312249,7.1246014,3.8744812,6.4323671,0,0,12.8649996,18.8774986,5.4317796
"Nupr1","Nupr1",612.4088966,446.5661751,794.7045549,483.456951,606.7986057,772.3691411,1244.2265704,434.1169992,258.7631047,219.7624882,351.3131601,193.10858,1211.1911219,1266.481246,523.4701037
"Gpx2","Gpx2",472.3980769,409.2657497,696.6313659,401.5356295,423.1035889,597.772788,937.1578608,286.4158711,190.2136473,151.2347494,202.9867959,199.1621122,903.10392855,1077.2236796,432.9880124
"Hook1","Hook1",442.940077,187.7502102,301.3339761,241.2510854,156.13705919,215.122153,520.9502081,124.2949071,108.1126091,134.2112428,218.857859,93.527745,735.0987309,499.1655433,367.8453865
"Gstp2","Gstp2",503.9142043,258.9727476,557.9694519,294.923874,411.037553,489.4128524,987.8086775,230.0018967,124.371055,118.1382813,215.2655912,83.262946,870.3291516,883.4039749,335.8738651
"B3gnt3","B3gnt3",561.1093228,320.9052407,527.1273665,371.1554776,321.8304084,620.2272844,870.6354432,291.7654028,179.3227127,166.7519428,271.9912069,126.1531735,991.8394436,1053.1951764,432.4904084
"Sema4g","Sema4g",352.8834073,169.1009487,387.1604224,327.2348723,353.6208536,527.3889158,770.6211135,258.6494619,187.1082887,184.6324807,274.2944679,134.317464,789.1748252,938.714469200001,363.6649223
"Tmem139","Tmem139",145.5957455,97.5474787,200.0832632,122.2689826,76.0744591,184.5962874,201.5655211,39.9794545,25.3020145,62.3222004,44.2268681,35.0778624,274.4499503,183.8172551,168.8567254
"Tnni1","Tnni1",82.0942155,31.0969228,18.8881635,11.0496143,36.1436563,16.0656763,74.62978345,27.755414,4.1205826,6.2163715,24.0232806,18.0375728,91.5124552,22.497902,31.7326285
"Erbb2","Erbb2",190.27738366,93.62565435,172.1674852,163.2754059,92.8512449,260.9749291,565.0771396,158.029897,121.7696475,79.3531255,142.0503123,67.1136548,530.2338321,243.9480577,186.7045624
"Clcn2","Clcn2",66.7281044,42.8033316,37.8886068,50.7853376,15.97669134,75.982715,93.8095653,49.1075174,43.4664177,38.7598387,25.2429858,29.0693625,75.8798351,70.1901027,60.584847
"Slc25a35","Slc25a35",435.6596524,197.7758183,446.6587284,279.4362599,203.6376458,505.8626213,663.6082001,184.8493052,124.443213,120.2057561,181.720485,69.7655286,801.6576362,765.6865867,304.7580201
"AA986860","AA986860",211.3149525,169.9555447,205.54682996,230.4956751,143.604496,237.9171572,316.4657062,138.154991,106.740507,80.239579,115.7100745,63.7097908,461.8457524,397.1514096,274.3780486
"Dsc2","Dsc2",319.4463214,232.2174525,243.3177823,280.0113701,107.1986716,242.138512,487.3869925,139.7615875,129.4836444,108.8116177,157.8789904,125.4423525,554.4580986,354.5331198,346.2250244
"Lrrc66","Lrrc66",253.1511176,135.383352,272.9098554,235.1918124,152.6084013,240.2710104,441.8937494,126.3796568,127.732483,61.7670507,145.740978,82.2869482,520.1349909,466.2435895,305.554248
"Atoh1","Atoh1",627.2500733,386.1959677,581.9466119,396.6782761,390.2447244,840.3031702,1258.3439204,402.7155482,221.0838393,194.7320118,353.4306556,135.7130401,1328.8809452,1211.8432464,510.9187695
"Ces2c","Ces2c",38.8348638,6.543519,14.772001,25.1373318,0.95427644,36.867976,62.837689,10.7878025,12.7634656,9.957191,27.4923936,3.0862074,95.5779496,3.1991212,24.2910804
"Rhpn2","Rhpn2",318.0491952,207.8887876,289.0419483,283.875942,140.3516201,371.3321879,525.254036,186.8354105,164.6077044,133.4527938,259.0358292,91.4291677,518.6853348,614.4864978,332.6019884
"Gdpd1","Gdpd1",498.5403244,321.2569409,513.0799804,358.2325512,303.7392044,629.2738152,934.4914418,265.8987688,165.9669854,154.1412105,240.1134462,119.4944577,973.3147987,1049.2832359,394.2095483
"Mfsd4","Mfsd4",406.5159092,250.6691807,385.4765859,364.1553377,277.57761353,524.6240212,703.6216922,253.0613151,155.7647994,163.8043382,194.7630413,110.0995435,770.0693408,835.2522213,391.1454321
"Nipal1","Nipal1",410.121168,285.5253693,501.2944688,346.0126203,329.9228804,536.0308873,852.587604,198.8280361,165.3205538,116.636068,239.4813846,127.940579,727.0380443,856.162806400001,401.9618373
