"","symbol","18_53_M","18_45_M","18_46_F","18_47_F","24_60_M","24_59_M","24_58_M","24_61_M","3_8_M","3_9_M","3_10_M","3_11_M","3_56_F","3_38_F","3_39_F"
"2113","Aspscr1",84.329419591,87.19078585,27.141703648,47.5755744,4.14605725,74.4400849,53.44215518,72.472467445,93.42666085,74.15817635,47.56018232,22.23305759,75.31162466,45.445657866,150.815110316
"2114","Ifngr2",95.3742984023,74.092227132,15.234900263,48.197211778,6.684434305,92.118173203,68.886579074,101.0527957987,126.420838997,95.482904474,68.098543818,19.137842424,87.588475977,70.363766772,208.658250534
"2115","Gins2",79.22671512,65.682485736,28.323976603,35.438310746,6.5991313,62.44356315,62.88368263,54.565245028,73.48042606,56.23826548,32.759520605,17.710224233,57.649608534,32.36272335,135.474814344
"2116","Fam114a2",77.1022379527,72.8290263507,17.251933798,47.521747633,6.731678405,70.94623531,59.421808894,79.582707297,96.143514775,73.850853851,51.7104733236,14.994121684,86.986581031,33.1007923996,180.071015533
"2117","Golph3",30.5679581095,47.6859818885,6.039146575,43.989518658,0.20354854,37.933685139,22.235439939,65.69004711,135.661089713,93.419769049,63.045608924,26.58674625,56.086970312,28.118742983,161.334786281
"2118","Atp13a1",27.9986407496,44.186417137,16.737625689,45.864213857,3.91590783,48.758201957,21.1709575585,59.313334762,105.077610555,46.102060808,42.867310777,25.7936613,67.005211064,29.522333122,135.903940478
"2119","Lass4",66.658286352,53.105396202,23.2908963,48.493648933,2.25858585,52.081945146,45.019270137,73.5896601789999,85.344351319,73.411036802,59.920639219,17.404810638,68.117759666,37.369234688,130.616352473
"2120","Chmp3",79.963841447,93.607642438,22.115964738,48.207167362,5.790634723,67.96454262,52.9477404137,83.698846414,117.27866302,92.697988365,68.425221479,16.016147395,82.378022976,53.098348732,179.74675095
"2121","Tomm40l",82.504852953,69.644014644,24.3573878,33.945914571,5.035123408,40.36425573,44.1775238723,33.510161265,68.138163485,59.324979282,46.733138554,14.909435528,59.802082334,38.209511435,96.0244222445001
"2122","Dclre1a",49.289029866,29.751452301,8.39077707,13.757941708,0,17.83408511,25.398292552,39.320334574,37.196579185,27.827647174,35.86012245,8.97762248,44.531033796,18.18417978,82.860608628
"2123","Vps25",101.2568719945,87.04216423,38.8898127,55.628844144,8.94172488,72.646183444,77.725118819,81.595292983,112.26276809,91.81181947,59.449105667,23.212949538,92.34140306,59.554407806,171.093170992
"2124","Zfyve21",76.474195609,60.34751889,22.82335025,32.284671546,5.2316279,47.004411227,58.2346591065,58.544372207,85.245071345,63.141752792,40.458415653,12.240944191,63.7290785575,41.658749192,118.864166726
"2125","Nubp1",110.295041953,82.995795637,33.03806037,39.727959728,10.895818765,57.001343985,67.919770801,73.795838255,77.458780836,61.90891094,43.8637734336,18.659812145,85.413323965,42.312947987,134.599139731
"2126","Eif2s2",96.409012838,81.233025584,31.19683123,53.54896257,12.84743757,75.068406769,63.085911235,74.758377312,117.464773551,101.855835122,61.38169973,21.517418824,94.012718282,77.63587429,180.291462229
"2127","Aldh9a1",79.010903131,70.28654508,9.043643375,52.125576,1.434935626,82.688848333,52.9204899655,83.5437591556,109.416052279,82.919843504,64.571349767,20.08524169,87.847719644,45.526594681,178.714468605
"2128","Bag1",116.601459646,104.90373643,35.922008574,59.42278408,14.86341028,104.69813093,89.7784935307,115.795341696,143.545053555,114.25098722,74.94669595,22.21389826,110.09113434,76.671911213,208.497669297
"2129","Trim15",4.7957906,5.76847877,2.3770824,2.347511,0,2.39555292,1.67367,10.45415804,28.336619754,13.14867014,6.4319061,4.6093423,7.97715334,4.7957906,13.92944651
"2130","Atp5l",133.40406056,129.96681341,56.89765436,74.07123397,19.3111253,104.455361012,113.48245951,75.56827188,154.4306034,131.768019954,90.08925314,27.67592139,126.65602836,107.30120948,237.58814184
"2131","X4933406C10Rik",53.03753409,26.630365675,11.3530199,22.89612234,4.6048483,21.09753061,30.077160356,14.54900314,29.91590264,19.45075611,18.507156445,4.41343197,52.03231818,18.61619655,68.992686684
"2132","Cdk18",10.557438052,18.283581993,3.02908404,15.60814423,0,18.615540692,4.64085027,28.96063066,38.994129691,32.294720774,23.415496903,9.426546734,22.91338285,13.18416094,52.711873605
"2133","Pmaip1",30.933829527,17.32492399,5.919601808,31.581759194,0,25.179106332,18.315632292,57.814075113,86.81451677,59.70730557,42.242811735,12.245553946,41.760926772,12.443656044,135.872593924
"2134","Iah1",65.64095559,72.483004274,30.38080059,39.786456906,10.34913811,69.524084135,64.409885763,55.63246251,100.685159881,73.558393315,46.722140713,17.05564364,75.415807332,50.440584398,135.7426907444
"2135","Med25",81.1953779426,76.432527,7.188498603,52.70801722,4.16132121,80.81503202,42.668261446,76.159961934,94.558882648,69.682201812,48.392554653,22.172646414,59.671802364,42.631604725,145.011569688
"2136","Ankrd10",89.1892359375,101.456387445,10.826050365,54.873114323,5.56263988,71.408833011,58.613693022,113.289914989,135.436172056,95.986748358,69.094222762,19.544163274,98.112672365,41.305583416,202.881092946
"2137","Itgb6",27.592973324,28.615500835,5.640848438,19.262353758,2.08797312,34.29498589,8.870108992,17.018920385,47.005534425,29.111814448,33.759813503,12.37244158,31.00879936,23.250990777,66.655979735
"2138","Thbs1",22.4081251643,37.344364073,8.8336012861,20.112741555,2.15658407,19.548324554,17.5892379937,46.105027708,96.572342875,57.785430432,43.942904278,18.20208618,38.021349809,14.8883425975,85.7801597485
"2139","Acaa1b",5.3208057491,2.8791925605,2.3576564868,9.716125238,0.71154494,7.608907704,3.8605585928,7.7059545815,10.516214031,12.239314535,9.2057773655,2.7766709,16.795817913,5.904157465,20.2595724155
"2140","Sec61g",98.10754949,88.964935065,47.30971732,57.61055035,9.743202008,33.508074861,90.23251027,30.088473005,105.87803302,99.349296,70.45164271,25.34999085,106.77870429,90.60783134,197.44723468
