"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge","topGenes"
"878","GOBP_GENITALIA_DEVELOPMENT","0.0558375634517767","0.419974836218491","0.190023305279108","-0.525979438448342","-1.27521035055897","45","c(""Hsd17b3"", ""Lhcgr"", ""Sycp2"", ""Neurog1"", ""Lhx1"", ""Bmp6"", ""Fgf10"", ""Wt1"", ""Lrp2"", ""Klhl10"", ""Foxf2"", ""Wnt9b"", ""Fgf8"")","Hsd17b3,Lhcgr,Sycp2,Neurog1,Lhx1,Bmp6,Fgf10,Wt1,Lrp2,Klhl10,Foxf2,Wnt9b,Fgf8"
"879","GOBP_GERM_CELL_DEVELOPMENT","0.00501943306845485","0.122025319332559","0.407017918923954","-0.471376518838701","-1.21020082345697","240","c(""Armc2"", ""Lin28a"", ""Tdrd5"", ""Spag16"", ""Wee2"", ""Slc22a14"", ""Bmpr1b"", ""Hormad1"", ""Oca2"", ""Stra8"", ""Aurkc"", ""Sohlh1"", ""Dmc1"", ""Ptchd3"", ""Tdrd6"", ""Dmrtc2"", ""Adad1"", ""Nobox"", ""Dmrta1"", ""Xlr5a"", ""Rsph6a"", ""Fscn3"", ""Fmn2"", ""Ttc12"", ""Dpy19l2"", ""Gpr149"", ""Piwil1"", ""Actl9"", ""Spef2"", ""Wt1"", ""Pdilt"", ""Spo11"", ""Zp3"", ""Dmrt1"", ""Ccdc42"", ""Zpbp2"", ""Klhl10"", ""Mov10l1"", ""Sohlh2"", ""Dhh"", ""Sebox"", ""Spag6"", ""Tssk1"", ""Bnc1"", ""Tbc1d21"", ""Spem1"", ""Zpbp"", ""Mei4"", ""Actl7a"", ""Foxl2"", ""Osbp2"", ""Ccnb1ip1"", ""Ropn1"", ""Amh"", 
""Zmynd15"", ""Galntl5"", ""Catsper3"", ""Ccdc63"", ""Tdrd1"", ""Rnf17"", ""Nanos2"", ""Prdm1"", ""Figla"", ""Chd5"", ""Insl3"", ""Zglp1"", ""Dmrtb1"", ""Rimbp3"", ""Ereg"", ""Pde3a"", ""Pld6"", ""Sun5"", ""Bsph1"", ""Spaca1"", ""Nppc"", ""Npm2"")","Armc2,Lin28a,Tdrd5,Spag16,Wee2,Slc22a14,Bmpr1b,Hormad1,Oca2,Stra8,Aurkc,Sohlh1,Dmc1,Ptchd3,Tdrd6,Dmrtc2,Adad1,Nobox,Dmrta1,Xlr5a,Rsph6a,Fscn3,Fmn2,Ttc12,Dpy19l2,Gpr149,Piwil1,Actl9,Spef2,Wt1,Pdilt,Spo11,Zp3,Dmrt1,Ccdc42,Zpbp2,Klhl10,Mov10l1,Sohlh2,Dhh,Sebox,Spag6,Tssk1,Bnc1,Tbc1d21,Spem1,Zpbp,Mei4,Actl7a,Foxl2,Osbp2,Ccnb1ip1,Ropn1,Amh,Zmynd15,Galntl5,Catsper3,Ccdc63,Tdrd1,Rnf17,Nanos2,Prdm1,Figla,Chd5,Insl3,Zglp1,Dmrtb1,Rimbp3,Ereg,Pde3a,Pld6,Sun5,Bsph1,Spaca1,Nppc,Npm2"
"880","GOBP_GLANDULAR_EPITHELIAL_CELL_DEVELOPMENT","0.953389830508475","1","0.0152836130945825","-0.260183910093799","-0.596629728671314","25","c(""Bmp6"", ""Cdh2"", ""Bmp5"", ""Rarb"", ""Pax6"")","Bmp6,Cdh2,Bmp5,Rarb,Pax6"
"881","GOBP_GLANDULAR_EPITHELIAL_CELL_DIFFERENTIATION","0.905241935483871","1","0.0154513814985972","-0.301753594518413","-0.734323857966454","48","c(""Rfx6"", ""Bmp6"", ""Il31ra"", ""Fgf8"", ""Cdh2"", ""Fgf2"", ""Il13"", ""Bmp5"", ""Rarb"", ""Ext1"", ""Pax6"")","Rfx6,Bmp6,Il31ra,Fgf8,Cdh2,Fgf2,Il13,Bmp5,Rarb,Ext1,Pax6"
"882","GOBP_GLAND_DEVELOPMENT","1","1","0","-0.266658729087722","-0.690404491334157","416","c(""Onecut2"", ""Gli2"", ""Gli3"", ""Tyr"", ""Erbb4"", ""Csmd1"", ""Rxfp1"", ""Sema3a"", ""Six4"", ""Alox8"", ""Nr5a1"", ""Plag1"", ""Robo1"", ""Pou3f2"", ""Foxe1"", ""Foxb1"", ""Wnt3a"", ""Drd2"", ""Fgf10"", ""Wt1"", ""Csn2"", ""Aldh1a2"", ""Tgfb3"", ""Tbx19"", ""Six3"", ""Gcm2"", ""Nrg3"", ""Wnt7b"", ""Nrg1"", ""Gli1"", ""Slc6a3"", ""Fgf8"", ""Six1"", ""Csn3"", ""Prop1"", ""Tg"", ""Tnfsf11"", ""Snai2"", ""Lhx3"", ""Il6"", ""Rag1"", ""Slc46a2"", ""Frzb"", ""Isl1"", ""Psapl1"", ""Hlx"", ""Eda"", ""Nodal"", ""Srp54a"", ""Ghrh"", ""Onecut1"", ""Sall1"", ""Plxnd1"", ""Cyp1b1"", ""Prl"", ""Wnt2"", ""Foxn1"", ""Edar"", 
""Pgr"", ""Gja1"", ""Oxtr"", ""Cyp19a1"", ""Epha2"", ""Tbx2"", ""Sox3"", ""Hand2"", ""Fgf2"", ""Pdgfra"", ""Wnt3"", ""Wnt10a"", ""Fgf7"", ""Cyp1a1"", ""Sox2"", ""Tnfaip3"", ""Cps1"", ""Wnt1"", ""Cckbr"", ""Hgf"", ""Crh"", ""Sox10"", ""E2f7"", ""Nrp1"", ""Notch2"", ""Pou1f1"", ""Irs2"", ""Il10"", ""Ext1"", ""Pam"")","Onecut2,Gli2,Gli3,Tyr,Erbb4,Csmd1,Rxfp1,Sema3a,Six4,Alox8,Nr5a1,Plag1,Robo1,Pou3f2,Foxe1,Foxb1,Wnt3a,Drd2,Fgf10,Wt1,Csn2,Aldh1a2,Tgfb3,Tbx19,Six3,Gcm2,Nrg3,Wnt7b,Nrg1,Gli1,Slc6a3,Fgf8,Six1,Csn3,Prop1,Tg,Tnfsf11,Snai2,Lhx3,Il6,Rag1,Slc46a2,Frzb,Isl1,Psapl1,Hlx,Eda,Nodal,Srp54a,Ghrh,Onecut1,Sall1,Plxnd1,Cyp1b1,Prl,Wnt2,Foxn1,Edar,Pgr,Gja1,Oxtr,Cyp19a1,Epha2,Tbx2,Sox3,Hand2,Fgf2,Pdgfra,Wnt3,Wnt10a,Fgf7,Cyp1a1,Sox2,Tnfaip3,Cps1,Wnt1,Cckbr,Hgf,Crh,Sox10,E2f7,Nrp1,Notch2,Pou1f1,Irs2,Il10,Ext1,Pam"
"883","GOBP_GLAND_MORPHOGENESIS","0.997002997002997","1","0.00250132493941571","-0.227239489097999","-0.57294595795033","119","c(""Gli3"", ""Csmd1"", ""Sema3a"", ""Plag1"", ""Wnt3a"", ""Fgf10"", ""Tgfb3"", ""Nrg3"", ""Gli1"", ""Fgf8"", ""Prop1"", ""Snai2"", ""Il6"", ""Eda"", ""Plxnd1"", ""Edar"", ""Pgr"", ""Epha2"", ""Tbx2"", ""Fgf7"", ""Tnfaip3"", ""Hgf"", ""Nrp1"", ""Notch2"")","Gli3,Csmd1,Sema3a,Plag1,Wnt3a,Fgf10,Tgfb3,Nrg3,Gli1,Fgf8,Prop1,Snai2,Il6,Eda,Plxnd1,Edar,Pgr,Epha2,Tbx2,Fgf7,Tnfaip3,Hgf,Nrp1,Notch2"
"884","GOBP_GLIAL_CELL_APOPTOTIC_PROCESS","0.518987341772152","1","0.222056046145248","0.301057696672568","0.97627614924053","17","c(""Ccl2"", ""Trp53"", ""Cdk5"", ""Akap12"", ""Dll1"", ""Gas6"", ""Traf2"", ""Prkca"", ""Trem2"", ""Casp9"", ""Prkcd"", ""Rb1"", ""Tnfrsf21"", ""Casp3"", ""Prkci"", ""Prkch"", ""Ccl12"")","Ccl2,Trp53,Cdk5,Akap12,Dll1,Gas6,Traf2,Prkca,Trem2,Casp9,Prkcd,Rb1,Tnfrsf21,Casp3,Prkci,Prkch,Ccl12"
"885","GOBP_GLIAL_CELL_DEVELOPMENT","0.888","1","0.0162749990509926","-0.330771407816401","-0.833565203872903","102","c(""Plp1"", ""Sox11"", ""Cntn2"", ""Pou3f2"", ""Wasf3"", ""Zfp488"", ""Kcnj10"", ""Lamc3"", ""Tspan2"", ""Nrg1"", ""Ttbk1"", ""Il6"", ""Sh3tc2"")","Plp1,Sox11,Cntn2,Pou3f2,Wasf3,Zfp488,Kcnj10,Lamc3,Tspan2,Nrg1,Ttbk1,Il6,Sh3tc2"
"886","GOBP_GLIAL_CELL_DIFFERENTIATION","0.784215784215784","1","0.0239329549624917","-0.359564478638982","-0.920348876910238","204","c(""Gli3"", ""Lin28a"", ""Plp1"", ""Pax2"", ""Sox11"", ""Trpc4"", ""Dusp15"", ""Cntn2"", ""Sox8"", ""Pou3f2"", ""Gcm1"", ""Phox2b"", ""Wasf3"", ""Zfp488"", ""Fgf10"", ""Kcnj10"", ""Trp73"", ""Gpc1"", ""Lamc3"", ""Cxcr4"", ""Ntrk3"", ""Tspan2"", ""Rnf112"", ""Opalin"", ""Nrg1"", ""Fgf5"", ""Gsx2"", ""Lif"", ""Cdh2"", ""Ttbk1"", ""Drd3"", ""Il6"", ""Sh3tc2"", ""Ptprz1"")","Gli3,Lin28a,Plp1,Pax2,Sox11,Trpc4,Dusp15,Cntn2,Sox8,Pou3f2,Gcm1,Phox2b,Wasf3,Zfp488,Fgf10,Kcnj10,Trp73,Gpc1,Lamc3,Cxcr4,Ntrk3,Tspan2,Rnf112,Opalin,Nrg1,Fgf5,Gsx2,Lif,Cdh2,Ttbk1,Drd3,Il6,Sh3tc2,Ptprz1"
"887","GOBP_GLIAL_CELL_MIGRATION","0.993908629441624","1","0.00683906706351732","-0.218778187577858","-0.530416569322255","45","c(""Gli3"", ""Disc1"", ""Cdk5r2"", ""Atp1b2"", ""Foxg1"", ""Gpr183"", ""Nr2e1"", ""Ndn"", ""Ccl12"")","Gli3,Disc1,Cdk5r2,Atp1b2,Foxg1,Gpr183,Nr2e1,Ndn,Ccl12"
