"","symbol","18_53_M","18_45_M","18_46_F","18_47_F","24_60_M","24_59_M","24_58_M","24_61_M","3_8_M","3_9_M","3_10_M","3_11_M","3_56_F","3_38_F","3_39_F"
"Clcn2","Clcn2",502.5288786,865.5066816,672.3002546,821.0135602,289.146869,409.6053599,425.1815629,307.0505068,787.78412416,845.0682088,755.7535125,470.7682059,813.552591,532.6756678,1024.0203762
"Slc25a35","Slc25a35",363.3842391,321.2004227,504.79193555,389.333528,252.59597277,387.3399274,273.8744184,218.8622424,156.6208194,272.6414776,128.3723885,103.3671528,352.3159668,210.3941656,364.8583663
"AA986860","AA986860",421.591754,506.7558844,477.0619303,540.7280685,345.3470813,382.0294205,404.86533305,231.5405666,424.8702128,440.17641,274.7137998,345.9437478,412.9827823,314.3930554,531.4083988
"Dsc2","Dsc2",651.026738,793.2139661,751.5940791,715.1121547,367.5563873,409.67099,598.2961867,290.6046976,601.04216,652.4686414,609.1248447,414.6339299,719.9441836,455.9039436,944.6214224
"Lrrc66","Lrrc66",289.6168895,478.5283745,483.3050319,585.8489364,138.056352,326.0045231,225.3356582,175.2415031,435.2037423,551.2668582,498.4877307,326.846987,560.3029318,290.020918,717.0739129
"Atoh1","Atoh1",0,33.569247,0,15.5279286,8.4143215,0,19.9193243,12.159523,0,14.833617,12.1531704,2.5948915,17.2747777,5.9384269,19.4524718
"Ces2c","Ces2c",780.9590019,1113.9349913,948.0924142,900.8229804,476.1998271,737.9841217,694.587667,512.0288171,838.1492591,961.8463408,781.0088004,546.5554426,912.317385,644.3618446,1188.5754664
"Rhpn2","Rhpn2",408.1119435,585.3128652,583.121511,687.8959057,194.6823584,307.7840762,237.3228058,209.1644303,568.8994635,690.8178932,552.0022662,306.9371095,584.299662,294.1266707,790.0353651
"Gdpd1","Gdpd1",504.47771374,761.7674913,708.8585093,667.7825114,297.0501556,437.2255422,426.6214819,245.4385057,421.0955582,654.1875557,436.7393603,220.6760449,660.3864702,400.2590337,754.7735492
"Mfsd4","Mfsd4",270.1057489,359.7869684,196.5023632,352.7958571,70.05338772,174.7791484,189.7985204,82.6870481,191.8571519,341.6820496,214.2310584,101.0757994,229.2541695,198.1441053,429.0771687
"Nipal1","Nipal1",438.5695856,515.2059688,497.0133876,452.5758193,237.453057,351.8898578,359.2072196,231.4342418,406.0055615,462.2459898,294.3147135,160.6759306,473.0179217,191.0705796,568.5157819
