"","symbol","18_53_M","18_45_M","18_46_F","18_47_F","24_60_M","24_59_M","24_58_M","24_61_M","3_8_M","3_9_M","3_10_M","3_11_M","3_56_F","3_38_F","3_39_F"
"Cyp2c55","Cyp2c55",51.6765161,143.365414,110.4645525,158.9060297,62.6204325,27.8640444,105.08975576,57.5615602,182.263918,157.2041769,292.9483882,312.4648691,64.512461,53.7579062,225.6172022
"Car1","Car1",108.9163803,214.5762382,220.4877687,181.5471755,80.4095346,41.9540788,60.57353954,78.0102094,225.6943861,172.6236833,345.0211143,424.4527555,58.0650364,82.1997383,301.0283054
"Hoxb13","Hoxb13",65.1907134,196.5778013,255.4366636,78.9518189,3.3583581,76.7757217,58.369364,7.0779285,4.835217,26.1531552,153.5692665,30.7314256,20.0788978,39.532176,87.2629255
"Clca4","Clca4",450.4058522,783.2639146,655.9232274,580.3243747,196.6648933,321.4691182,306.6034318,141.9990048,491.9223026,515.0615012,1020.3133941,842.897529799999,287.5589085,441.0369272,1333.5582746
"Clec2h","Clec2h",4.1286945,33.5307835,8.3568697,35.703344,3.6327102,15.25503,23.9394026,4.943078,17.117083,25.8138456,82.1879451,39.6621222,16.564178,6.6826587,36.7907583
"Isx","Isx",152.5545673,289.4630045,176.4794609,353.7858059,56.046887,45.7996976,118.8416165,51.9242564,230.0714537,101.6753117,230.8742598,211.9084577,126.4705864,116.1981589,409.2605084
"Nlrp6","Nlrp6",302.9036691,699.4493988,495.1687098,518.9163403,113.9723504,181.0178448,250.3964794,129.6872958,346.5807659,318.3759193,633.5175409,480.81874,267.3002549,314.177064,867.2976707
"Noxa1","Noxa1",257.5912223,593.5398365,460.4335709,427.1494425,164.6298273,217.6363799,247.306371,103.7891592,215.6207538,220.5917344,532.5403696,440.9273582,231.7394792,220.6883437,761.953102
"Ern2","Ern2",134.6588978,332.4444942,259.9751038,229.6135507,81.0207482,112.2355121,62.048576,25.5898899,127.2855636,132.7850894,328.045404,184.1824506,74.3597966,64.2175648,254.1156095
"Pla2g10","Pla2g10",81.5322653,243.187379,137.6949487,199.1523236,63.2363506,29.6421982,80.3696079,28.2815725,61.5990445,106.7523452,180.6441103,138.489,62.9483099,59.1276867,255.0810872
"Hsd3b3","Hsd3b3",127.6956288,316.077049,189.253804,204.4582507,70.9329449,47.2645264,147.7695537,56.810171,129.7394631,168.4881488,306.1024748,246.7046463,116.7901295,122.2583001,332.3362079
"Krt20","Krt20",7.9547787,28.3548512,8.61586,27.7627735,4.8770165,0,5.846411,0,32.7687707,25.4128291,29.2812152,14.9077826,11.9115444,8.2808214,43.7539247
"X1810065E05Rik","X1810065E05Rik",52.0221021,143.9595055,97.3767053,115.3876772,30.2714041,12.249267,81.4189399,23.3651083,86.0703363,62.5911964,90.8953518,105.627965,27.2391832,30.0939763,140.6888808
"Agr2","Agr2",260.1038218,679.3660994,445.1166802,334.2139079,95.9690019,141.4751594,143.1283678,80.3847331,172.5230635,247.2899634,616.6853546,370.8738553,139.2606646,107.1020063,680.0814553
"Cldn23","Cldn23",145.897191,303.710204,260.9385471,300.1693775,51.1332926,19.9976306,137.745637,24.427477,218.326577,179.2551478,377.1621751,240.115735,83.4906295,95.9197438,430.3983707
"Hsd17b2","Hsd17b2",27.2581724,32.634217,15.9919961,46.6357124,20.1764428,7.705262,36.5015683,16.9002407,43.3879516,37.7994639,70.9402615,50.0430471,17.622731,28.9483769,60.6851329
"Sult1b1","Sult1b1",24.4150586,95.4783451,96.5289524,81.5290153,20.1468245,0,79.6856257,30.3090196,58.3017031,80.8361326,96.6291123,107.5300404,23.320764,22.534722,72.0871841
"Mgat4c","Mgat4c",86.0969746,320.7565668,86.2269742,142.4252956,34.525773,18.2771189,40.5042001,13.4898265,89.6018366,107.9161546,171.0946267,119.7068705,57.0413532,43.8622124,207.1522496
"Rnf186","Rnf186",314.5004243,630.5515437,526.6405824,502.2941321,123.604027,234.2049529,206.0096806,87.4095182,211.6115082,287.5115246,484.3734308,259.143501,214.8157154,242.689295,585.888966
"Hgfac","Hgfac",47.2483602,164.3713493,142.7670959,142.4508277,16.469903,36.378653,69.2255813,6.360968,29.7708429,33.7354007,121.1273498,51.5617147,25.7154477,26.6146127,144.7996446
"Fam3b","Fam3b",31.8855689,70.7923852,64.9906904,57.1719717,8.11009,0,4.535756,11.097311,7.736856,34.7895592,63.2263017,38.8458452,7.824076,0,44.5119071
"Entpd8","Entpd8",58.8867293,202.3993778,303.6415176,226.694837,66.9550597,51.0958855,99.7736935,43.0168474,155.4336876,78.6038338,279.9860928,151.4528649,109.2197675,154.022473,430.9395784
"Kcne3","Kcne3",380.2202558,864.5145527,746.8370257,532.611675,185.8762483,268.2741847,299.1131031,160.5939943,283.7351135,290.832505,565.3665231,525.6542481,264.1612263,285.8386575,593.3193965
"Chst4","Chst4",66.3041099,393.1849589,265.8505691,207.0381006,26.9101393,73.271237,81.1479368,30.4419712,44.9981309,106.4484104,164.843774,123.6040871,81.3954956,74.4575875,314.5845603
"Espn","Espn",75.0416865,141.6468152,233.8021687,219.010691,98.6391401,104.8676494,81.3479347,61.4729985,62.0100173,72.4389957,159.8627021,124.3684445,42.4237772,20.816296,126.3157682
"BC030870","BC030870",89.053885,312.9421835,217.5372849,143.500822,34.8202039,41.1178227,55.9958691,5.964443,86.3388518,129.2081825,294.2195192,166.207959,75.4257575,46.0878861,233.7470216
"Ihh","Ihh",86.0702576,249.4962669,92.6587425,235.2233299,2.8397176,86.8958529,61.7935252,42.0467321,120.2582503,123.4513142,244.5118164,211.2108985,56.5963372,69.465299,248.1328619
"Cldn2","Cldn2",261.6008173,618.1940088,457.1160719,510.1147629,99.3738669,147.7619748,238.0689066,92.5860642,116.0225276,223.0860548,592.8553534,362.3583285,226.2850794,231.3477404,615.4837645
"Gstm3","Gstm3",133.9091923,373.263431,307.3423926,248.1883271,89.1959998,108.728005,173.4664984,67.7711157,161.575979,175.1806952,353.2370517,306.5328039,111.6758476,100.9210026,339.7793441
"Clrn3","Clrn3",53.3966407,162.7495836,53.7540909,54.5836145,28.3788834,21.6379262,83.6634288,19.7194786,29.3699107,31.1599048,101.3498714,158.4775686,42.9427116,44.7318107,149.213885
"X2510049J12Rik","X2510049J12Rik",83.1043504,171.8715306,159.7845378,151.8097185,27.3376635,38.430343,69.9497547,19.8207317,50.6690371,84.0676627,118.8567552,96.6601014,82.8682828,50.5213017,136.7079776
"Cdx2","Cdx2",236.2715467,513.7292268,371.843979,365.2797015,119.5099999,155.9946106,225.7733927,78.7950385,160.945223,243.5652824,341.6494316,340.4877001,160.7195423,126.4261734,472.2941335
"Spink4","Spink4",43.8080156,246.741938,162.949608,106.1293888,72.6274062,78.9130613,55.0640027,42.13651,147.1443141,139.4902071,268.9145599,210.9395603,73.7913273,48.4317429,333.4659702
"Lrrc26","Lrrc26",5.900374,54.1567772,97.3939574,30.9265111,20.8210087,19.383048,29.6903704,16.545338,14.2612153,38.511088,25.6037507,27.3567495,3.296033,7.0576973,43.5485199
"Cgref1","Cgref1",12.600458,174.0615406,121.4390747,78.1927959,28.0266023,29.6030854,75.7211766,19.9230342,20.0895457,53.8468952,128.407494,60.5848545,11.8755994,32.3756116,127.5254389
"Tm4sf20","Tm4sf20",249.9867749,567.6885553,542.7467093,454.9993939,171.6858093,157.62318,260.4572086,83.1992561,280.0697319,294.62917,559.6708929,492.0701877,226.8376131,176.3353797,699.4849745
"Akr1c19","Akr1c19",87.3194052,275.7645425,222.4774768,197.3069534,58.7770468,40.9185625,67.1142066,28.339584,185.8785454,160.6550382,345.9385331,242.2489577,63.9821918,43.5977719,247.8369954
"Dmbt1","Dmbt1",424.212358,1047.1385102,860.941884,620.8394647,360.426934,269.9542649,432.0246228,236.8284318,639.2283205,540.0236889,1041.823227,986.0852879,323.3158619,520.9263508,1239.5213333
"Bcl2l14","Bcl2l14",132.5132473,321.4616121,165.9380219,232.8818703,62.5449285,82.6262501,131.7525525,54.7665741,126.8613623,145.393957,320.7545995,126.4046987,113.6035475,105.5856142,224.2308417
"Slc39a5","Slc39a5",132.894689,401.4274467,313.5226957,178.3229527,76.1795785,88.7261749,177.7981959,70.6588731,147.3469993,144.9197503,300.8116328,290.1801606,113.0205238,142.6138762,404.8839872
"Cftr","Cftr",304.1533816,725.2696159,708.3241185,520.7204611,173.6465672,153.3876495,261.3739301,134.4467749,367.0992075,380.3410796,761.4611344,604.8888281,318.3239844,317.088928,992.4996993
"Gpr128","Gpr128",128.8542324,164.531446,85.536298,209.5224929,31.2934872,46.387316,45.6991021,28.7240684,72.5215987,149.9127124,298.4995743,159.023041,106.590149,83.9643862,279.2037102
"Muc4","Muc4",277.468649,575.7347779,506.9216691,544.9394157,122.9101369,259.7937369,255.6981699,95.7325173,391.097234,489.7413179,860.5877034,614.8970851,236.2004669,250.620613,1025.9939168
"Hsd11b2","Hsd11b2",51.4565477,120.9994374,129.3829097,102.997898,58.0175045,46.8115266,49.633456,34.0057895,57.3180089,68.1729988,180.0115549,96.8572009,40.1739205,36.3417336,164.7399283
"Gcnt3","Gcnt3",150.8110854,392.9299792,191.8136544,356.6198105,117.6712595,82.1250015,127.7239774,86.085801,232.1306804,192.2842522,377.4268881,344.5772397,148.8973254,135.3155269,537.694596
"Gm3336","Gm3336",92.8988718,237.3663804,82.0289797,141.7578815,36.5513478,66.4120124,45.923019,27.201083,70.6003456,98.9918194,208.9146149,158.7496253,33.1297348,69.6415102,147.5021422
"Dio1","Dio1",24.6020362,89.7213498,89.9329583,89.7011797,3.5269668,21.2599684,55.9267402,4.8351197,16.1496758,34.9513434,50.0597126,42.4491901,49.6981374,76.1206473,96.4688988
"Foxa3","Foxa3",75.4144535,359.3628941,150.4326682,208.0493532,46.2493243,135.9667093,103.7208816,21.8559013,68.7632692,112.2506985,223.0661993,157.6563072,69.4060168,105.3056197,235.8507807
"Cdhr2","Cdhr2",134.3854205,266.3953359,259.2992922,263.4016336,80.7846208,44.2805206,102.4077927,40.762343,183.5384731,152.3373128,303.5990719,326.9241309,131.533712,143.3627716,398.5961951
"Sectm1b","Sectm1b",8.0715434,5.629934,59.2077729,72.8443356,16.3922904,16.9645246,64.5020766,4.462351,44.3835966,57.4069523,44.6729214,51.6582141,27.2345124,26.876704,172.5327063
"Cyp2c65","Cyp2c65",75.7458835,150.9022904,82.3029751,105.9329037,41.2206209,35.3482757,69.6532945,53.9780023,110.5889838,138.9252912,227.0503542,267.7276192,52.2382929,32.0534933,154.304769
"Abp1","Abp1",129.045441,245.2998325,211.6898932,189.6982201,58.1546902,52.621656,155.2918732,16.8575373,118.9850323,181.1708273,377.9014454,225.7046817,121.7365793,111.7656975,372.878622
"Eif4ebp3","Eif4ebp3",138.8651884,325.8040194,395.1250315,260.5918726,59.6405254,58.5241755,114.8828287,80.5263683,185.1372934,198.7962526,356.211886,362.3253892,116.1372553,125.8585598,355.0177115
"Sult1c2","Sult1c2",110.6703702,319.501635,189.0221657,229.0756124,47.9483724,63.3021276,188.6637095,50.0724273,74.3583598,144.4772667,196.5583113,177.5991944,59.0924661,87.9307917,209.6056245
"Golt1a","Golt1a",74.241494,196.315109,152.8457413,109.5150436,37.9286474,12.283261,45.095963,15.0960675,50.4698117,63.9568404,107.9108992,127.4143044,27.7481533,41.0407532,213.2079071
"Trim31","Trim31",24.0653465,71.2772234,68.1920263,134.0711848,21.2108242,22.5832297,51.4107313,13.0062223,23.5068633,39.8503767,81.5179249,68.0796586,27.8879192,13.677704,134.881507
"Myo7b","Myo7b",170.3687135,349.6985174,397.688089,337.8204236,105.3043353,139.1421411,165.1648912,91.1952158,186.2440216,232.3355819,404.0732931,266.4880489,107.1045847,162.2110151,606.6436384
"Gm53","Gm53",177.9963152,330.2326458,245.3966484,324.3363699,93.668869,75.00584,167.4524109,50.4155202,110.0377022,191.6637816,380.2855139,275.7666291,153.9815315,66.163178,483.8690744
"Ces2a","Ces2a",60.0845751,61.0433046,116.0547765,74.3990803,10.8363545,19.9932643,51.3680462,6.844673,50.6120096,56.6552268,106.3245393,63.7508846,33.7998753,28.8369319,93.211559
"Ces2e","Ces2e",54.0178247,71.8534037,70.6570395,79.1647991,20.937151,17.3719851,43.9430509,23.808528,43.7563659,74.861646,130.2571481,98.7893034,44.8438706,36.992727,74.9620563
"Sdcbp2","Sdcbp2",74.593436,131.013162,118.264142,89.5665367,20.2136836,28.2266189,60.3706118,10.3008142,52.678705,76.6647608,118.9220036,105.8228931,48.102742,12.8692813,78.268061
"Cldn15","Cldn15",246.7570898,576.0652591,533.4077372,399.6545183,141.463184,214.5515752,243.34661815,114.3153486,240.9316396,306.5300508,511.6690745,514.1888374,201.1921439,223.1304936,549.1525681
"Slc17a4","Slc17a4",93.1125467,224.1062728,196.5821259,222.4717699,30.5121913,35.5487819,93.0611745,41.4041759,99.0583965,157.8961965,240.8576892,223.3075043,75.5554054,150.1791581,302.2843052
"Ppp1r14d","Ppp1r14d",147.7890478,472.806465,354.6653219,300.3130389,99.9016094,92.0299643,147.8775193,67.2567781,135.1764655,187.1349648,307.4153315,274.042541,99.8570774,106.3441127,376.4774341
"Nr1h4","Nr1h4",80.0675652,237.1527092,112.6303571,274.6809121,38.5474497,49.7687625,83.7820886,35.3078033,115.4877113,168.6442077,247.6567292,233.4108825,81.6473175,105.0222122,365.1012746
"Atp2c2","Atp2c2",26.7688337,68.9599691,71.0557424,59.1940486,11.479547,0,30.013397,6.2490716,27.823826,42.1712587,75.8923683,21.6028395,38.1147807,25.9402218,89.5314946
"St6galnac6","St6galnac6",77.6901122,382.9391963,306.1945028,165.8465356,29.4656327,90.1650101,75.0521685,17.0472139,35.4542437,71.3764079,238.312475,75.2972222,28.8294926,62.6692834,150.7533662
"Tmc5","Tmc5",39.0596977,183.5649772,76.5415213,116.2350098,33.768855,20.8850389,74.3290405,16.0731977,38.2003785,93.9464319,132.4077061,92.0307638,57.3118115,32.2925082,173.4207442
"Noxo1","Noxo1",248.718072,470.1341051,386.3284174,396.4709446,176.7529495,179.5291061,275.8554553,106.0768572,202.6632802,224.1597999,471.5043596,400.1766481,198.9304483,147.2855047,545.5248718
"Baiap2l2","Baiap2l2",298.9104023,776.4842509,408.1698918,555.8793572,187.7223672,198.504605,281.3647638,126.7876028,372.9527346,325.4027903,696.2199597,592.6550151,205.8570368,293.1400249,809.5690537
"Gucy2c","Gucy2c",167.0455644,389.1537207,320.7864277,322.597511,100.4481256,162.3746232,199.6437223,65.0887613,224.2723464,340.0124246,595.9364947,394.4034985,183.436241,138.8271342,575.5384142
"Marveld3","Marveld3",96.8023225,369.8270839,224.6552956,288.5731176,43.9040998,83.3746132,101.1169056,35.3827707,118.7952615,128.9659007,331.7118438,235.2615318,106.8830545,114.8157094,469.9257887
"Myo1a","Myo1a",190.2817232,353.9608425,264.2294556,303.7785775,96.3074763,105.2786798,157.348555,68.7659246,154.7162836,228.9351008,316.231171,262.3821642,150.7979294,172.7087204,441.5393909
"Mettl7b","Mettl7b",173.9695487,449.7651016,283.7743416,387.2258978,100.6055953,89.1114346,200.91328727,65.0173033,214.1827149,254.5860375,414.3371547,408.2793407,176.794243,189.0854772,428.795886
"BC016579","BC016579",87.4532118,235.7972996,180.6671249,156.5820771,14.444682,38.0576787,34.9547209,27.3903395,87.7357967,149.8915095,311.4276298,205.0143385,60.3500407,34.7769074,331.235405
"Dnajc22","Dnajc22",101.2344564,358.7649367,175.709952,170.1402876,26.09393,40.3967224,113.914037,41.7366598,54.4026196,64.4743531,161.6336072,98.3633605,86.2206027,104.7527793,224.7807769
"Glod5","Glod5",18.1707058,205.2847629,134.7576514,67.7863255,17.7696147,25.691762,49.0392188,8.9380003,25.3126018,60.3477319,133.1778403,112.5415163,44.2331422,45.9611465,132.8538503
"Adck5","Adck5",224.570969,457.6436636,447.5851056,341.0209055,122.3977497,92.6628691,182.2183677,80.5997404,213.3297485,196.4305693,354.5133868,330.1161735,156.2558079,204.9654176,651.6269161
"Mep1a","Mep1a",12.9341183,105.1731301,97.0590789,106.2417031,56.7747718,7.457028,42.5705896,4.564482,74.7678675,90.1261961,96.8842441,104.1313754,44.5158432,40.9330982,180.5797129
"Car9","Car9",89.3822593,239.7197808,236.6240539,182.4330867,44.8444251,21.9610572,108.5088028,40.8943791,62.3096046,98.4243297,280.9739321,159.8915564,81.6474698,73.600356,243.7183532
"Cblc","Cblc",147.5501285,260.3463963,234.9378006,286.3859411,71.5522579,97.5040388,110.5268283,47.4772373,126.1005884,100.4704129,286.3829633,259.7719111,83.9308916,101.9295948,304.3995804
"Styk1","Styk1",64.8657715,242.4291221,179.3293265,169.8542394,53.3858994,70.0628902,65.4219702,23.11095,136.3381595,144.6068621,187.054084,203.1051093,59.1449952,82.2050945,408.2944233
"Myo5b","Myo5b",140.815918,302.3342535,259.9584894,380.7403551,38.4848251,75.7261971,57.1422779,47.7339651,212.8069166,221.1528492,406.9090496,334.1462313,75.8930391,76.6380222,498.8313164
"Ifi27l2b","Ifi27l2b",292.421267,602.2602303,474.9628123,497.9040809,124.0323152,176.2348886,253.0170861,103.353809,244.7159794,244.2056903,554.7648954,299.7599987,156.2931842,246.6636578,618.7236404
"Hao2","Hao2",79.7917408,370.197725,276.996701,169.4549935,31.7563874,59.5279851,75.7603202,74.6655726,127.441961,187.6333926,270.1776798,280.7242905,86.5005376,90.6306755,284.4646987
"X9130206I24Rik","X9130206I24Rik",291.732262,780.0756309,490.0758809,512.2680996,186.1725954,189.3387101,280.4648236,147.4376724,304.3420225,345.0112395,655.2424886,482.8122606,261.8704571,253.6656559,816.3655815
"Prss30","Prss30",4.9406114,28.1787143,12.4218812,30.6965596,7.5458117,0,0,0,8.9272485,11.2241524,36.240359,23.620669,16.898392,4.6852603,3.5251372
"Cideb","Cideb",60.2630505,86.8539203,38.8141104,86.3291619,6.9616284,7.560351,33.2949472,0,27.7970109,0,52.6420514,44.8481279,6.975467,7.6344237,78.3204867
"Sycn","Sycn",184.1118678,652.0410467,754.7872425,509.5077946,138.6319399,268.5589363,184.4121291,105.7953411,176.4559852,193.9983188,302.7677181,283.6146106,94.9949638,160.6909675,482.2751519
"X2010001M06Rik","X2010001M06Rik",184.2492428,410.4140636,394.035957,280.1026407,134.921958,64.1665957,158.8273995,77.6723122,247.442623,205.7686261,429.5227103,395.4580141,97.9203028,144.321926,499.2567329
"Slc39a4","Slc39a4",112.9309973,289.1254359,261.2856808,274.7308243,104.2664543,111.064676,113.2276719,53.0638955,140.0155411,118.3241569,350.4272243,219.7520344,95.6489385,71.6083744,237.9042898
"Satb2","Satb2",202.485456,366.7612737,310.2698707,289.4783039,57.8494942,70.4428464,126.1283053,60.3723706,158.1301319,217.4072158,493.9339162,288.4698925,139.4464067,177.2089387,501.3465905
"Fut2","Fut2",54.5072631,142.0064626,134.6914589,169.9845719,16.9897334,66.158535,42.0560001,22.4934285,44.5879392,30.2179661,137.2561055,56.3694246,42.8967815,51.5660753,112.4982081
"Tmem54","Tmem54",165.0620304,394.6084014,275.0830459,241.1140997,80.8735562,119.6710903,145.4382773,64.9046401,148.2010473,132.6770596,262.6524886,245.9841583,99.1287573,107.7317629,311.8384107
"Atp10b","Atp10b",146.9277298,299.4063687,244.8435622,208.6590266,20.5337365,40.177598,116.5407846,9.654078,107.9511248,147.2646811,377.9782683,264.991972,118.1136688,88.64196,349.2766761
"Kcnq1","Kcnq1",256.3805518,586.7137688,453.7505719,426.7961254,174.8777904,155.674661,271.5166624,99.1050394,247.4463988,286.0564878,556.1260442,431.143673,207.5504591,254.2829184,665.2088115
"Ttc39a","Ttc39a",52.3025523,159.6893951,123.6909615,131.4704446,7.8607717,10.972601,59.5859499,35.7072993,32.946063,102.6257241,213.5626102,130.2401608,36.0569457,24.1853999,95.3762177
"Vsig2","Vsig2",125.7906709,340.65691604,254.4759706,190.0525727,88.2035438,102.4584884,128.3568213,62.3818889,88.649986,108.6405628,142.9640412,212.0826819,66.2275014,62.9778513,212.0228898
"Sult1a1","Sult1a1",353.4420779,848.395959,846.0235076,485.048344,271.1568396,214.2589936,343.7934537,193.9255118,523.8213018,436.0450695,750.6131739,732.7853757,282.2518755,370.5771427,909.1219514
"Slc44a3","Slc44a3",132.8054205,295.9422166,323.3922366,227.8588947,53.9708078,65.2265659,132.1933251,54.631537,119.7121712,204.1811079,335.5158871,256.6313978,124.259392,153.8250956,412.9850909
"Igsf5","Igsf5",59.6840013,156.7936407,167.4925807,103.9472751,23.9065291,15.8281712,40.0728067,22.5861326,50.331454,78.8382345,116.5082006,111.9528931,42.8201551,36.2909666,158.9641506
"X5330417C22Rik","X5330417C22Rik",143.8575771,439.7714572,293.5500845,362.5471128,46.6811754,100.9754067,159.5443096,48.0621622,184.3732289,211.4365353,354.005699,359.7211073,154.3958585,267.5408108,577.7515094
"Gsdmc4","Gsdmc4",42.1468178,186.6896551,225.2830233,123.5769565,48.8851612,42.6194889,48.7151041,28.3167132,157.6112578,110.2037405,204.3249977,276.779084,57.3772583,66.6473789,197.1760538
"C2cd4b","C2cd4b",311.3124212,644.8318935,458.7910228,499.4249245,170.2815629,211.7769593,180.1643143,134.7281468,314.2803548,308.1524701,607.5120268,514.4880547,228.8541143,242.6352861,834.3725034
"Chmp4c","Chmp4c",143.4650576,314.2827419,189.7143821,417.9759604,79.643289,60.6795945,102.6015213,66.5857818,168.5825382,263.5064093,370.3016474,233.162387,145.6840079,94.5096311,601.8925508
"Btnl1","Btnl1",28.1506073,127.2053483,67.7617634,141.7661127,67.3585799,41.0819392,90.5725366,17.374471,111.8757796,60.9917938,139.1522111,146.0381514,77.1024829,19.050511,223.1157487
"Tff3","Tff3",40.6049351,54.8086095,161.7248592,81.6606437,69.8708531,34.9666657,37.2771275,39.9061544,42.5206013,113.1328479,181.769945,96.6726822,69.4549059,36.4717176,260.1727874
"X2610528J11Rik","X2610528J11Rik",83.1137248,277.3742522,143.5210486,193.5523031,63.2582474,69.6751728,106.7355371,45.1469389,63.2395895,80.3345096,156.0365441,130.9149437,64.3725029,47.2844421,146.8885219
"X2700086A05Rik","X2700086A05Rik",158.2579802,313.3897879,235.4384796,226.6036257,113.0259868,48.9025917,42.752217,34.3472826,136.2779433,98.6798054,221.9410554,153.766703,58.5417235,28.5473103,328.8477165
"Gm15401","Gm15401",51.2063717,95.6141563,126.8504613,105.9935886,29.7387888,18.2196594,30.8857791,18.0395426,31.2558276,48.9653971,135.3337104,54.5460843,43.7895392,31.8682702,98.6746647
"Ggt6","Ggt6",55.1077007,232.1208692,115.6471827,144.3413087,45.4478254,42.2478851,60.4152325,26.4815204,111.0350014,125.9246015,207.3977359,154.6912882,59.8358676,54.2643572,257.8588709
"H2.Q2","H2.Q2",20.589193,43.066415,26.2501655,52.4444335,0,12.9290194,9.2862357,0,35.8866638,13.4060857,64.9984301,50.3980799,20.4462526,3.6931803,24.1448176
"Hoxb9","Hoxb9",169.4442302,351.0768304,250.5418555,311.9022034,142.1030266,146.9381048,203.2451949,69.9551547,86.0072793,159.6476041,274.2727571,248.3703594,154.5926457,123.6929559,389.2181402
"Ush1c","Ush1c",181.5155314,446.2988857,311.9888778,374.5315766,108.4930514,80.0436628,146.9481759,33.9319743,189.0045455,228.5599784,401.2204074,333.2776025,112.5018483,126.5037835,529.1291024
"Slc22a18","Slc22a18",85.294337,146.0819916,147.1360248,82.8081437,25.482456,19.3915071,43.2122623,21.9468681,50.5128584,74.5318956,117.3436685,157.8408527,43.4477458,44.0622087,99.4190671
"Arhgef16","Arhgef16",135.5718207,252.7378026,171.2975105,315.2134046,90.1170114,54.040786,120.1488867,50.1098596,203.3836172,190.5230337,315.0401174,204.0064491,88.218873,81.6418513,281.4703151
"Cyp4f40","Cyp4f40",22.4658904,46.5116867,47.117518,47.1831132,19.90604,0,16.5763029,16.2297244,29.7447692,57.9431557,86.5687362,95.9666952,28.0731191,45.3785807,63.4114844
"Rpph1","Rpph1",291.1059486,699.972784,820.296519,475.4377481,154.2668828,56.351803,211.3066781,119.1288402,190.4937203,216.5709647,626.1047085,427.2981421,256.0231867,405.5187379,801.1418654
"Inpp5j","Inpp5j",102.0255918,236.4086901,109.5520518,197.9799069,58.9094875,59.3142854,82.6789489,55.6741604,121.0673531,113.7434311,250.6392732,177.5398396,34.2545988,79.9819835,196.6679988
"Fgfbp1","Fgfbp1",141.7320033,244.9874351,296.5727207,189.518393,58.4958854,117.7404772,114.7650345,52.3229892,115.1452126,145.8951537,393.3738518,206.3791783,95.9413206,61.8929766,347.4959913
"Slc5a8","Slc5a8",106.6635741,339.9692229,254.3569374,269.5571882,27.0515825,45.9755459,106.6803184,16.7419127,105.803896,132.4979405,262.0677581,171.1895366,71.94888,88.1345221,264.4712254
"Slc5a1","Slc5a1",162.8059103,320.6132977,348.1617526,302.913177,87.2734277,52.6904603,177.7959999,74.2547124,172.6485871,155.6191371,399.2348341,367.3713983,154.7911867,162.0518772,445.3884174
"Rassf6","Rassf6",0,96.77204,104.7943196,48.3194258,38.1087573,17.1415614,65.194614,7.584654,39.9229057,64.0051099,113.7069424,56.8243658,11.8889742,32.112698,123.6008004
"Frk","Frk",78.3797632,156.3183905,86.6642059,156.3979447,27.97582,29.5003837,64.1622175,6.3053603,76.9466157,115.3534498,256.3823774,112.4169697,30.1135931,44.8891604,214.4859138
"Ap1m2","Ap1m2",88.5065319,275.1782699,210.9992362,212.3482656,74.934528,84.564471,145.9905213,22.1947017,56.86537,115.9224297,212.9489491,215.7246707,91.0289278,97.5474409,274.8597208
"Tmem171","Tmem171",150.4275274,425.6974873,282.9315917,198.8198833,66.8572736,69.1755081,132.7652483,41.6758106,129.6136206,144.6585763,236.7046233,249.2883376,115.6711914,109.0166686,393.3541707
"Myh14","Myh14",262.3097568,435.5491223,345.3658675,443.2735195,150.1451666,137.7237707,226.7737215,151.3150188,197.2179757,255.758297,525.1164574,423.3561553,120.7213483,228.9564049,635.1184186
"Fabp2","Fabp2",263.7006012,671.5507894,500.951127,461.3525073,214.2721429,202.2505528,251.8494641,142.8594158,316.4194828,305.7904362,524.2086902,573.6214732,181.819487,223.7704044,622.7652345
"Spdef","Spdef",24.8016288,102.1706856,44.1319941,52.8864051,29.71471,40.0334257,6.7714654,15.3959744,20.380397,43.3607277,54.5542229,34.4006347,6.6165586,10.838437,82.4743315
"Gm1123","Gm1123",16.2933947,81.8726453,46.4948339,25.2866726,18.7925773,6.8010216,41.8675086,0,26.3478736,20.2152444,54.3722382,34.1477941,18.2708933,22.4565917,67.6212742
"Slc37a1","Slc37a1",155.5789678,456.4393102,398.3952413,274.4235537,105.8233297,113.510732,188.8533786,121.0504555,204.1739476,139.1537932,346.3384851,211.902795,199.6661799,181.7884747,394.2858999
"Ces1f","Ces1f",138.6254511,256.6726522,297.2338713,252.3935517,45.6810911,59.9288094,85.9366803,64.1934792,205.7953923,237.174946,382.3986976,285.028901,128.1463534,82.2138959,303.5329847
"Grb7","Grb7",141.5809451,267.5270011,181.9093137,230.896573,41.4178433,106.260836,131.7164407,48.1635974,107.2555282,98.8065764,325.1622203,196.5433624,145.7744493,128.1787575,317.004262
"Trpm4","Trpm4",247.2396876,544.8299558,496.3718863,462.9785543,140.6278034,140.0076068,229.4567513,113.7200853,249.2320178,255.4481271,435.67831,435.2309668,199.1262113,288.4608922,642.8130884
"Mgam","Mgam",294.9232754,463.5295281,415.3837886,401.0037844,83.2879966,143.5372442,254.3727965,101.4712632,245.8639986,336.102174,603.7516167,473.8341668,210.0737053,217.5313914,728.4353517
"Akr1c12","Akr1c12",130.7167228,316.2670621,260.7593839,211.8762314,93.4534491,98.7216934,203.9042106,72.7635047,133.9859005,227.458698,365.8729741,298.4033436,120.0045985,107.8816477,348.3062094
