"","symbol","18_53_M","18_45_M","18_46_F","18_47_F","24_60_M","24_59_M","24_58_M","24_61_M","3_8_M","3_9_M","3_10_M","3_11_M","3_56_F","3_38_F","3_39_F"
"Foxa1","Foxa1",126.5535082,268.4049542,174.8644885,223.115933,60.3951019,30.4773603,93.2169003,40.9361733,84.6223871,176.6480143,380.3621479,263.5579551,72.3323361,89.8841077,377.5267127
"Slc39a11","Slc39a11",89.1511793,210.3596364,134.9044253,147.2075931,39.0295412,46.0783839,80.3532139,18.1548895,36.919497,78.3207343,187.3623017,152.5340715,62.3955519,49.4655936,152.7099427
"Serhl","Serhl",125.0581384,227.1186342,224.6796853,168.1458116,88.01753,96.8764122,160.3902852,121.9026264,105.002407,61.4927029,181.915597,161.3464171,96.5350243,87.6265185,196.7280785
"Slc25a10","Slc25a10",167.1778008,429.4123243,324.6288429,284.524869,110.9767542,116.71651,128.3352799,102.7795657,150.2075623,155.3877324,372.7143301,380.9183215,117.7254803,126.3163042,356.520575
"Slc12a8","Slc12a8",14.4932742,74.352103,23.1396672,52.0485494,16.168542,11.4286764,12.080952,0,12.852914,35.4366672,63.445402,29.5718971,7.588355,7.4006312,67.242015
"Pnpo","Pnpo",102.8700467,168.6544353,115.5584933,156.0547745,28.4448749,35.5753324,69.6307185,11.8555847,42.7574108,67.325445,171.6088923,84.6795222,77.5240974,54.6760768,217.6033227
"Cox7a1","Cox7a1",49.4132631,175.737998,196.0830398,174.9556387,42.9813452,22.3433627,33.6069666,26.3244712,41.7950426,95.816296,142.6922912,172.2027578,57.2497354,51.1698081,184.3428329
"Fcgbp","Fcgbp",26.695629,66.9153716,74.04749,67.6937792,69.8860203,50.0144984,32.7578074,35.6768608,23.3804672,62.7881033,120.3025346,35.9101076,31.8099159,34.7809732,136.6906765
"Cds1","Cds1",83.7110062,152.5511811,150.1797003,157.9453884,27.7033013,23.4222704,79.3423526,34.1615995,64.5820904,146.8651708,248.7196449,168.0172987,95.6385927,87.6784999,231.0833648
"Qsox1","Qsox1",77.1751696,175.39122404,138.4268533,136.3955746,47.2756755,59.8244688,44.7294994,111.1667171,54.0290201,68.2614765,133.5176965,44.053008,48.0047633,60.849807,158.1019189
"Clmn","Clmn",163.7981981,325.8605355,237.6670292,309.0531487,59.7499938,100.3255219,153.9485605,51.0387196,209.6231147,222.3524529,389.8381847,271.6061702,128.6877291,106.6508143,419.8072384
"Mpst","Mpst",186.8509054,297.6612341,297.4444924,294.7739299,149.9894982,107.1898889,195.9421908,185.7672109,182.7158472,182.8744281,342.9091535,381.4527617,137.3149995,129.1268671,401.2377149
"Galnt3","Galnt3",97.4578077,261.0889853,160.6590875,244.3669793,81.9829165,103.4089211,59.3203482,49.516694,142.9267755,180.0739994,285.9288371,185.2226817,54.640197,50.6562072,381.4304537
"Gal3st1","Gal3st1",43.4571956,238.2996878,168.2859568,141.026242,70.7031623,36.0564164,99.1408743,21.70148,105.2021185,80.8485929,179.4000018,130.3001058,79.0964725,114.3006382,202.5476527
"Prkaa2","Prkaa2",107.9073694,250.4838319,163.5699484,141.8987991,25.6330662,61.390637,110.9810281,36.1130092,138.245895,160.5890955,305.6567864,165.4841664,55.8803443,81.9532126,298.2166023
"Sgpp2","Sgpp2",111.5391901,304.4103128,270.2089692,199.2369267,34.9756678,54.2294729,133.5431749,34.9344651,144.4444743,163.6703938,303.2862317,228.2756532,121.9965219,79.7604893,418.5231067
"Slc12a2","Slc12a2",370.3193155,843.650657,583.4632509,646.209934,182.4507851,287.4197249,383.5123114,127.4090534,408.9211714,461.5061081,931.2181669,664.3710126,291.041241,467.3559927,1165.6996915
"X1810019J16Rik","X1810019J16Rik",80.8718589,188.5826499,111.808255,241.3269558,60.3807316,26.284813,71.1552415,22.3075277,68.3024229,164.3007027,170.2119413,103.4847078,69.6369337,48.1286153,199.7823028
"Cyp3a13","Cyp3a13",9.3863653,20.260239,48.7093379,35.1803032,0,0,18.7057632,0,35.00078,53.044019,74.9099675,57.8448779,17.6646635,14.0853605,51.0356359
"Klc4","Klc4",64.0452333,230.2912589,203.768647,237.1659848,47.47679,65.1691614,108.6743899,42.0449294,132.982245,149.9425802,264.3598825,183.0560198,91.9509891,79.0714439,205.9660123
"Il17rc","Il17rc",86.3682498,317.0988055,209.6928877,220.5662048,48.1636119,51.9190838,64.9554963,66.1907907,128.0893794,129.0029231,285.3642179,286.868222,73.7632908,78.389963,300.2556531
"X5730559C18Rik","X5730559C18Rik",47.2625931,234.1079882,212.5976511,212.5515859,38.285812,77.5775656,118.9325389,34.9101948,136.3622771,121.9351264,189.2826987,245.6640032,76.5201899,84.9725751,273.8381853
"Cmtm4","Cmtm4",71.4394783,155.4015306,142.774199,170.7488882,34.2951273,46.4880884,67.8965222,37.1502205,41.9417345,97.1674041,169.4890311,109.2923273,56.2972328,45.5755895,129.9299419
"X1810014F10Rik","X1810014F10Rik",114.9146623,244.6398998,124.6710863,136.9012943,55.7746357,49.7018964,80.8395496,25.9507056,48.3754026,72.8795715,215.3472868,241.9484049,44.2418579,70.0354662,179.6296495
"Guca2a","Guca2a",201.8807412,504.3602971,333.3575169,384.5496955,115.2504189,106.8979719,183.3401481,66.8041327,270.2203384,246.2247992,443.4007533,358.7204821,105.7230245,175.3658963,518.7578938
"Car4","Car4",38.9516275,57.9657036,113.6456538,93.611538,32.6620736,25.1478643,52.7632697,14.0834006,85.5051713,68.5922989,132.671299,148.4760101,49.2985717,29.0242938,129.5189739
"Slc35a1","Slc35a1",90.5926924,344.4898137,251.4893312,235.1072269,86.7922307,73.744711,132.550913,67.8031598,130.2980659,145.6630579,439.5758019,198.3812114,96.4392947,114.6294946,354.763048
"Nudt22","Nudt22",70.4300475,220.15651977,211.6888223,239.5925449,72.6385315,72.0018624,79.4338498,75.5420265,67.0698739,80.1388709,158.0989723,270.6869036,28.6249275,56.3895846,202.9818918
"Fam109a","Fam109a",91.0387718,242.6096075,118.6267821,160.7513386,75.4174135,98.324432,127.7821751,17.229457,78.1825666,84.1305483,134.5920485,208.4823865,96.3536968,123.9293472,245.2573675
"Entpd5","Entpd5",67.8697326,215.1990498,193.0657787,158.7270395,30.8200028,38.8932829,115.4844054,32.0452163,113.8796518,116.5519093,204.6268627,132.1319735,60.374202,49.3729461,204.4782188
"Vsig10","Vsig10",122.811401,278.471903,276.8051104,228.3748234,66.4776555,75.6955643,94.0131784,76.5140138,140.1958808,132.3715603,279.9524516,243.7136611,94.2888925,91.3869484,249.3504544
"Cenpv","Cenpv",125.7208102,395.1018463,165.4837342,339.315255,116.8345627,150.6367594,162.5148238,115.7061619,156.0236149,216.545775,417.4906911,324.8939969,133.9989923,144.9414037,439.9979872
"Ceacam10","Ceacam10",101.7356619,190.4241049,133.4899953,115.9989151,18.0362022,101.5442554,121.9673954,19.8359543,24.1925371,41.7988616,87.6949227,29.3204448,0,25.4212597,47.4034028
"H2.T3","H2.T3",78.6901584,142.4472341,92.5102658,130.4258885,71.3067682,32.8448061,49.7736291,0,57.7449659,149.8432335,96.6685902,158.4535555,58.3451363,35.3313681,156.7796256
"Lrrc42","Lrrc42",41.9729788,108.3659373,57.3145958,111.8983272,32.0485928,38.3065306,62.3608164,36.1916836,52.5876957,66.1900943,222.9718753,117.6645526,46.9143282,46.8465172,131.4424906
"Hnf4a","Hnf4a",264.6710644,471.5873846,485.2225029,443.4580083,96.9447827,128.7359219,218.1573739,75.7457429,198.4307233,259.5149554,507.1878189,395.6678312,205.70661,167.7433919,514.8186145
"Adcy6","Adcy6",178.821961,448.2646713,361.1657155,399.0466149,120.5174842,148.1033222,194.4365745,111.8455187,275.8932494,244.8015556,484.1499854,318.1529901,193.8472532,208.6549838,702.3004032
"Galnt4","Galnt4",118.6489625,373.8595363,250.1216605,268.8122449,54.6271941,79.8421984,104.5730671,51.6533624,128.6378495,184.4369706,340.8883199,227.147228,123.8345141,112.2047839,344.0042768
"X9530008L14Rik","X9530008L14Rik",43.8586503,86.7635512,81.2513557,72.9713037,27.8893207,34.1526286,60.1372443,18.182379,46.6910929,31.892591,65.0111288,76.6518599,86.533406,60.5882529,83.6422805
"Mpi","Mpi",69.3440593,193.232022,193.3383789,69.1277069,18.7773599,30.4300438,42.9015481,118.5013323,33.4629335,114.1215131,118.6055195,79.5312196,52.159293,39.5180918,85.8768241
"Areg","Areg",95.1327858,402.2850988,257.6382995,312.5922642,84.2988068,71.3361182,90.8344163,63.5742125,368.0187545,332.3207852,640.0693147,663.4494767,120.8864452,126.3711997,827.1412756
"Pycrl","Pycrl",126.3596128,382.1682645,330.0385206,279.156669,75.4559118,104.4083583,148.2586531,139.5273446,144.4846857,177.8069737,329.6024456,302.1920933,101.923759,166.1838772,347.8815579
"Fam98c","Fam98c",265.1746619,373.8820137,359.1817741,350.0841089,96.6476057,131.5867642,161.0400091,87.4746013,125.9875714,158.0326178,341.356972,214.3272516,110.1733842,173.6859385,390.5170353
"Cmbl","Cmbl",37.0618899,139.181008,121.3090613,130.0721445,55.5216958,22.039117,91.6399886,27.0074482,62.0690152,51.5921914,78.3818647,67.0185302,63.6867394,11.9628807,94.1944369
"Hes6","Hes6",160.1812638,418.8513292,253.8058599,231.3130963,93.562272,114.6868174,111.0414204,45.8703541,81.3562112,143.3510595,163.5669498,130.6576703,93.2679966,70.9929562,269.116436
"Pof1b","Pof1b",72.6521585,281.31055,178.3430653,252.5683201,39.8522976,43.3067308,83.9595155,24.2134698,151.6642576,232.3876205,396.8100472,261.7154586,122.7278877,120.2683159,453.3423129
"Ces1d","Ces1d",105.5544648,314.8385352,202.6702945,320.3020496,70.9929438,96.1647156,161.026729,84.9879152,150.3803092,141.7755195,283.0041536,261.5886488,136.3232749,103.5162243,416.255577
"Slc25a20","Slc25a20",43.5473013,104.9631061,89.2772488,117.4698329,18.9726794,2.9973238,46.5038834,9.068558,81.5657832,48.798884,104.7853869,109.080475,62.306847,48.170784,156.1558208
"Itpk1","Itpk1",124.8489992,255.4368039,192.4996622,214.8729453,50.3363506,62.7464999,97.3308702,9.727569,62.1297915,98.5564585,268.2751057,132.8772416,92.5206012,80.549698,128.9095621
"Plekha6","Plekha6",287.2393198,548.8251994,345.2262597,461.1336392,112.1611866,136.0752249,235.4258564,101.0484249,343.9449784,338.397974,645.4160827,551.5128366,232.4570147,316.4555413,800.3183822
"D4Bwg0951e","D4Bwg0951e",136.245248,278.8250759,215.1574217,228.3310211,33.935806,33.8025318,95.1743177,59.4200261,201.2267225,116.9736715,320.3976332,264.6574021,59.0127623,99.1297457,292.9502677
"Tjp3","Tjp3",245.4720476,683.2359677,621.1868944,508.4822838,218.2187221,214.9762821,252.525145,150.521491,341.318398,326.2726772,559.8424282,562.9404763,265.4359044,255.5252349,830.862169600001
"Bspry","Bspry",236.1426079,603.8915049,430.5010688,442.7821403,135.9287901,182.7452581,257.0799507,68.7651114,290.2006533,296.4421036,718.8933517,524.0133521,202.2063789,233.5740024,676.373318
"Tmem184a","Tmem184a",2.0197515,93.6206289,74.1716379,69.9677237,45.2939522,12.3040543,26.5465117,26.0686903,9.826486,50.1443335,63.7439107,79.3639783,23.5886409,19.7102585,108.5084361
"D630039A03Rik","D630039A03Rik",66.7788329,77.9557493,127.0327355,146.1967527,0,44.2615505,102.6919977,11.8073374,42.6179874,55.9896952,151.1798264,117.8772181,74.0925356,64.6138129,98.6852938
"X4931406C07Rik","X4931406C07Rik",165.7837319,318.352803,194.6939467,319.3517946,101.287337,40.0262254,189.4976497,62.2426643,165.4944001,230.4052717,403.6104951,290.07049,114.7761097,131.4298751,410.7166346
"Iqgap2","Iqgap2",148.8542239,313.4033379,213.6247163,381.2447121,96.0442554,127.4803344,96.3952479,69.9389471,95.0179924,321.2874828,489.7801074,297.7449925,119.2683547,84.3492983,595.3257223
"Scin","Scin",4.7143297,18.6772984,28.1590244,89.0777344,26.6012955,0,7.8846151,0,19.2693838,42.2145281,127.6024879,49.1072654,21.7789583,28.5766203,54.5918123
"F2rl1","F2rl1",137.7070562,316.1897868,163.5547131,276.3557931,36.7993176,25.4395265,106.4186617,28.6777815,144.8346949,192.1958207,382.7083373,235.6095103,75.2283402,87.4344764,473.6394324
"Slc17a9","Slc17a9",6.279707,138.3702555,55.8652729,54.9112161,22.7680279,22.1154634,25.7700001,122.4500326,27.8252392,47.6118763,126.307268,40.9514109,43.4790029,7.550938,93.9275931
"Akr1c13","Akr1c13",179.7638227,365.9373151,314.7414807,307.9428868,140.9058662,93.7629813,181.677859,119.375682,215.32958,259.2423805,434.0316952,452.8792242,147.8449379,105.9393704,465.8435552
"Ms4a8a","Ms4a8a",153.9914859,334.9317111,210.552203,198.8301925,50.1581697,63.7073364,92.4922172,40.0970671,92.3679322,161.514814,264.4556561,162.592132,77.5069444,82.2060461,230.5373614
"Gm6086","Gm6086",18.9402363,11.3956927,53.0718676,17.1114198,18.1737001,30.3463332,43.490475,45.2792812,107.0120621,93.5540094,188.5817109,161.7878661,36.321269,7.445759,115.5678191
"Fam174b","Fam174b",97.0872861,165.7586212,140.2368765,133.0689172,37.1093135,49.7134511,84.7761447,19.5676444,90.601307,106.5351452,207.1749286,125.4066149,69.9377534,46.4648484,233.1028591
"Sh3yl1","Sh3yl1",27.6604609,95.7325285,67.0071222,57.2250629,16.782795,19.8662479,30.2913753,13.5098061,59.0143572,45.8474191,100.8789412,80.867313,31.2245989,14.0729866,77.8049475
"Wfdc2","Wfdc2",170.4180081,605.0755722,425.8475758,394.5939938,137.8170952,171.1324099,193.8007609,86.266447,166.3590806,221.5239958,510.9426431,419.0829412,147.9511738,198.6141888,726.3784391
"Shroom3","Shroom3",181.6359679,449.8166223,340.7160541,368.6532509,56.4227724,124.545363,176.9652439,71.0923002,185.9179362,291.7549207,564.5804025,289.4169699,175.3784893,174.8207018,591.6130256
"Eif2b1","Eif2b1",128.2974024,344.6045774,303.4899415,240.3910626,94.7008962,156.5928196,134.3450809,86.0745051,88.3357056,167.2896755,297.654728,241.2683185,113.1798019,83.026751,335.1040055
"Frat2","Frat2",95.4834291,265.3302073,111.8994087,161.529627,55.9454479,71.9348051,83.2145456,75.9763207,196.0725879,129.2224893,365.3997662,312.9493588,90.423919,101.7029117,432.6511605
"Galnt7","Galnt7",129.6139327,275.4304312,248.7781646,311.3772465,67.0832515,66.1861048,81.2671948,40.4028316,151.4808516,209.2706263,399.447011,230.4389097,88.537545,143.1423984,520.6561448
"Golph3l","Golph3l",128.6360755,332.3440522,257.9577559,221.0223841,39.9536649,81.344207,87.3703706,27.7294337,87.0723003,141.9507127,341.4446048,231.3454824,128.9721558,101.0532133,478.7792139
"Slc35c1","Slc35c1",175.3874295,343.6095222,321.3736987,231.7117737,69.8269484,60.5219485,112.5700482,101.1615755,88.0693152,151.0866262,352.807646,200.7851468,134.0529258,87.006591,326.6452849
"St6galnac2","St6galnac2",80.6360888,344.7486996,313.8549742,225.4872867,61.8097088,105.8083067,155.6309009,68.932357,119.1106554,166.1531111,285.6786202,185.8316222,160.4756953,163.4924554,480.8132348
"Myo1d","Myo1d",169.3897472,443.84941,265.4285152,414.0889226,105.605331,98.9495338,156.93378514,81.7508561,240.7320044,298.2411706,446.5585067,415.7453241,84.3370125,112.2228606,427.1123621
"Prkcz","Prkcz",116.6613211,207.1231772,192.0235191,231.9277798,53.8800149,27.7385871,105.086922,44.5459488,99.0420654,105.1612109,227.4934494,184.4972095,106.2301616,87.146498,315.1678472
"Plcb3","Plcb3",199.4565832,495.0951092,389.9197522,430.4737109,129.1320453,129.3621833,221.6333513,58.438262,334.42693,300.5539953,679.9263481,465.0245954,223.7838759,235.057276,802.4961028
"Ccdc68","Ccdc68",84.7046368,38.0194337,67.2381256,96.4863547,18.6162347,13.1384293,39.1561685,11.3461764,61.4592114,45.9935311,91.0228535,44.7809036,15.4255541,24.6161068,118.0300268
"Slc35a3","Slc35a3",169.1076039,339.4056087,189.0114524,269.5677828,44.1403664,83.3438251,126.7513972,18.9424739,106.4812955,192.2199441,432.3834642,313.4127496,121.9039968,52.4995626,337.1895485
"Acot8","Acot8",127.3935426,308.9180597,305.173955,236.6219426,57.1356115,68.4595477,149.2223157,54.7906551,130.2589821,159.3202399,251.3717211,229.3774693,96.3100995,71.4389802,329.6699407
"Gss","Gss",243.6583989,530.00111226,503.9243365,352.0491464,103.348284,158.8659501,228.6142309,102.1530706,234.4846884,278.8703247,556.2695208,447.3628322,186.147335,205.1292222,638.511924
"Nr3c2","Nr3c2",91.4464995,159.3604155,114.1442041,171.8485734,45.1351146,26.9196324,46.1514119,13.1545944,151.7368731,238.9182802,420.456371,235.3781975,28.6139918,12.4591877,296.0830591
"Gsdmc2","Gsdmc2",46.1458794,231.3198129,224.5772908,150.8684045,57.8099501,57.5643288,76.1393263,63.1989774,174.1581701,109.120525,177.5837495,251.8004623,62.7463228,107.7038683,307.4175372
"Gm8979","Gm8979",318.3977804,393.1815938,225.1224604,532.5995424,98.7875406,141.53535,259.9029624,72.0018135,254.6378978,331.0300584,716.5523918,426.921613,362.9138128,279.4417081,1031.8285328
"Bcar3","Bcar3",85.0264145,249.3066802,223.0758914,235.7324239,46.5519071,40.5441359,100.6477569,64.8874081,134.4985567,166.2373311,268.2332294,194.0068396,87.3096403,83.5137019,342.6601653
"Cited4","Cited4",127.6866178,236.5164757,158.910356,304.4172102,46.9749579,93.8589526,105.1358224,18.8877456,43.6791125,93.2322477,207.141179,82.2036075,62.9584776,120.9848056,361.6303134
"Ipmk","Ipmk",121.4294608,255.90785,188.8748198,310.9088647,61.6941079,78.3943675,75.0056668,34.2881719,150.5007816,246.8770307,397.6733709,277.0817941,71.6106933,76.8607925,391.5568753
"Gstt3","Gstt3",106.4046341,223.3132008,103.7809128,192.0517089,45.1558357,62.0092826,100.2421756,66.463802,64.1668183,85.6126241,190.0107964,88.7637787,64.3801699,100.697426,196.2787213
"Sult1d1","Sult1d1",180.7405494,339.8390563,228.0408994,353.9790926,96.2106847,60.9568063,184.5408787,71.7726927,278.3885315,266.5325349,492.2038912,447.0661197,160.8387644,160.4350541,568.1568354
"Hpd","Hpd",11.469915,69.995255,54.146327,53.8409649,21.5190227,19.6086671,26.0291469,5.2806635,15.536133,37.0479663,74.7880841,42.2805121,13.3528515,6.3879192,72.7427142
"Tfcp2l1","Tfcp2l1",202.7388885,445.5651698,379.0738533,394.0408491,68.7008908,123.7146682,178.9805237,74.1698953,284.3617319,244.8195913,530.7124654,463.574377,120.5079205,182.4673982,624.4408019
"Pi4k2b","Pi4k2b",178.6433763,385.5959714,269.3352987,298.2055829,100.9179557,122.5654978,136.5949473,25.8863977,159.6815558,315.266936,485.4553707,412.4683466,125.4602908,131.8095473,492.0502928
"Ppcs","Ppcs",67.902015,217.6765075,117.7744457,143.6485348,62.6413781,30.5550611,80.7776716,112.3801224,44.9847061,119.4534892,159.8633411,159.3088451,73.3538382,39.4957535,227.7095303
"Cda","Cda",49.7033131,77.2369077,55.3639964,109.283358,41.5376433,58.7588901,63.0339086,6.8870816,82.0126972,39.0366206,90.7538969,84.4287235,54.1524964,32.7954874,121.2791332
"Cyp2s1","Cyp2s1",44.2949692,126.7336869,81.6388857,106.1091246,25.1446237,31.4117775,86.2643517,33.5025254,77.5114434,90.9993625,124.024499,122.3839373,64.6247119,59.180933,150.1304213
"Aldob","Aldob",133.10121,453.7546766,330.3515853,310.7513078,99.1558219,116.3194365,142.4257855,36.3598447,156.8619224,189.9928831,367.1126747,340.150513,136.9842922,135.2593303,478.1795721
"Gmds","Gmds",239.4715185,482.7409792,455.9650197,393.9314351,86.5595404,110.445471,221.3110548,74.8540024,181.4396521,276.0285091,543.8561861,434.8305388,148.7706422,167.9629077,665.980284
"Dhcr24","Dhcr24",205.1418274,293.0442039,312.434983,245.2186436,77.9406302,79.2020596,110.39425426,52.1248647,127.5381715,140.7069914,424.8510799,265.1569784,73.3154727,118.6102086,311.4719484
"X1810030J14Rik","X1810030J14Rik",0,42.5109572,155.4120325,51.3083814,19.4782393,22.492024,30.2132804,0,0,24.7614724,95.1426428,41.5999569,51.371156,100.9571767,293.2605044
"Pparg","Pparg",94.372538,149.50232077,91.1947048,167.4391535,21.3973805,53.4296027,99.6868938,11.3936158,108.2659032,113.3415003,226.247139,181.0141747,86.6741382,85.515451,313.7133584
"Gale","Gale",269.9215794,546.4064853,529.2987545,406.6131867,97.9718125,159.1495424,239.3326804,190.4493527,157.7284129,218.9128403,494.470619,401.2143447,125.5248017,159.8326219,477.9113562
"Acy1","Acy1",55.3990101,112.3747212,174.5241891,72.9753114,63.2751124,52.2448823,94.9575988,26.1275196,57.1364022,56.7102499,107.5240035,137.5509218,39.8097425,43.45908,125.3218061
"Bdh1","Bdh1",196.172926,463.1971559,371.8933676,337.2244439,195.3454101,109.8784444,202.896848,114.0548946,240.5815861,279.1918428,478.4766283,468.5548843,89.9694261,109.8995477,440.9826545
"Gjb1","Gjb1",153.5628277,343.3794007,262.2772126,308.7867138,128.8657865,149.2828344,133.6033841,27.4936811,92.9643898,157.58459,355.6533795,230.9092805,115.6467108,134.6471953,364.6239224
"Ugt1a7c","Ugt1a7c",72.5721974,190.0117006,113.8511609,197.1683153,13.4088894,54.331512,58.6059628,31.1439559,132.1284079,96.1819446,300.849959,236.8063775,92.2429413,60.1485246,306.4123683
"C630004H02Rik","C630004H02Rik",108.1494882,226.896486,180.8206405,233.1387656,49.0725267,52.587932,75.1060898,15.4047825,42.2045235,88.2546214,219.8538344,53.6251237,60.3537287,91.2027535,240.4387386
"Atg4d","Atg4d",89.0085262,166.1396992,156.7645466,180.300965,36.7945391,46.3506922,54.1810976,20.969795,43.817285,80.224842,199.0978065,113.3080112,40.1646395,16.6481335,178.4945435
"Gata6","Gata6",208.6173907,457.4336029,218.3598972,351.2666747,88.0316779,74.5755931,134.4358312,81.5223805,133.6157004,182.757672,423.0814848,285.3769491,138.4827813,124.7717499,564.8925107
"Neu1","Neu1",87.5071357,170.3431055,111.5609394,133.930416,21.4677788,25.3191809,81.7596307,8.9843948,59.0220756,79.370984,140.4240035,106.0915111,63.8681904,41.8929695,209.0295737
"Elmo3","Elmo3",71.3315047,123.1172113,93.2415538,172.2795782,41.9213076,67.7727961,40.3948196,37.1529206,71.0575185,83.2813007,200.2101469,125.3225231,62.2560057,62.7402937,204.5676172
"Fzd5","Fzd5",130.2996408,335.8514327,138.7784412,325.1751122,16.4127539,59.1883519,120.668108,28.52879,188.6346014,244.9258705,427.1122445,313.6358834,93.5265141,109.4379828,427.7970253
"Naaladl1","Naaladl1",34.1753682,102.1516656,111.3904844,123.6750354,20.6137597,25.020968,41.6079724,5.2967305,28.2874147,8.566742,58.3237983,49.9813353,36.3083597,35.0016995,78.043911
"Pccb","Pccb",107.2358528,307.8344342,209.5133214,233.3074321,91.2680438,87.4792514,147.1670498,156.5293296,108.3848473,187.8722182,283.5328879,217.0434202,124.4163766,115.9475743,336.0081009
"St14","St14",211.9074608,423.095323,285.0480172,296.1773854,94.8100091,122.9296163,172.9791961,74.0406151,205.5110324,202.4274936,460.5056325,370.1201953,104.4297672,160.056368,488.5671396
"Abhd14b","Abhd14b",72.8009499,267.3883259,149.7595918,160.0951411,31.27948,64.815601,145.3643397,13.7607179,89.3955849,134.3774254,212.6436793,204.5942874,93.6417076,105.5734258,231.4678007
"C77080","C77080",126.533351,429.2196544,219.8782951,365.8429226,86.9523199,82.4216474,184.7872202,59.0008974,283.6486933,266.6947329,522.442985,450.6955276,94.7745714,113.5338701,496.4282592
"Nipsnap1","Nipsnap1",148.5654371,332.3754357,201.6534461,208.7231781,73.2180289,75.770171,133.3128867,56.1017241,94.7584708,136.4201849,315.4565137,238.8953298,129.6219186,114.551949,326.2794252
"Sval1","Sval1",0,105.602722,54.2162549,10.8446802,16.9616083,0,30.900427,8.778011,0,25.9378072,44.4616818,11.8878507,36.4349737,40.1614924,66.4842257
"Kcnn4","Kcnn4",270.9331704,589.5592557,415.1562107,421.3423907,139.1014237,229.7298749,232.5450442,205.3650141,163.9431414,301.5883404,377.9825063,445.8780596,198.8212888,186.139626,593.9959015
"Rab4a","Rab4a",54.5111468,71.1145645,108.6484795,82.9859051,14.3526163,29.57195,47.8006353,102.5884443,32.6043509,50.5827548,114.31212,78.732516,70.8597666,61.6085258,153.8188344
"Lrig1","Lrig1",183.1374284,516.8742641,329.7318546,446.8259544,77.9627954,121.3417747,233.4249967,41.4409973,229.9687045,240.5503726,570.1527878,436.2682349,187.6328658,226.2610547,613.3740823
"Usp53","Usp53",207.534099,347.060731,259.4612704,307.8690208,62.2460301,91.036812,96.8495259,66.9120487,162.9502698,198.7163395,354.5023231,246.5083041,109.6868881,143.4324908,501.7765357
"Fut4","Fut4",20.9421647,95.2028691,38.4500565,83.3916632,6.2959914,6.125664,39.4060506,12.1336253,6.832463,59.2954534,87.2512742,16.5759749,47.9300507,6.9506814,75.4189429
"Paqr5","Paqr5",69.2455027,171.9697605,92.2848502,170.7006376,34.4744047,36.9889367,68.3107838,21.0549879,76.6387506,101.551952,167.7375501,151.7790645,55.6881422,120.6082563,179.3479182
"Pkp2","Pkp2",83.9074358,192.2863819,162.9833005,170.0769266,48.530704,58.3712676,75.0761767,53.1867309,73.7981695,129.9025028,273.4497819,198.7322673,60.8158344,89.1944568,257.303044
"Rhbdl2","Rhbdl2",35.9801672,90.8895972,116.378624,127.4174455,32.6176201,29.1518839,31.9546984,58.8398269,4.9460325,59.7077105,110.5661553,82.9014768,12.6893716,21.009521,106.7767649
"Kcnk1","Kcnk1",168.6268793,392.5483945,249.2606511,293.7412484,37.3326527,60.0377867,117.4442117,49.6185372,93.3475206,215.5895482,409.2419771,341.9624931,95.2597214,171.1093418,452.433778
"Ppap2c","Ppap2c",130.771512,299.2580273,207.4765189,209.0071893,65.016231,68.9510928,103.1059363,89.5123317,96.3734207,114.5800378,337.6682273,261.2175646,66.2517927,85.3609298,299.3444752
"Paqr4","Paqr4",173.2159196,370.8834918,296.5085188,269.4597456,82.0246142,92.4531514,116.3603684,50.6188855,146.7628158,199.0311478,341.1241909,349.4723885,73.1932821,135.0032889,360.2064874
"Ptpla","Ptpla",67.5454084,158.5682844,178.3701799,185.7846388,38.0353728,61.1062912,71.0308149,5.9805245,57.3186817,130.8994878,202.3853155,240.9398715,81.4096744,67.7603873,287.8342988
"Csrp2","Csrp2",314.9489147,788.7024835,735.1472409,576.0863449,237.1321356,269.5901104,351.9561368,132.0538629,440.0965135,425.6975311,762.8036893,739.6196603,220.4318549,394.7164486,1124.3503877
"Lmo7","Lmo7",180.4881046,354.5385238,269.1826327,291.5467494,62.2265032,86.652376,144.63382676,80.4525254,136.7866698,251.6863056,481.2838465,301.2559263,152.8858952,148.6217048,559.4486713
"Gstt2","Gstt2",157.9288164,412.2372801,421.1401294,344.5065774,129.1922981,173.6577473,192.5681741,165.6095548,186.8819835,219.1411708,297.4384705,353.9709531,129.0774317,144.8193528,419.2272687
"Dhrs7b","Dhrs7b",136.5763546,324.0089131,248.7058354,163.7456338,50.5521888,87.4262231,154.974648,71.8426847,96.7828417,133.7328694,283.1618705,197.1935956,122.7078016,68.2485107,271.8098755
"Ceacam20","Ceacam20",8.194421,11.0047211,3.7197158,21.935388,0,0,12.509129,0,10.6520544,12.1420256,25.3295018,22.5565436,0,2.7045138,12.9889583
"Cd320","Cd320",127.5135501,226.9955361,282.6182037,234.8706339,48.5833911,109.8884646,90.8450041,138.0146394,164.7771178,150.5627133,225.1434796,281.093569,126.927981,66.5738455,326.8140251
"Cryl1","Cryl1",90.4651104,240.5190224,279.668838,214.6287322,74.4275427,68.5463002,146.0166804,65.2812446,66.4221168,119.7131784,278.8455931,228.1876869,104.5648345,52.1780813,301.9171498
