"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge","topGenes"
"26","GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS","0.997983870967742","1","0.00480899561354898","-0.210237927021361","-0.544055783659673","69","c(""Dlc1"", ""Ift57"", ""Nlrp12"", ""Robo1"", ""Ngfr"", ""Tnfsf15"", ""Khdc1c"", ""Fasl"", ""Tnf"", ""Casp4"", ""Nlrp1a"", ""Apaf1"", ""Pmaip1"", ""Nlrc4"")","Dlc1,Ift57,Nlrp12,Robo1,Ngfr,Tnfsf15,Khdc1c,Fasl,Tnf,Casp4,Nlrp1a,Apaf1,Pmaip1,Nlrc4"
"27","GOBP_ACTIVATION_OF_GTPASE_ACTIVITY","0.87987987987988","1","0.0169971052149879","-0.309322490583329","-0.813971237180092","93","c(""Tbc1d9"", ""Arhgap29"", ""Garnl3"", ""Apc2"", ""Evi5l"", ""Arhgef15"", ""Rasgrp1"", ""Ntrk3"", ""Epha2"", ""Tbc1d1"", ""Tbc1d30"", ""Syde2"", ""Tbc1d10c"", ""Syde1"", ""Arhgap22"", ""Sipa1"", ""Tbc1d12"", ""Tiam1"", ""Arhgap24"", ""Nedd9"", ""Ralgapa2"", ""Ect2"", ""Arhgef19"", ""Rabgap1l"", ""Usp6nl"", ""Tbck"", ""Tbc1d8"", ""Gmip"", ""Tbc1d15"", ""Arhgef5"", ""Rabgap1"", ""Tbc1d5"", ""Bcr"", ""Epha1"")","Tbc1d9,Arhgap29,Garnl3,Apc2,Evi5l,Arhgef15,Rasgrp1,Ntrk3,Epha2,Tbc1d1,Tbc1d30,Syde2,Tbc1d10c,Syde1,Arhgap22,Sipa1,Tbc1d12,Tiam1,Arhgap24,Nedd9,Ralgapa2,Ect2,Arhgef19,Rabgap1l,Usp6nl,Tbck,Tbc1d8,Gmip,Tbc1d15,Arhgef5,Rabgap1,Tbc1d5,Bcr,Epha1"
"28","GOBP_ACTIVATION_OF_IMMUNE_RESPONSE","0.917082917082917","1","0.0137183520206939","-0.309227475023923","-0.845398944370626","219","c(""Pram1"", ""Btn1a1"", ""Cd59b"", ""Gpr33"", ""Fpr3"", ""Btn2a2"", ""Vav2"", ""Hc"", ""Cfi"", ""A2m"", ""C9"", ""Colec10"", ""Cd46"", ""Ms4a1"", ""Foxp3"", ""Mfap4"", ""Tbk1"", ""Nfkbid"", ""C2"", ""C3ar1"", ""Pak3"", ""Yes1"", ""Pik3cd"", ""Vav3"", ""Ptpn22"", ""Clec7a"", ""Cfd"", ""Apcs"", ""Lilra6"", ""Pira2"", ""C8b"", ""Mog"", ""Cd247"", ""Cd22"", ""Klrd1"", ""Masp1"", ""Thy1"", ""Klrc3"", ""Tec"", ""Btk"", ""Nod2"", ""Sla2"", ""Rc3h2"", ""Cd79b"", ""Fyb"", ""Malt1"", ""Hexim1"", ""Cd160"", ""Zcchc3"", ""Btnl10"", ""Traf6"", ""Rnf31"", ""Nlrc4"", ""Map3k7"", ""Vtcn1"", ""Lime1"", ""Ikbkg"", ""Sfpq"", ""Cd55"", 
""Dusp22"", ""Clu"", ""Rc3h1"", ""Btnl2"", ""Rabgef1"", ""Trat1"")","Pram1,Btn1a1,Cd59b,Gpr33,Fpr3,Btn2a2,Vav2,Hc,Cfi,A2m,C9,Colec10,Cd46,Ms4a1,Foxp3,Mfap4,Tbk1,Nfkbid,C2,C3ar1,Pak3,Yes1,Pik3cd,Vav3,Ptpn22,Clec7a,Cfd,Apcs,Lilra6,Pira2,C8b,Mog,Cd247,Cd22,Klrd1,Masp1,Thy1,Klrc3,Tec,Btk,Nod2,Sla2,Rc3h2,Cd79b,Fyb,Malt1,Hexim1,Cd160,Zcchc3,Btnl10,Traf6,Rnf31,Nlrc4,Map3k7,Vtcn1,Lime1,Ikbkg,Sfpq,Cd55,Dusp22,Clu,Rc3h1,Btnl2,Rabgef1,Trat1"
"29","GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE","0.681397738951696","1","0.0325785172778622","-0.367382874801725","-0.918888291449026","46","c(""Tbk1"", ""Pak3"", ""Clec7a"", ""Lilra6"", ""Pira2"", ""Klrd1"", ""Klrc3"", ""Hexim1"", ""Zcchc3"", ""Traf6"", ""Nlrc4"", ""Map3k7"", ""Sfpq"")","Tbk1,Pak3,Clec7a,Lilra6,Pira2,Klrd1,Klrc3,Hexim1,Zcchc3,Traf6,Nlrc4,Map3k7,Sfpq"
"30","GOBP_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY","0.725225225225225","1","0.0339723613634993","-0.377675539472228","-0.831627971636474","16","c(""Tnfsf15"", ""Tnfrsf10b"", ""Tlr6"", ""Malt1"", ""Traf6"", ""Map3k7"", ""Tlr3"", ""Irak1"", ""Traf2"", ""Zfp91"")","Tnfsf15,Tnfrsf10b,Tlr6,Malt1,Traf6,Map3k7,Tlr3,Irak1,Traf2,Zfp91"
"31","GOBP_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY","0.714747039827772","1","0.0325057651164641","-0.367576762581802","-0.855319427562616","22","c(""Gpr55"", ""Plcb2"")","Gpr55,Plcb2"
"32","GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY","1","1","0.0014426950408889","-0.192432235972243","-0.514759492436843","122","c(""Chrna3"", ""Itgb3"", ""Nrg1"", ""Il23a"", ""Dgkq"", ""Kif14"", ""Il4"", ""Adcy8"", ""Tnfsf15"", ""Tnfrsf10b"", ""Igf1"", ""Ntrk3"", ""Lep"", ""Gprc5c"", ""Cdk5r1"", ""Tlr6"", ""Cdk5r2"", ""Adrb2"", ""Malt1"", ""Pdpk1"", ""Traf6"", ""Vegfa"", ""Dlg1"", ""Map3k7"", ""Ect2"", ""Tpx2"", ""Osbpl8"", ""Tlr3"", ""Spdya"", ""Taok2"", ""Acvr2b"", ""Pdgfc"", ""Slc11a1"", ""Mob1b"", ""Clspn"", ""Fgf1"", ""Mob3b"", ""Adnp"", ""Gprc5a"", ""Jak2"", ""Mt3"")","Chrna3,Itgb3,Nrg1,Il23a,Dgkq,Kif14,Il4,Adcy8,Tnfsf15,Tnfrsf10b,Igf1,Ntrk3,Lep,Gprc5c,Cdk5r1,Tlr6,Cdk5r2,Adrb2,Malt1,Pdpk1,Traf6,Vegfa,Dlg1,Map3k7,Ect2,Tpx2,Osbpl8,Tlr3,Spdya,Taok2,Acvr2b,Pdgfc,Slc11a1,Mob1b,Clspn,Fgf1,Mob3b,Adnp,Gprc5a,Jak2,Mt3"
"33","GOBP_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY","0.998932764140875","1","0.0120226641890431","-0.170821235310648","-0.407470448947328","26","c(""Nrg1"", ""Igf1"", ""Ntrk3"", ""Pdpk1"", ""Osbpl8"", ""Fgf1"", ""Mt3"", ""Pdgfb"")","Nrg1,Igf1,Ntrk3,Pdpk1,Osbpl8,Fgf1,Mt3,Pdgfb"
"34","GOBP_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY","0.848958333333333","1","0.0217960026831818","-0.319684819630503","-0.781202338694178","36","c(""Dmrt1"", ""Nodal"", ""Cer1"", ""Magi2"", ""Bmpr2"", ""Lemd3"", ""Igsf1"", ""Acvr1c"", ""Fgf9"")","Dmrt1,Nodal,Cer1,Magi2,Bmpr2,Lemd3,Igsf1,Acvr1c,Fgf9"
"35","GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION","0.72027972027972","1","0.0284333438791734","-0.345174110889269","-0.937781873486464","167","c(""Frmd3"", ""Tnnt3"", ""Obsl1"", ""Ttn"", ""Dlc1"", ""Six4"", ""Frmd7"", ""Frmd5"", ""Neb"", ""Tgfb3"", ""Tmod4"", ""Capn3"", ""Tmeff2"", ""Flnc"", ""Myh3"", ""Arhgef15"", ""Myl9"", ""Ppm1e"", ""Arhgap28"", ""Casq1"", ""Asap3"", ""Pdgfra"", ""Myom2"", ""Mylk3"", ""Actn2"", ""Csrp3"", ""Fhod3"", ""Myh11"", ""Pgm5"", ""Lmod3"", ""Alms1"", ""Anln"", ""Cnn1"", ""Ptger4"", ""Ttc8"", ""Fermt2"", ""Wnt4"", ""Clasp2"", ""Mef2a"", ""Myh9"", ""Limch1"", ""Nrp1"", ""Fam171a1"", ""Met"", ""Pdgfrb"", ""Ppm1f"", ""Serpinf2"", ""Cit"", ""Sorbs1"", ""Ect2"", ""Ppfia1"")","Frmd3,Tnnt3,Obsl1,Ttn,Dlc1,Six4,Frmd7,Frmd5,Neb,Tgfb3,Tmod4,Capn3,Tmeff2,Flnc,Myh3,Arhgef15,Myl9,Ppm1e,Arhgap28,Casq1,Asap3,Pdgfra,Myom2,Mylk3,Actn2,Csrp3,Fhod3,Myh11,Pgm5,Lmod3,Alms1,Anln,Cnn1,Ptger4,Ttc8,Fermt2,Wnt4,Clasp2,Mef2a,Myh9,Limch1,Nrp1,Fam171a1,Met,Pdgfrb,Ppm1f,Serpinf2,Cit,Sorbs1,Ect2,Ppfia1"
