"","symbol","18_53_M","18_45_M","18_46_F","18_47_F","24_60_M","24_59_M","24_58_M","24_61_M","3_8_M","3_9_M","3_10_M","3_11_M","3_56_F","3_38_F","3_39_F"
"950","Tbrg4",222.078814911,218.143756814,158.867146031,201.020270144,61.1570293761,195.726123187,143.815906718,142.117195367,210.741716726,181.676689931,143.11388104,95.384771639,216.787182465,193.461729326,289.480090259
"951","Lgals3",475.29136207,530.0068603333,492.502101719,377.7039365915,310.6857366153,424.476643142,467.7444302232,289.116873049,399.2770345605,436.5669223085,406.144914537,237.647412908,449.4709348439,421.2072448066,555.011938631
"952","Dok4",151.6453448245,192.428404901,96.646057506,168.39536278,42.9790017884,165.669603796,137.622639219,121.649783862,177.842451626,215.871460026,158.579792928,104.680336474,212.431127477,132.161105316,304.297834329
"953","Dnmbp",110.755207658,147.567476246,51.693467019,144.042686916,45.08973188,92.751980895,114.216214012,103.867595141,186.81349707,155.439227953,193.803611512,114.684491207,150.8051919,90.994082446,300.731670576
"954","Anxa11",209.273081981,152.758020451,97.323030868,224.239627643,40.1642384204,243.273892346,139.678103307,112.309813594,277.853187219,224.47063635,215.405781604,114.977994715,198.18462173,151.093117834,270.642181404
"955","Rdh16",90.21643151,72.507346745,109.523407516,149.276845043,26.76177302,72.090274146,76.98229732,84.709331973,103.62322174,152.099460486,102.20925476,28.4927158,105.610267215,69.446384422,208.95990995
"956","Endog",299.27420114,280.807260895,230.145306912,194.871546095,144.1095531737,187.404888579,212.5072161017,114.617515446,137.035970613,137.601900248,125.743655915,61.155121022,217.259516666,249.917467297,240.519103136
"957","Tfrc",240.114876793,209.97363316,201.8956951585,195.53162611,104.4808747644,147.860399815,156.29208374,131.9097816785,181.835879042,180.963265309,195.525324245,87.210171221,262.9470281055,204.6979687275,342.8294019155
"958","Tmem79",187.024249732,157.611394941,118.3564924773,124.989076616,52.038971029,129.491269268,166.102980515,114.148663596,171.218020987,150.470843214,94.843594518,47.9687421,209.575027763,143.443833,246.568671057
"959","Itpka",70.890230104,146.415939078,52.82415114,139.939338964,39.9328619,110.122462655,95.356197795,79.045704889,130.487086332,101.605003976,74.245301755,51.766135243,127.2447316,80.698532891,190.31836882
"960","Cpt1a",169.4718570386,208.519843171,189.1532125367,235.483957433,104.02311218547,163.568102737,228.0460995296,133.500948304,257.743502313,274.154459281,224.052819329,148.137107957,312.788205573,205.910425698,399.776776372
"961","Kremen2",81.474679424,83.763796533,95.934791344,63.665914865,37.618379603,64.248613105,95.378617965,47.56388199,78.153963764,123.04102548,111.605636995,43.784104224,188.23420043,136.236896147,192.772638354
"962","Acta1",73.444788877,64.211677417,25.020177071,77.513071484,44.4400579191,123.056746908,95.5489514215,46.99114351,134.5404045264,70.497370296,67.672232203,66.598641099,77.788491993,90.912383553,105.326711505
"963","Mlycd",188.871744518,239.37794834,167.59258724,230.8852488157,81.3779961969,206.917012069,195.9646402547,142.823116973,171.744076678,188.54782382,160.740636859,106.4527114,266.889277676,226.468874911,324.179143804
"964","Ppard",188.316738593,249.534581581,198.333670792,235.914259494,78.378562716,140.038054218,152.250064327,83.183796437,151.575070483,189.789588209,215.797600662,100.283702771,141.426021099,163.555520102,268.809688549
"965","Pcsk7",149.3545814714,204.531450223,164.1420797243,217.247807587,70.8481009117,137.527358107,168.8476804945,130.9634495945,180.754895213,162.843595361,155.927352485,111.717067248,251.821431793,146.590303053,295.574439896
"966","Fut8",140.320043981,109.863111692,105.794258972,146.66822214,47.0700585399,145.37264976,160.690289575,160.669906436,156.513493345,136.850887741,137.75802626,63.375654402,236.01931343,159.594015314,330.356927565
"967","Nudt14",301.65167435,288.375707864,383.217772909,206.062477746,185.2432528256,231.557694279,335.0492191813,165.1290838035,181.694890115,199.689133037,175.093472824,110.500040592,297.501552859,288.544768895,333.11389756
"968","Hmgcr",283.099626228,187.267840828,197.103106205,162.365505692,61.126060248,173.5696531855,184.0372926731,137.7840835615,145.210386903,130.38323923,165.37678812,88.988558477,284.875117912,389.326915424,314.952313776
"969","Fat1",129.315042605,196.1383898425,151.0290495475,180.409019298,54.314356679,127.886205163,169.213582706,126.365479777,230.293080491,217.954403438,212.413459855,119.569618172,215.369403888,182.171803677,335.101185711
"970","Sqle",221.9747798095,152.510809358,129.184331311,134.418050225,47.2220975876,205.936782155,126.319759862,141.945801886,163.171145889,136.507802243,165.079217245,78.60211051,190.607729427,172.285779576,249.823122413
"971","Chpt1",228.354114706,207.31855639,141.4391788952,175.135163684,78.0227963973,236.93904385,287.8416793513,176.405292618,198.946532643,204.703076496,178.395923608,59.425257411,313.684034067,270.427014785,330.194180732
"972","Slc25a1",260.133675994,280.893196964,293.0182244996,263.945548332,158.7683174396,301.397254168,320.4843737256,185.523819971,263.3766352,273.171789202,249.640914253,160.484343497,285.017159563,322.3578221315,378.633027901
"973","Fam136a",263.679894474,242.401473874,205.9758858895,183.840536975,86.0598764267,222.8056661855,233.558180335,156.911815657,182.004632191,185.642912487,153.028716392,97.572996552,347.484382336,221.3701792805,345.235574373
"974","Cachd1",130.003255356,161.623903223,153.0097492763,162.833395814,66.0833857955,84.563714733,152.130562315,98.490293076,182.739467612,183.767517848,181.7727437845,107.178174318,188.450691835,128.311010376,324.016441483
"975","Rhot2",117.746544512,219.254796362,148.915684285,194.68454259,77.4520341251,155.703386102,102.096149058,107.492018962,148.667883928,173.081162174,149.845673652,113.346273403,171.058914058,134.847482388,236.487568339
"976","Slc27a4",115.576216472,225.922263214,157.340016549,220.881871493,69.5894154372,114.978233941,110.807826318,89.715772125,203.060732397,168.256761947,172.646234635,117.015420913,164.70245936,177.662855343,272.1217405895
"977","Slc35f5",108.5144775915,213.551259474,114.182007542,208.839809344,59.776287318,169.81041626,107.1077513374,149.219826877,231.621597882,231.888978709,184.300150693,130.007934614,269.59781396,171.940297354,386.930798947
"978","Cyb5b",365.222048407,346.015400558,385.11581118,273.190169623,162.702965451,283.034944514,308.7067248655,201.973498785,263.5574615,243.024378352,247.896512173,139.902959696,372.434331684,304.3041995905,445.495048138
"979","Kdelr2",376.7848869077,372.805846084,367.536224815,295.503678622,180.886451497,323.924252735,410.3386726233,217.204441841,241.991665457,237.629433512,207.583144012,133.1630695,533.757968682,589.595454028,539.296249216
"980","Ap1ar",188.188641432,222.285805909,132.441936035,261.231556343,53.5292091693,211.342073589,164.4321071926,180.110907303,259.137996092,236.282335958,191.666549506,128.4684867,263.354504673,172.345153921,361.390189363
"981","Acss1",96.5241454863,154.2132240524,99.3569845335,180.363023761,54.034829404,123.258615856,122.4565590572,166.323907733,251.238242041,150.400096306,147.585280521,94.132309309,234.12770563,154.472679315,361.725991965
"982","Rdh9",35.099333961,104.660704875,73.85828731,102.410546079,20.435653305,92.79022238,57.406903836,66.79936833,127.02718457,125.054019,87.974241928,72.41173136,173.923497025,80.605695785,162.206234355
"983","Adck3",163.0485586434,150.245562613,79.520242844,132.69714735,47.86997482555,183.306403508,220.2218963,183.398269681,212.77751069,180.297625015,138.509500322,67.162019154,214.09763821,145.217425176,356.38256003
"984","Fam83h",104.108091155,129.837616394,108.727284294,175.668049658,60.0924477784,103.765534928,131.0719136264,91.429898952,193.811528897,197.426956719,197.200141331,107.766396262,185.061073351,106.949180756,261.405992944
"985","Gna11",437.130394396,491.685370167,391.320107366,370.77491362,228.0286371056,400.86791092,408.505222385,311.211551335,356.857909833,341.62025834,307.543752229,195.517092161,491.083313185,484.6523124805,624.238374705
"986","Esrp2",106.102940939,137.092316094,59.378588358,156.366967473,48.3814066836,167.536932625,125.439596668,110.130625766,186.643278846,162.257797798,128.021339093,80.397099291,198.791260989,85.997676163,192.804160242
"987","Pycard",469.047056337,494.389758705,547.423466325,366.970408312,311.747059418,395.879576509,548.183164512,285.691153253,336.0924209295,326.216012603,333.923648677,210.701473956,510.797241683,449.407826829,609.432094619
"988","Pus1",240.262908311,192.5057131515,140.0108867587,146.446161949,61.5260346652,186.848892555,172.139819163,125.851307003,147.04445993,110.214649552,108.873383834,54.363855416,221.375026091,183.240714904,269.469071483
"989","Tmem150b",96.505774389,107.416627991,136.40108,105.841720555,42.57712728,83.417042181,96.82677296,44.04542703,84.378089736,77.19990927,72.331880733,35.73902293,120.338055315,88.893968971,120.082998723
"990","Tmco3",122.589774991,144.721151596,104.1589298286,149.83028969,50.0530732485,167.825668672,142.9811555237,92.315022133,147.088301638,113.52116758,103.382668247,60.918485139,221.489483442,173.348722233,250.11189918
"991","X4930526I15Rik",275.897927948,269.952387626,250.637529386,197.377257113,196.221352772,171.563759477,233.578339661,109.509532546,86.689367604,112.033582645,116.293611301,66.167387004,118.899912574,172.783450366,231.609006481
"992","Tns4",135.23395527,161.012059521,144.021190496,157.567783665,91.0596147577,113.4205138238,122.6067720988,94.469022054,202.839819174,270.200131898,174.184833794,132.700095473,167.634671239,129.574651568,271.271297058
"993","Twf1",409.766572202,402.8367500495,361.12081106,306.0417474975,188.4064391854,358.497390231,416.5515007557,274.162915015,250.972994184,219.076370767,213.629539612,130.402611652,524.957523892,488.402878366,541.468717825
"994","Scnn1a",103.794889468,126.961647755,86.968910526,121.708368702,41.875982512,168.937343511,173.525571088,79.329810767,132.290927661,175.60239666,153.139387205,67.07911299,104.057926725,92.990358771,133.287135262
"995","Arhgap8",82.204294774,102.450994394,91.01881804,111.12460221,48.670914395,112.36704416,157.910732015,82.98643966,81.976000118,93.853783356,52.192452278,25.78839938,118.10676585,89.23804875,139.25662196
"996","Tob1",302.3609083843,353.372283977,267.1044883925,377.702406828,87.2833350263,303.359445622,287.9364770488,225.868456971,337.050185484,326.617532225,333.291259149,205.775146292,382.103615129,404.186299369,493.016458829
"997","Echs1",331.689485503,342.310775404,312.1730582695,264.444687437,181.352239557,334.716207751,381.7184519943,244.144972796,257.1926361244,260.594278189,211.21815177,123.813440365,404.285419653,348.5019941667,448.475733016
"998","Tyms",253.103966765,223.157967416,231.411021337,122.665466768,82.5735031721,175.350280401,212.9874670507,126.794166773,136.759978802,146.338058994,119.971104437,73.895615974,250.985048136,164.040032821,295.788398933
"999","Tpk1",103.016435616,129.936048654,77.453213833,135.305926517,24.9570086665,136.627778392,113.507053633,95.868922799,154.899143055,131.78758509,105.406442138,35.735166131,211.089042996,123.134256899,273.32444586
"1000","Cyp51",231.7508651272,141.4089112205,123.407109154,181.2530456666,53.2469028401,204.184495857,143.9420229986,156.104537941,181.329036587,145.644419643,177.896694326,88.60027011,212.9534983875,207.569060681,260.935285319
"1001","Hmgn5",313.1445262215,325.765882369,347.363231985,250.609930057,177.43031525,226.701086914,327.293927761,143.529513508,244.332125749,229.334156144,265.012351814,181.688821053,323.41722966,307.838060916,525.025199828
"1002","Leng9",168.4212526735,193.4463265875,170.062540642,149.771173719,72.101611311,141.770063637,144.0073078375,102.740919693,127.300703743,163.099938657,158.104582569,107.631387058,197.482455863,167.836554804,266.983176904
"1003","Trappc6a",436.755094932,478.660637664,569.311002654,344.845163933,284.406054916,337.186900353,491.7250420243,239.147959292,254.06642779,296.575087461,286.492475245,170.846809962,407.3179937613,430.411714358,520.888993818
"1004","Fbxo32",164.302303488,90.968245488,118.731908086,107.4228165053,41.9618589623,88.981907464,137.205894863,79.056386519,125.010210154,160.978525691,169.623948526,63.026044844,253.737662059,161.035584334,285.231716703
"1005","X1500003O03Rik",189.3353346998,298.2861558982,186.7447096114,258.735609463,108.3088668216,277.616722221,197.8945699896,198.950886967,285.678285506,286.29603811,240.1213376745,156.603993039,328.166765936,241.6581717095,460.527804003
"1006","H2.Q1",84.806657653,154.135791714,63.37918581,120.468495488,37.9544575175,92.395917624,70.710349012,44.985932009,87.173336479,79.786679561,95.058041551,98.344494825,115.53332912,87.0080801970001,180.08069304
"1007","Sox9",223.5461853721,276.259160227,221.7783620655,226.736386646,88.8560219096,238.645283384,312.0745100105,187.5416579648,202.75442112,166.902210734,165.4192337914,95.876286643,306.5965832892,372.517815097,448.157748626
"1008","L1cam",120.08224938,172.510199752,123.39774085,193.766974775,71.7484274918,145.64512336,159.161531543,103.161761809,164.253084811,143.869237235,134.600223608,80.562938637,157.489542707,116.323659573,191.089740841
"1009","Isyna1",297.092196624,232.5313700615,228.1987923293,191.3640150576,78.13665933499,212.790298282,228.5162513071,211.81827094,206.682128383,196.745885499,183.148841827,114.192460015,281.4469897885,192.639967742,398.2891348027
"1010","Apeh",196.6906458535,235.456416926,165.216127795,220.647088422,61.8950134476,240.691089459,173.8388818438,151.529388065,199.341774319,187.45887435,166.3255563608,101.905050164,279.502532357,251.226656249,367.197528686
"1011","Camk1d",216.7901732531,174.5853680995,149.4464853658,197.280943231,78.56569787946,195.345409383,219.5093590444,165.726401712,199.969954657,161.885701281,165.528357732,94.403375823,267.218772379,221.871112523,395.76521979
"1012","Faah",146.5340155675,150.410514366,91.964023924,150.429615922,38.8477893487,162.370276776,155.5645377435,103.807928149,156.085259187,126.501069118,111.330392031,76.066390822,236.450666917,164.904236316,274.138716299
"1013","Cyp4f16",160.439099743,188.167958083,131.502630224,151.425171584,62.0397811569,162.23095082,158.816262209,123.822695391,152.290840493,192.893585944,135.817108867,88.171067972,231.713908833,155.657261314,271.547909019
"1014","Pex16",273.338764208,235.416619906,301.732930784,188.088266522,143.2713289183,182.563844514,257.438029296,137.139367337,179.913344691,168.644965037,157.75012294,82.106070758,257.106106041,196.014657772,289.047707119
"1015","Dhcr7",240.1071288597,218.897263643,121.1607083208,219.214495917,45.108493818,241.444031484,137.808460034,161.418663862,214.276371734,221.984011155,191.008284519,98.56713492,226.317778097,219.825757512,360.59122834
"1016","Tufm",332.8627554416,389.359218885,332.149024639,295.690006932,142.1737654208,333.017201026,312.5416815994,223.436684613,279.794918305,289.507152556,281.114507523,162.5969401,382.407281297,344.504047738,497.5895468315
"1017","Pdss2",168.275806827,199.670284562,91.740835299,178.578577656,31.051338505,108.351351074,92.022409463,86.826891289,128.324592264,131.099866839,122.55075428,48.02762371,189.399910059,90.55714048,275.144253494
"1018","Rars2",203.0969455517,201.154872014,114.185411673,160.400379073,54.2087146438,192.214724145,178.9630854445,162.231918638,197.015776864,174.441602801,125.116536986,53.820093243,311.808268839,169.648735648,289.216544391
"1019","Fam46a",229.9535801487,309.446940319,211.8214653627,247.9093113665,104.9935514441,187.275514076,227.8294007052,142.1674773417,260.145263163,250.511951658,262.801105191,138.554560033,275.826473991,336.7024725765,465.750699637
"1020","Hunk",98.964521453,166.580473546,89.723289754,155.255863375,31.763463346,72.20076289,82.377830607,66.201565524,120.271717934,98.624712884,109.969738657,78.863467435,115.368209025,81.053329422,240.738136354
"1021","Prdx3",317.6117801585,295.366357128,251.444152581,203.313805529,131.8986075293,306.880016002,353.0180459419,232.092459938,254.304345849,219.300666268,168.026719725,86.540236125,422.570761512,327.4720523185,413.6014579355
"1022","Hoxa7",158.838805527,242.580614863,229.600580328,135.146716556,84.669201744,123.66005644,199.11367351,88.706105864,114.010016395,125.178737758,101.1314305145,77.813780448,173.39598237,133.201855491,261.432681046
"1023","Prpsap1",302.701336316,357.244196731,253.889249949,288.916376335,140.7483696231,341.415527422,304.4024137144,235.205769426,294.146428205,285.347894105,233.332163438,160.788750143,390.039547927,279.501296725,469.039773533
"1024","Elovl6",158.80673627,210.384522219,131.917133662,176.71847762,74.9636583764,177.615309904,149.231300954,84.809781438,137.632202679,163.851213842,141.391132938,94.423582199,252.182301092,154.1195711505,258.478192125
"1025","X2210021J22Rik",251.831134865,196.251002441,233.044286975,156.26124513,121.4837790144,192.124224885,269.463810123,137.674695239,127.927364373,114.6955116,107.193580447,40.140170217,262.371622538,206.428622695,241.9126993045
"1026","Hist1h1c",282.5215844145,348.889517577,335.7774984333,256.3715116556,170.8249847763,342.499820703,372.6116517759,248.314530307,224.917115025,311.452680282,248.207868125,150.60369617,303.0600929088,250.4840849657,467.789221908
"1027","Chrnb4",46.08365608,95.7417044,50.21275311,103.28982937,45.758354235,81.6011893,102.814125044,41.566792363,44.42579403,29.39908442,34.33018886,25.17815685,82.619484854,67.22838243,116.31991388
"1028","Cdca3",192.607644272,96.395043956,143.332989602,62.454493688,44.2772856573,113.823767455,137.826878051,101.868378658,87.500066118,104.348698702,85.481187883,72.140619102,154.688920317,72.395826403,187.660781861
"1029","X4933431E20Rik",106.072640419,121.152275206,105.489964329,145.696708064,48.715768586,117.9453199,117.6224855195,91.613042419,177.065919973,157.148610529,162.517592708,83.76469881,190.107151644,154.379797842,268.429837118
"1030","Nt5c",416.661116554,398.116992135,526.11867962,309.887003855,239.107016901,306.3704174793,480.342548227,233.5923655,251.534335188,257.942917248,272.418060476,154.294951458,470.283741561,445.596866028,532.107791903
"1031","Nln",150.14899768,207.57772652,166.135820851,181.439921857,77.101888213,130.031337528,191.380748623,107.290799931,182.28172003,197.6800795,171.726409931,93.898400446,206.557704589,125.455383763,313.228836807
"1032","Hint2",373.253024992,391.615415305,495.769102047,284.735675594,238.5019376813,238.028002045,423.415661586,154.191183944,253.710625204,256.766481539,232.814786565,143.543695081,357.868431585,358.588004711,477.416280518
"1033","Kbtbd11",115.415022093,247.1583696703,199.772828459,173.504779539,81.9439201065,95.796377147,128.649721107,85.8223485215,151.148510815,155.829066888,145.775517532,122.469764713,166.463561512,154.932755389,240.49487199
"1034","Mrpl42",386.600334575,363.017833706,452.609660599,238.913771341,239.262183683,287.399247907,410.5066609698,169.141202363,221.46762653,249.101777058,219.854482227,126.557852377,463.248474725,356.246172939,471.144666701
"1035","Ogfod2",197.349196292,252.094019823,240.382911767,173.4116374507,103.9203686824,188.186002984,203.452162991,126.726422174,131.218303755,137.177759329,142.299456352,68.08580152,217.95334569,212.064238683,277.042347421
"1036","Hsbp1l1",61.528962835,119.90874188,81.029796633,86.781629053,71.377228567,66.723696965,110.60824772,48.885742964,61.016709062,93.35922131,71.36072411,31.63872247,123.417020424,136.97552417,205.12721553
"1037","Rgs17",75.122448405,121.268915226,94.048081568,112.073266548,64.27915016,127.06332668,154.953678902,77.496033418,95.765953849,50.50927976,61.384563097,34.728879428,106.446041948,152.683167263,157.90169868
"1038","Fam120a",369.9040375682,352.887879945,253.271456342,323.0306987934,92.9352795847,271.786131498,333.0927438938,225.759420068,239.146253847,232.885629076,242.108928223,130.399072178,474.905880459,435.487559314,532.253277343
"1039","E130306D19Rik",112.784462706,123.39891061,120.995589799,73.790352911,39.592189257,76.566378666,145.073013723,94.266797515,115.922259458,102.335323117,88.834295755,52.41996504,163.550385221,95.151033612,190.478143746
"1040","Mpp6",195.198284455,200.7549715965,195.115506911,190.851599136,123.78531544335,206.552314473,235.575801933,143.638466659,182.02046439,161.944045244,157.748319189,106.705147919,258.760983891,160.572608279,330.3948956645
"1041","Lnx1",129.728736785,153.761160897,74.4084594753,140.30880196,39.1067605505,101.322499099,75.4543548339,95.624575666,182.383503355,182.692447171,144.1014143525,98.050778441,211.504916225,133.360028134,283.005414547
"1042","X0610040J01Rik",277.281753454,266.7728227905,175.6875904145,194.740522878,67.602346291,279.82919812,302.2048960325,181.5137977764,222.205323603,187.397983739,179.23580069,79.904169981,342.848528329,255.419800619,390.075018078
"1043","Eno3",144.582116565,114.224374727,155.460000069,107.749533509,48.8135535416,115.006115422,131.2741154875,111.021315415,102.126138266,206.933573716,128.107869899,28.256937258,156.478105348,115.349538308,161.936616265
"1044","Ndufab1",445.094045137,492.01939851,524.039584804,319.954512571,300.676539424,352.07252789,506.875187371,231.713105167,296.421973276,305.591164879,297.788087209,184.775446074,535.554915437,469.599443845,580.136200029
"1045","Serpinb1a",414.7444497207,392.967943936,337.375356023,283.717382442,222.0543627705,404.674509579,472.0052242295,274.396460655,294.769227636,321.277292293,250.812105114,135.941965346,527.169203123,375.964849155,503.1282403075
"1046","Pgm2",184.815423514,231.544661866,161.7263166005,225.38745895,70.306160919,218.0872308375,169.0572199854,155.396833969,198.496772951,190.548761113,144.542876837,101.660663088,285.262394823,203.278160362,322.233772168
"1047","Farp2",88.371545844,130.209421981,98.19148177,134.423430015,28.79006253,80.460914804,67.111863345,83.58082516,132.897494354,117.011631409,115.162631954,59.51887719,153.947446283,55.516717612,270.40839298
"1048","Ugt2b35",94.971474734,98.688354164,107.867860736,92.49688503,38.600883935,67.9656326,104.269080033,76.35821028,88.74495833,79.66760449,81.739689836,35.49317872,123.95760393,72.70149632,181.451328647
"1049","Slc25a39",455.966915096,449.790472542,448.244133431,334.652788757,203.9746162377,386.374957359,410.3067314044,271.961724335,330.73663768,350.6614827,323.819269412,180.131991388,456.9371621,486.242504446,555.4440083874
"1050","Slc39a9",166.648413293,196.413995714,150.265301627,178.89027333,103.86723525733,152.91933269,151.1950449026,129.787109994,191.661814471,176.701564835,184.65569458,114.042185696,222.349251215,148.547297377,281.095756328
"1051","Pafah1b3",348.276280029,324.467066399,393.817666808,251.410567509,208.5432143166,304.122141211,403.4555020179,223.289878694,250.065945335,226.083979289,212.440516156,130.149533438,360.622103909,294.465247648,424.213604147
"1052","Fam18b",219.4657300406,241.2775535985,125.6809550894,195.475192792,67.1601112608,234.618504943,250.220724295,165.6215383675,172.664790669,183.798398503,135.1237455065,69.057157364,312.038053255,247.672648356,326.114000069
"1053","Tpd52",397.874678844,408.623494995,343.9849067107,343.819413493,188.9283256474,438.2658182955,427.1508305153,305.443990619,349.69566978,341.157956169,315.412560623,190.481051409,526.191183024,459.4126368475,595.736650319
"1054","X1810019D21Rik",130.027777685,137.640880736,117.08087313,91.528071873,60.7176690271,93.391644836,116.688203649,67.111821636,89.74473028,86.745622336,85.903851297,58.6366886,164.320411232,125.70371113,189.277263605
"1055","Gmppa",248.759245859,213.197329058,239.838915533,182.946197183,118.3214889854,228.376872645,260.993994782,150.673093803,159.203078071,160.491862371,122.628648158,76.781225778,315.018690617,275.139576076,304.867013485
"1056","Hist1h2bc",477.0147227945,528.674977198,597.325961743,368.843344693,298.9110986004,346.431525377,497.260715005,245.3425465951,358.234548815,434.0335808265,392.729131329,244.269282214,514.2393890845,446.708492554,679.925352309
"1057","Galk2",161.1119862919,153.4871835035,144.677114778,145.174623415,58.9176859125,154.77874849,220.4278887743,121.744524697,134.032933437,96.70449065,101.218008465,44.015499717,256.892795346,174.618755531,253.330685378
"1058","Trabd",227.096621611,279.095357386,172.5760042282,231.580900829,85.10384049447,265.141929652,189.7238076506,173.152766805,161.801893417,155.108240226,154.732651568,91.839500783,258.352334156,242.199662718,313.728456516
"1059","Chchd8",172.952103041,191.637270643,203.130152914,144.792349163,124.636851217,126.736923876,175.5055950917,102.995406346,115.130754575,126.24236987,104.956718863,54.124126864,238.105499249,185.476369273,250.781353842
"1060","Pafah2",110.059760897,176.398220863,93.131874099,148.367450998,43.883389316,90.68643773,91.764243982,68.489314107,134.528416469,118.287663991,116.99934314,67.153531903,169.49516364,132.282292831,250.616047654
"1061","Pigf",185.566448535,218.47028553,184.093639633,140.845739685,115.9123862455,220.128658403,224.511753406,127.062815531,116.401505967,128.980634053,97.66354071,38.37758472,262.887334152,232.101624049,269.462522149
"1062","Fkbp11",138.5352217,98.450776439,184.941695282,94.935295867,73.8033565253,69.451887646,153.241168299,40.764756555,38.730474782,48.045155023,60.352984573,27.98094245,159.835429381,200.168661186,124.303951973
"1063","X2510002D24Rik",282.026855061,253.515566037,293.558821581,167.4707550767,149.6888238404,184.873930442,297.6720731662,172.053046384,168.6205221045,139.260291447,141.80117648,76.9211950825,306.470361488,263.018104724,355.464880452
"1064","Cldn4",92.058406709,68.039221373,75.804975251,68.29229997,14.42010467176,73.618330838,96.399863134,72.57308433,194.650617224,147.04562644,152.2264896317,124.1731813175,127.930317449,187.2168657735,314.6292227094
"1065","Glrx",255.610816488,324.260568163,281.800077096,224.240286684,157.09003950027,275.628231288,325.790836925,156.1785913345,244.69961754,261.447341237,195.826842831,119.861561777,385.582887937,314.364029167,479.31322788
"1066","Tnk1",82.051311622,108.65516756,45.044969119,134.205018719,24.60383831,119.369524355,81.36999595,102.34522491,125.552570292,118.867620544,91.987979017,45.28709186,135.109154689,110.118729064,215.468730331
"1067","Vaultrc5",40.360638268,109.868585446,177.786119779,66.130501074,16.075693755,7.661444144,111.501714289,3.74071502,131.24177264,112.91711672,214.55289413,250.18869428,127.898035538,343.54894459,464.169307255
"1068","Wbp1",227.1600347955,258.613252365,268.9304375592,206.8907646576,142.2915265002,237.705549069,259.0225500275,161.893217266,170.685464648,178.916399503,167.197171176,111.312573274,216.142406915,269.957486303,313.4694740657
"1069","Ap1s1",350.058301465,355.935856632,315.749621156,233.021830368,177.5428496585,335.128641128,359.2920905315,207.666991719,207.064022826,228.645759342,183.545288427,99.765564394,358.011529254,326.57279623,411.549637309
"1070","Trak1",115.378604536,185.151937108,144.5361372215,168.756027659,62.302933079,177.091981076,164.2945966826,131.201915807,212.003403377,226.70911035,224.431473879,87.280828433,197.821703741,143.768936243,318.616667764
"1071","Cpd",175.253465986,161.455894954,152.921899365,184.481325649,84.8601332046,197.983746085,236.0346390314,149.311124292,171.154140519,159.582080065,203.092581284,89.987857092,272.914235017,235.004466851,308.9132570595
"1072","Acadvl",319.4812001566,357.086851768,227.819392715,292.326251108,94.3475578307,316.058918836,290.8069347698,242.086055441,288.082773845,298.285150124,235.541293124,132.253534931,427.559514847,322.268338018,473.582608604
"1073","Pigr",648.856006728,703.625628873,751.07610696,632.588226528,406.418695168,634.311019742,779.053422,476.750672848,619.753885742,593.332121202,594.085536299,359.662483817,809.700828535,744.406060368,1060.631772896
"1074","Aig1",276.087386759,264.5542566127,192.026228059,184.556536566,129.930299882,280.929673696,315.727975617,178.655578532,195.891492738,209.410878918,137.040750078,77.901292724,343.400387774,269.362854221,375.859767598
"1075","Spr",402.3429169237,399.970939776,396.236129614,269.598986674,250.7981726827,365.188771271,419.728024867,290.7982784645,197.049208246,203.185597882,176.86165777,109.01127296,308.599607739,310.197685558,366.484169842
"1076","Ergic1",208.8400720242,194.2220433197,185.590836334,182.706624293,109.3345025448,257.3202077344,271.5485903751,162.004153257,189.4827812404,159.941581837,158.413951234,91.667341268,281.486707717,273.602552365,298.2557967798
"1077","Gcsh",278.98351231,235.898607247,224.968579111,189.848645131,123.926961728,244.947314762,251.7745147807,163.128140147,170.711224727,179.699244981,146.813887616,72.32101555,282.386835943,224.307531357,324.420396461
"1078","Ccdc56",429.684850213,471.951388764,510.598936469,310.537561013,292.764730218,373.29703124,495.6330169551,234.195358206,273.6359856367,290.166215989,288.739889316,166.349403747,487.204160735,482.990438119,542.224717702
"1079","Pigy",248.452767758,218.097751295,245.205539555,145.646428398,125.5454758557,163.876082698,246.7173575526,93.985119954,174.960613389,182.161723226,145.500225863,88.034621486,257.52890613,243.82705548,274.300797167
"1080","Ung",171.652367808,165.71922696,96.365822826,133.604180974,37.1697134002,143.146548034,121.297595801,118.54970559,94.062254923,78.695647866,78.646225436,49.377056218,122.193718812,86.802946008,185.854578501
"1081","Mpv17l2",299.449097771,336.351826667,356.240536944,221.438840759,192.71907396074,285.838620459,337.9867404196,193.089420273,172.594294469,170.997362528,172.467838343,101.216900938,278.766493996,277.396695168,328.811763471
"1082","Qtrt1",247.739143387,155.96641322,166.193344097,116.604585732,76.0839510708,152.910596321,210.866388087,141.616308259,110.659885277,94.007628621,76.92702678,51.78827005,247.701756162,157.696158065,260.753636525
"1083","Efcab4a",221.0435345464,187.181176417,195.214465025,133.217442555,80.992050715,187.910060824,263.0256891635,134.247071478,89.5228338985,102.201304923,106.6270135975,50.996970323,277.691150799,214.2403762885,211.4119779185
"1084","BC017158",140.592097438,153.08771494,77.901683259,159.830266891,54.112977219,160.377791677,147.8992108703,91.580150158,152.572241388,123.869941865,120.259150287,74.815780349,176.762290583,180.00895891,269.602129303
